Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRK_M_R
14413,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14414,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
14415,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
14416,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
14417,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
14418,Water,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14419,Water,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
14420,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
14421,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
14422,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
14423,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14424,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
14425,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
14426,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14427,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
14428,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
14429,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
14430,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14431,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
14432,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Cropland
14433,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
14434,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
14435,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14436,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14437,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
14438,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14439,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
14440,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
14441,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
14442,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
14443,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14444,Water,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
14445,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
14446,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14447,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14448,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
14449,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
14450,Water,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14451,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14452,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
14453,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
14454,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
14455,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Forest
14456,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
14457,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
14458,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
14459,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
14460,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
14461,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
14462,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
14463,Water,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
14464,Water,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Cropland
14465,Water,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
14466,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
14467,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Cropland
14468,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Wetland
14469,Water,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
14470,Water,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
14471,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Grassland
14472,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Cropland
14473,Water,Cropland,Wetland,Water,Wetland,Bareland,NULL,Wetland
14474,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,NULL
14475,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
14476,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Cropland
14477,Water,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
14478,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
14479,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Cropland
14480,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
14481,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
14482,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
14483,Water,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
14484,Water,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
14485,Water,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
14486,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
14487,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14488,Water,Cropland,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
14489,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
14490,Water,Cropland,Water,Non_Water,Water,NULL,Water,Forest
14491,Water,Cropland,Water,Water,Water,Water,Water,Cropland
14492,Water,Cropland,Water,Water,Water,Water,Water,Wetland
14493,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
14494,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14495,Water,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14496,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
14497,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
14498,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14499,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
14500,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
14501,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Forest
14502,Water,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
14503,Water,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
14504,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Grassland
14505,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
14506,Water,Cropland,Forest,Water,Non_Wetland,Forest,NULL,Grassland
14507,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
14508,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
14509,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
14510,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14511,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
14512,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
14513,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14514,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14515,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14516,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14517,Water,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14518,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14519,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
14520,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
14521,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
14522,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
14523,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
14524,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
14525,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
14526,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
14527,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
14528,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
14529,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
14530,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
14531,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
14532,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
14533,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
14534,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
14535,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
14536,Water,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
14537,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Grassland
14538,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Cropland
14539,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
14540,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Water
14541,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
14542,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
14543,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
14544,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Water
14545,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,NULL
14546,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
14547,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
14548,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
14549,Water,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Water
14550,Water,Wetland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
14551,Water,Wetland,NULL,Water,Non_Wetland,Bareland,NULL,Cropland
14552,Water,Wetland,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
14553,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
14554,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Cropland
14555,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
14556,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Water
14557,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Grassland
14558,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Cropland
14559,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Wetland
14560,Water,Wetland,NULL,Water,Non_Wetland,Water,NULL,Water
14561,Water,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Wetland
14562,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,NULL
14563,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
14564,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Cropland
14565,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
14566,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
14567,Water,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Grassland
14568,Water,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Wetland
14569,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
14570,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14571,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14572,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
14573,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14574,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14575,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14576,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14577,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14578,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
14579,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14580,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14581,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14582,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14583,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
14584,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14585,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
14586,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
14587,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
14588,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
14589,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
14590,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
14591,Water,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Cropland
14592,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
14593,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14594,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
14595,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,NULL
14596,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
14597,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Cropland
14598,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
14599,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
14600,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14601,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
14602,Water,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14603,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14604,Water,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14605,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14606,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
14607,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
14608,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14609,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14610,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
14611,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
14612,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
14613,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14614,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14615,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
14616,Water,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14617,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14618,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
14619,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
14620,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
14621,Water,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
14622,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
14623,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
14624,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
14625,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
14626,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
14627,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
14628,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
14629,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
14630,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
14631,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
14632,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
14633,Water,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
14634,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
14635,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
14636,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
14637,Water,Wetland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
14638,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
14639,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
14640,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
14641,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
14642,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
14643,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
14644,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
14645,Water,Wetland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
14646,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
14647,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
14648,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
14649,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14650,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
14651,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
14652,Water,Wetland,Cropland,Water,Non_Wetland,Bareland,Water,Water
14653,Water,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
14654,Water,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
14655,Water,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Wetland
14656,Water,Wetland,Cropland,Water,Non_Wetland,Water,NULL,Water
14657,Water,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
14658,Water,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
14659,Water,Wetland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
14660,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,NULL
14661,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Grassland
14662,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Cropland
14663,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Wetland
14664,Water,Wetland,Cropland,Water,Non_Wetland,Water,Water,Water
14665,Water,Wetland,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
14666,Water,Wetland,Cropland,Water,Non_Wetland,Forest,Water,Wetland
14667,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
14668,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
14669,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
14670,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
14671,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
14672,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
14673,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
14674,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
14675,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
14676,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
14677,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
14678,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
14679,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
14680,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
14681,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
14682,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
14683,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
14684,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
14685,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
14686,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
14687,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
14688,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
14689,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
14690,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
14691,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
14692,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
14693,Water,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
14694,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
14695,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
14696,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
14697,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
14698,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
14699,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
14700,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
14701,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
14702,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
14703,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
14704,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
14705,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,NULL
14706,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
14707,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
14708,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
14709,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
14710,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
14711,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
14712,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
14713,Water,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
14714,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
14715,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
14716,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
14717,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
14718,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
14719,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
14720,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
14721,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
14722,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
14723,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
14724,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
14725,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
14726,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
14727,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
14728,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
14729,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
14730,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
