Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQQ_M_R
28670,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
28671,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
28672,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
28673,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
28674,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
28675,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
28676,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
28677,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
28678,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
28679,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
28680,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
28681,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
28682,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
28683,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
28684,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
28685,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
28686,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
28687,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
28688,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
28689,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
28690,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
28691,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
28692,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
28693,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
28694,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
28695,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
28696,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
28697,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
28698,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
28699,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
28700,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
28701,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
28702,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
28703,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
28704,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
28705,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
28706,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Bareland
28707,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
28708,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
28709,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
28710,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
28711,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
28712,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
28713,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
28714,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
28715,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
28716,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
28717,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
28718,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
28719,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
28720,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
28721,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
28722,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
28723,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
28724,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
28725,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
28726,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
28727,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
28728,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
28729,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
28730,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
28731,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
28732,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
28733,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
28734,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
28735,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
28736,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
28737,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
28738,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
28739,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
28740,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
28741,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
28742,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
28743,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
28744,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
28745,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
28746,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
28747,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
28748,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
28749,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
28750,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
28751,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
28752,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
28753,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
28754,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
28755,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
28756,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
28757,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
28758,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,NULL
28759,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
28760,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
28761,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
28762,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
28763,Forest,Forest,Cropland,Non_Water,Non_Wetland,Built-up,Forest,Forest
28764,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
28765,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
28766,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
28767,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
28768,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
28769,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
28770,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
28771,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
28772,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
28773,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
28774,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
28775,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
28776,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
28777,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
28778,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
28779,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
28780,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
28781,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Wetland,NULL
28782,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Bareland,Forest
28783,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
28784,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
28785,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
28786,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
28787,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
28788,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
28789,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
28790,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,NULL
28791,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
28792,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
28793,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
28794,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
28795,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
28796,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Grassland
28797,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Bareland
28798,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
28799,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Bareland,Forest
28800,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Grassland
28801,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Water
28802,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
28803,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
28804,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
28805,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
28806,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
28807,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
28808,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
28809,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
28810,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
28811,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
28812,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
28813,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
28814,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
28815,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
28816,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
28817,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
28818,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
28819,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
28820,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
28821,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
28822,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,NULL
28823,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
28824,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
28825,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
28826,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
28827,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
28828,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
28829,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
28830,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
28831,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
28832,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
28833,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
28834,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
28835,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
28836,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
28837,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
28838,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
28839,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
28840,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
28841,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
28842,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
28843,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
28844,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
28845,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
28846,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
28847,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
28848,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
28849,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
28850,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
28851,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
28852,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
28853,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
28854,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
28855,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
28856,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Bareland
28857,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
28858,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
28859,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
28860,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Cropland
28861,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
28862,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
28863,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
28864,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
28865,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
28866,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Water
28867,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
28868,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
28869,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
28870,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
28871,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
28872,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
28873,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
28874,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
28875,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
28876,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Grassland
28877,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
28878,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Bareland
28879,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
28880,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
28881,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
28882,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
28883,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
28884,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
28885,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
28886,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
28887,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
28888,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
28889,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
28890,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
28891,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
28892,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
28893,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
28894,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
28895,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
28896,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
28897,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Water
28898,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
28899,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
28900,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
28901,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
28902,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
28903,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
28904,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
28905,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
28906,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
28907,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
28908,Forest,Forest,Wetland,NULL,Wetland,Forest,Built-up,Forest
28909,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
28910,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
28911,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
28912,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
28913,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
28914,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
28915,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
28916,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Cropland
28917,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
28918,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Bareland
28919,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
28920,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
28921,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
28922,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
28923,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
28924,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
28925,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
28926,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
28927,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
28928,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
28929,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
28930,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
28931,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
28932,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
28933,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
28934,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
28935,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
28936,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
28937,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
28938,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
28939,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
28940,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
28941,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
28942,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
28943,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Cropland
28944,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
28945,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
28946,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
28947,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
28948,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
28949,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
28950,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
28951,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
28952,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
28953,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
28954,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
28955,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
28956,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
28957,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,NULL
28958,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,NULL
28959,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
28960,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
28961,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
28962,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
28963,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
28964,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
28965,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
28966,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Grassland,Forest
28967,Forest,Forest,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
28968,Forest,Forest,Wetland,Non_Water,Wetland,Water,Built-up,Water
28969,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
28970,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
28971,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
28972,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
28973,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
28974,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
28975,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
28976,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
28977,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
28978,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
28979,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
28980,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
28981,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
28982,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Built-up,Wetland
28983,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Built-up,Forest
28984,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,NULL
