Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUB_M_R
30216,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
30217,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
30218,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
30219,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
30220,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
30221,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
30222,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
30223,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
30224,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
30225,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
30226,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
30227,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
30228,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
30229,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
30230,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
30231,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
30232,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
30233,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
30234,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
30235,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
30236,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
30237,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
30238,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
30239,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
30240,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
30241,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
30242,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
30243,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
30244,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
30245,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
30246,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
30247,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
30248,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
30249,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
30250,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
30251,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
30252,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
30253,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
30254,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
30255,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
30256,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
30257,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
30258,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
30259,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
30260,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
30261,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
30262,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
30263,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
30264,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
30265,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
30266,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
30267,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Bareland,Wetland
30268,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
30269,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
30270,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
30271,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
30272,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
30273,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
30274,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
30275,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
30276,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
30277,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
30278,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
30279,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Grassland
30280,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Wetland
30281,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
30282,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
30283,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
30284,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
30285,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
30286,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
30287,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
30288,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
30289,Forest,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
30290,Forest,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
30291,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
30292,Forest,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Forest
30293,Forest,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
30294,Forest,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
30295,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
30296,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
30297,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
30298,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
30299,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
30300,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
30301,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
30302,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
30303,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
30304,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
30305,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
30306,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
30307,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
30308,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
30309,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,NULL
30310,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
30311,Forest,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
30312,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
30313,Forest,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
30314,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
30315,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
30316,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
30317,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
30318,Forest,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
30319,Forest,NULL,NULL,Water,Non_Wetland,Water,Bareland,Grassland
30320,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
30321,Forest,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
30322,Forest,NULL,NULL,Water,Non_Wetland,Forest,NULL,Grassland
30323,Forest,NULL,NULL,Water,Non_Wetland,Forest,NULL,Wetland
30324,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
30325,Forest,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
30326,Forest,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
30327,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
30328,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
30329,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
30330,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
30331,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
30332,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
30333,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
30334,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
30335,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
30336,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
30337,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
30338,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
30339,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
30340,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
30341,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
30342,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
30343,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
30344,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
30345,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
30346,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
30347,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
30348,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
30349,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
30350,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
30351,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
30352,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
30353,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
30354,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
30355,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
30356,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
30357,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
30358,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
30359,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
30360,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
30361,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
30362,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
30363,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
30364,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
30365,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
30366,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
30367,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30368,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30369,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
30370,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
30371,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
30372,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30373,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30374,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
30375,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30376,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
30377,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
30378,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
30379,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
30380,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
30381,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
30382,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
30383,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
30384,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
30385,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
30386,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
30387,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
30388,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
30389,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
30390,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
30391,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
30392,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
30393,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
30394,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
30395,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
30396,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
30397,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
30398,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
30399,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
30400,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
30401,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
30402,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
30403,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
30404,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
30405,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
30406,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
30407,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30408,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
30409,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
30410,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
30411,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
30412,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
30413,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
30414,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
30415,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
30416,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
30417,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
30418,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
30419,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
30420,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
30421,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
30422,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
30423,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
30424,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
30425,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
30426,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
30427,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
30428,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
30429,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
30430,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
30431,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
30432,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
30433,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
30434,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
30435,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
30436,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
30437,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
30438,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
30439,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
30440,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
30441,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
30442,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
30443,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
30444,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
30445,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
30446,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
30447,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
30448,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
30449,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
30450,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
30451,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
30452,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
30453,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
30454,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
30455,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
30456,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
30457,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
30458,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
30459,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
30460,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
30461,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
30462,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
30463,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
30464,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
30465,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
30466,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
30467,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
30468,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
30469,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
30470,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
30471,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
30472,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
30473,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
30474,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
30475,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
30476,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
30477,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
30478,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
30479,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
30480,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
30481,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
30482,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
30483,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
30484,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
30485,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
30486,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
30487,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
30488,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
30489,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
30490,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
30491,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
30492,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
30493,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
30494,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
30495,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
30496,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
30497,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
30498,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
30499,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
30500,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
30501,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
30502,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
30503,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
30504,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
30505,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
30506,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
30507,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
30508,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
30509,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
30510,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
30511,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
30512,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
30513,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
30514,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
30515,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
30516,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
30517,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
30518,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
30519,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
30520,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
30521,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
30522,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
30523,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
30524,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
30525,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
30526,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
30527,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
30528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
30529,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
30530,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
30531,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
30532,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
30533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
30534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
