Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVA_M_R
9017,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9018,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9019,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9020,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9021,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9022,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9023,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9024,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
9025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9026,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9027,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
9028,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9029,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
9030,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9031,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9032,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9033,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9034,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9035,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
9036,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9037,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9038,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9039,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9040,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9041,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
9042,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9043,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
9044,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9045,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9046,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9047,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9048,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9049,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
9050,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9051,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9052,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9053,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
9054,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9055,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
9056,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Water
9057,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9058,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
9059,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9060,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9061,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
9062,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
9063,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9064,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
9065,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9066,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9067,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9068,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9069,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
9070,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9071,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9072,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9073,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9074,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9075,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9076,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9077,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9078,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
9079,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
9080,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9081,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
9082,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9083,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9084,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9085,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9086,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
9087,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9088,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
9089,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
9090,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
9091,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
9092,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9093,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9094,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
9095,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
9096,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
9097,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9098,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
9099,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
9100,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
9101,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Wetland
9102,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9103,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9104,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9106,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9107,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9108,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9109,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9110,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9111,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9112,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9113,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9114,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9115,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9116,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9117,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9118,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9119,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
9122,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9123,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9124,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9132,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9134,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
9135,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9136,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9137,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
9138,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9139,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9140,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9141,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9142,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9143,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9144,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
9145,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9146,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9147,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9148,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9149,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9150,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9151,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9152,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9153,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9154,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9155,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9156,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9157,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9158,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
9159,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9160,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9161,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9162,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9163,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9164,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
9165,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9166,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
9167,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9168,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9169,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
9170,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9171,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9172,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9173,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9174,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9175,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9176,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
9177,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9178,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9179,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
9180,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9181,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9182,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9183,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9184,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9185,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9186,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9187,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
9188,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9189,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9190,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
9193,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
9194,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9195,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9196,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9197,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9198,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9199,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9200,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9201,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9202,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9203,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9204,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9205,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9206,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9207,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9208,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9209,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
9210,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9211,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9212,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9213,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9214,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
9215,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9216,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9217,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9218,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9219,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
9220,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9221,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
9222,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9223,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9224,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9225,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9226,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9227,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9228,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9229,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9230,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9231,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9232,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9233,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9234,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9235,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9236,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9237,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9238,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9239,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9240,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9241,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9242,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
9243,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9244,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9245,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9246,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9247,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9248,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9250,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9252,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9253,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9254,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9255,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9256,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9257,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9258,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9259,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9260,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
9261,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9262,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9263,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
9264,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9265,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9266,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
9268,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
9269,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9270,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9271,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
9272,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
9273,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
9274,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
9275,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9276,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9277,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
9278,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
9279,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9280,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9281,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
9282,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9283,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9284,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9285,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9286,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9287,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9288,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
9289,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
9290,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9291,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
9292,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9293,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9294,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
9295,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9296,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9297,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9298,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9299,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9300,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
9301,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9302,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9303,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9304,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
9305,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
9306,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
9307,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9308,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
9309,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9310,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
9311,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
9312,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9313,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
9314,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
9315,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
9316,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9317,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
9318,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
9319,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
9320,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
9321,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Forest
9322,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
9323,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
9324,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
