Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDG_M_R
13568,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13569,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13570,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
13571,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13572,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
13573,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13574,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13575,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13576,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13577,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13578,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
13579,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13580,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
13581,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13582,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13583,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
13584,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13585,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13586,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13587,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13588,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13589,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13590,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13591,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13592,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
13593,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13594,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13595,Forest,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13596,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13597,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
13598,Forest,Built-up,Wetland,Water,Wetland,Shrubland,NULL,Grassland
13599,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13600,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13601,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13602,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13603,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13604,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13605,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13606,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13607,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13608,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13609,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13610,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13611,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13612,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13613,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13614,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13615,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13616,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13617,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13618,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13619,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13620,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
13621,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
13622,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
13623,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13624,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13625,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
13626,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
13627,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
13628,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13629,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13630,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13631,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13632,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
13633,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13634,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13635,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13636,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13637,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13638,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13639,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13640,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13641,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13642,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
13643,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
13644,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
13645,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13646,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13647,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13648,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13649,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13650,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
13651,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
13652,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13653,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
13654,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13655,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
13656,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13657,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
13658,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
13659,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13660,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
13661,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13662,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13663,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Water
13664,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
13665,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
13666,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
13667,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13668,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
13669,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13670,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
13671,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13672,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
13673,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13674,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
13675,Forest,Built-up,Water,NULL,Water,Shrubland,Water,Water
13676,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13677,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13678,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13679,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13680,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13681,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13682,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
13683,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13684,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13685,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13686,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13687,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13688,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13689,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
13690,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
13691,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13692,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13693,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
13694,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13695,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13696,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13697,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
13698,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
13699,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
13700,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
13701,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
13702,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
13703,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
13704,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13705,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13706,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
13707,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
13708,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
13709,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13710,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
13711,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
13712,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
13713,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
13714,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
13715,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
13716,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
13717,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
13718,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Forest
13719,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Built-up,Forest
13720,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13721,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
13722,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
13723,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
13724,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13725,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
13726,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
13727,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
13728,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
13729,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
13730,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
13731,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
13732,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
13733,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
13734,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
13735,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
13736,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13737,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
13738,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13739,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
13740,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
13741,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13742,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
13743,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
13744,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
13745,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
13746,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13747,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
13748,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
13749,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
13750,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
13751,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
13752,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13753,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
13754,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
13755,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
13756,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
13757,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
13758,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
13759,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13760,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13761,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
13762,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
13763,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
13764,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
13765,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
13766,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
13767,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
13768,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
13769,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
13770,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
13771,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
13772,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
13773,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
13774,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
13775,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
13776,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
13777,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
13778,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
13779,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
13780,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
13781,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
13782,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
13783,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
13784,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
13785,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
13786,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
13787,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
13788,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
13789,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
13790,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
13791,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
13792,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
13793,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
13794,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
13795,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
13796,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
13797,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
13798,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
13799,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
13800,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
13801,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13802,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
13803,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
13804,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
13805,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
13806,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
13807,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
13808,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
13809,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
13810,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
13811,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
13812,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
13813,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
13814,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
13815,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
13816,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
13817,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
13818,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
13819,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
13820,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
13821,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
13822,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
13823,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
13824,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
13825,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
13826,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
13827,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
13828,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
13829,Forest,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
13830,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
13831,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
13832,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,NULL
13833,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
13834,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
13835,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
13836,Forest,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
13837,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
13838,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
13839,Forest,Water,NULL,Water,Non_Wetland,Bareland,NULL,Forest
13840,Forest,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
13841,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
13842,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
13843,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
13844,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
13845,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
13846,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
13847,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
13848,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Water
13849,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
13850,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
13851,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
13852,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13853,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13854,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
13855,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13856,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13857,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13858,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
13859,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13860,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13861,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13862,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
13863,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13864,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
13865,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13866,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13867,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13868,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
13869,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13870,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13871,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13872,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
13873,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13874,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13875,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13876,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
13877,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
13878,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13879,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
13880,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13881,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
13882,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
13883,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13884,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13885,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13886,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13887,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13888,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13889,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13890,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
