Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKU_M_R
9386,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9387,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9388,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9389,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9390,Water,Wetland,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
9391,Water,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
9392,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9393,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
9394,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9395,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9396,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9397,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
9398,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9399,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
9400,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9401,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
9402,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9403,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9404,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9405,Water,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
9406,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9407,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
9408,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
9409,Water,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
9410,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
9411,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
9412,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9413,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Bareland,Water
9414,Water,Wetland,NULL,Water,Non_Wetland,Cropland,Water,Wetland
9415,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
9416,Water,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
9417,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
9418,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9419,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
9420,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
9421,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
9422,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9423,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9424,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9425,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9426,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9427,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9428,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9429,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9430,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9431,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9432,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
9433,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9434,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9435,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9436,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9437,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9438,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9439,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9440,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9441,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
9442,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
9443,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
9444,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
9445,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
9446,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
9447,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
9448,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
9449,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
9450,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Water
9451,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9452,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9453,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9454,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9455,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9456,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9457,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9458,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9459,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
9460,Water,Wetland,Grassland,NULL,Non_Wetland,Cropland,Water,Wetland
9461,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9462,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9463,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9464,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9465,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9466,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
9467,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9468,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
9469,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9470,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
9471,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
9472,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9473,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9474,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
9475,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9476,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9477,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9478,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9479,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
9480,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
9481,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9482,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
9483,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
9484,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9485,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9486,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
9487,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
9488,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
9489,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
9490,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Water
9491,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
9492,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
9493,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
9494,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
9495,Water,Wetland,Grassland,Non_Water,Non_Wetland,Cropland,Water,Wetland
9496,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
9497,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
9498,Water,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9499,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
9500,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
9501,Water,Wetland,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
9502,Water,Wetland,Grassland,Water,Non_Wetland,Water,Bareland,Wetland
9503,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
9504,Water,Wetland,Wetland,NULL,NULL,Bareland,Water,Wetland
9505,Water,Wetland,Wetland,NULL,NULL,Water,Water,Wetland
9506,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9507,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
9508,Water,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
9509,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9510,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
9511,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9512,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
9513,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
9514,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
9515,Water,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
9516,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9517,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9518,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9519,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
9520,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9521,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
9522,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9523,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
9524,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
9525,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
9526,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
9527,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
9528,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
9529,Water,Wetland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
9530,Water,Wetland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
9531,Water,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
9532,Water,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
9533,Water,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
9534,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
9535,Water,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
9536,Water,Wetland,Wetland,NULL,Wetland,Cropland,Bareland,Wetland
9537,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Grassland
9538,Water,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
9539,Water,Wetland,Wetland,NULL,Wetland,Cropland,Forest,Wetland
9540,Water,Wetland,Wetland,NULL,Wetland,Cropland,Forest,Forest
9541,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
9542,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
9543,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
9544,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
9545,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
9546,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9547,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9548,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9549,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
9550,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
9551,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
9552,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
9553,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
9554,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
9555,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
9556,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
9557,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
9558,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9559,Water,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
9560,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9561,Water,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
9562,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
9563,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
9564,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
9565,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
9566,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
9567,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
9568,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
9569,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
9570,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
9571,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
9572,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Bareland
9573,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
9574,Water,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
9575,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
9576,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
9577,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
9578,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
9579,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
9580,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
9581,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
9582,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
9583,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
9584,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
9585,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
9586,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
9587,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
9588,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
9589,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
9590,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
9591,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
9592,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
9593,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
9594,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
9595,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
9596,Water,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9597,Water,Wetland,Wetland,Non_Water,NULL,Bareland,Water,Grassland
9598,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
9599,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9600,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9601,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9602,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9603,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
9604,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
9605,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
9606,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9607,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
9608,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
9609,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
9610,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Bareland
9611,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
9612,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
9613,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
9614,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
9615,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Bareland,Wetland
9616,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
9617,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
9618,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Water
9619,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9620,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9621,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9622,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
9623,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9624,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
9625,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
9626,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
9627,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9628,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
9629,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
9630,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
9631,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
9632,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
9633,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
9634,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
9635,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
9636,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
9637,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
9638,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
9639,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
9640,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
9641,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9642,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
9643,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
9644,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9645,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9646,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9647,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
9648,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
9649,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
9650,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
9651,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Water
9652,Water,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Forest
9653,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9654,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9655,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
9656,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
9657,Water,Wetland,Wetland,Water,NULL,Bareland,Water,Wetland
9658,Water,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland
9659,Water,Wetland,Wetland,Water,NULL,Water,Water,Wetland
9660,Water,Wetland,Wetland,Water,NULL,Forest,Water,Wetland
9661,Water,Wetland,Wetland,Water,Wetland,NULL,Grassland,Wetland
9662,Water,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
9663,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
9664,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
9665,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9666,Water,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
9667,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
9668,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
9669,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
9670,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
9671,Water,Wetland,Wetland,Water,Wetland,Grassland,Forest,Grassland
9672,Water,Wetland,Wetland,Water,Wetland,Cropland,NULL,Grassland
9673,Water,Wetland,Wetland,Water,Wetland,Cropland,NULL,Wetland
9674,Water,Wetland,Wetland,Water,Wetland,Cropland,NULL,Bareland
9675,Water,Wetland,Wetland,Water,Wetland,Cropland,Grassland,Grassland
9676,Water,Wetland,Wetland,Water,Wetland,Cropland,Grassland,Wetland
9677,Water,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
9678,Water,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
9679,Water,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
9680,Water,Wetland,Wetland,Water,Wetland,Cropland,Water,Wetland
9681,Water,Wetland,Wetland,Water,Wetland,Cropland,Water,Water
9682,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
9683,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Bareland
9684,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9685,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9686,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
9687,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9688,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
9689,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
9690,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
9691,Water,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
9692,Water,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
9693,Water,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Wetland
9694,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
9695,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
9696,Water,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
9697,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
9698,Water,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
9699,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
9700,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
9701,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
9702,Water,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
9703,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
9704,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
9705,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
9706,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
9707,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Grassland
9708,Water,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
