Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXP_M_R
7352,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
7353,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7354,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7355,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
7356,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7357,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
7358,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
7359,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
7360,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
7361,Forest,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
7362,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7363,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
7364,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
7365,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,NULL
7366,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7367,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
7368,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7369,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7370,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
7371,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
7372,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7373,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7374,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7375,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
7376,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
7377,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7378,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7379,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7380,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7381,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7382,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7383,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7384,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7385,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7386,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
7387,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7388,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
7389,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
7390,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7391,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7392,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7393,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
7394,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
7395,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7396,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7397,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7398,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7399,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7400,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7401,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7402,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7403,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7404,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7405,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7406,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
7407,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7408,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7409,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7410,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7411,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7412,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7413,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7414,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7415,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7416,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7417,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7418,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7419,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7420,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
7421,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7422,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7423,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
7424,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7425,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7426,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7427,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7428,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
7429,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7430,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7431,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
7432,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7433,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7434,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
7435,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7436,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
7437,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7438,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7439,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7440,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7441,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
7442,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
7443,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
7444,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
7445,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7446,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7447,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7448,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7449,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7450,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7451,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7452,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7453,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7454,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7455,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7456,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7457,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7458,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
7459,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7460,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7461,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
7462,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
7463,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7464,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
7465,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7466,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
7467,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7468,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7469,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
7470,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7471,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
7472,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7473,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7474,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7475,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7476,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
7477,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7478,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7479,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
7480,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7481,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7482,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7483,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7484,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7485,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7486,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7487,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7488,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
7489,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
7490,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7491,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7492,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
7493,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
7494,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7495,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
7496,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7497,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
7498,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7499,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
7500,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7501,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7502,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
7503,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
7504,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
7505,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7506,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7507,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7508,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7509,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7510,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7511,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
7512,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7513,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7514,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7515,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7516,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7517,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7518,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7519,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7520,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7521,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7522,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7523,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7524,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7525,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7526,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7527,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7528,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7529,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7530,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7531,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7532,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
7533,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7534,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7535,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
7536,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
7537,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7538,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7539,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7540,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7541,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7542,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
7543,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7544,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
7545,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
7546,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
7547,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
7548,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
7549,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7550,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7551,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7552,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7553,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
7554,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
7555,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7556,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7557,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7558,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
7559,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7560,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7561,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7562,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7563,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
7564,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
7565,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
7566,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7567,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7568,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7569,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7570,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7571,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7572,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7573,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7574,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7575,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7576,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7577,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7578,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7579,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7580,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7581,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
7582,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7583,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7584,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
7585,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7586,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7587,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7588,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
7589,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7590,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7591,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7592,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
7593,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
7594,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
7595,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
7596,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
7597,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7598,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7599,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7600,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7601,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7602,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7603,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7604,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7605,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7606,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7607,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7608,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7609,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7610,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7611,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7612,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7613,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7614,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
7615,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7616,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
7617,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7618,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
7619,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
7620,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7621,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7622,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
7623,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7624,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
7625,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7626,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
7627,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
7628,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7629,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7630,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7631,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7632,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7633,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7634,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7635,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7636,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7637,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7638,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7639,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7640,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
7641,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7642,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7643,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
7644,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7645,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7646,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7647,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
7648,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7649,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7650,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7651,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7652,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
7653,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
7654,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7655,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
7656,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7657,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7658,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
7659,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7660,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7661,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7662,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7663,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7664,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7665,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7666,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7667,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7668,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7669,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7670,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
7671,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7672,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7673,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
7674,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
7675,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
