Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPR_M_R
12794,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
12795,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
12796,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
12797,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up,Forest,Forest
12798,Forest,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
12799,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Built-up,Water
12800,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
12801,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12802,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12803,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12804,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12805,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12806,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12807,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12808,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
12809,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
12810,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12811,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12812,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12813,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12814,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12815,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12816,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12817,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12818,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12819,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12820,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12821,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12822,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12823,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12824,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12825,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12826,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12827,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
12828,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12829,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
12830,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12831,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12832,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12833,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
12834,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12835,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12836,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12837,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
12838,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12839,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12840,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
12841,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12842,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12843,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12844,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12845,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12846,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12847,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12848,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12849,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12850,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12851,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12852,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12853,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12854,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12855,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12856,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
12857,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12858,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12859,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12860,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
12861,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12862,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12863,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12864,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12865,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
12866,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12867,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12868,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12869,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
12870,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
12871,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12872,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12873,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12874,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
12875,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
12876,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12877,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12878,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12879,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
12880,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12881,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12882,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12883,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12884,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12885,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12886,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12887,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12888,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12889,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12890,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12891,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12892,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
12893,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12894,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12895,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12896,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12897,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12898,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
12899,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
12900,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12901,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12902,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12903,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12904,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12905,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12906,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
12907,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
12908,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
12909,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12910,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12911,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
12912,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12913,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
12915,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
12916,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
12917,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
12918,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
12919,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
12920,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12921,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
12922,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Forest
12923,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12924,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
12925,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12926,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12927,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
12928,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12929,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12930,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12931,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
12932,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12933,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12934,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
12935,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12936,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12937,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12938,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12939,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12940,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12941,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
12942,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12943,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
12944,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12945,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12946,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
12947,Forest,Built-up,Cropland,Water,Non_Wetland,Built-up,NULL,Forest
12948,Forest,Built-up,Cropland,Water,Non_Wetland,Built-up,Water,Forest
12949,Forest,Built-up,Cropland,Water,Non_Wetland,Water,NULL,Bareland
12950,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
12951,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
12952,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
12953,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
12954,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
12955,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
12956,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
12957,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
12958,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
12959,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Grassland
12960,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
12961,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
12962,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12963,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12964,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12965,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
12966,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
12967,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
12968,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
12969,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Wetland
12970,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
12971,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
12972,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
12973,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
12974,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
12975,Forest,Built-up,Wetland,NULL,Wetland,Water,NULL,Bareland
12976,Forest,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
12977,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
12978,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
12979,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
12980,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
12981,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12982,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
12983,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
12984,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12985,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
12986,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12987,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
12988,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12989,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,NULL,Forest
12990,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
12991,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Forest
12992,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
12993,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
12994,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
12995,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Water
12996,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12997,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12998,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12999,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13000,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
13001,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13002,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
13003,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13004,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Water
13005,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
13006,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13007,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13008,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
13009,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13010,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13011,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13012,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13013,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
13014,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
13015,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13016,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
13017,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13018,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
13019,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13020,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13021,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13022,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13023,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
13024,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
13025,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13026,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
13027,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13028,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
13029,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
13030,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
13031,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13032,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
13033,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13034,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13035,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
13036,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
13037,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13038,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13039,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13040,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13041,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13042,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13043,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13044,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13045,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13046,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
13047,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13048,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13049,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13050,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13051,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
13052,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
13053,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
13054,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
13055,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
13056,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
13057,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
13058,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
13059,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
13060,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
13061,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
13062,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
13063,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13064,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
13065,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13066,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13067,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13068,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13069,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13070,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13071,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13072,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13073,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13074,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13075,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13076,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13077,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13078,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13079,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
13080,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
13081,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
13082,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
13083,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13084,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
13085,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
13086,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Wetland
13087,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
13088,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
13089,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
13090,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
13091,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
13092,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
13093,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
13094,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
13095,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
13096,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13097,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
13098,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
13099,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
13100,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13101,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
13102,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13103,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
13104,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
13105,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
13106,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
13107,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
