Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVR_M_R
10343,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
10344,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
10345,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
10346,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
10347,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10348,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
10349,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10350,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10351,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
10352,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10353,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10354,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
10355,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
10356,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10357,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
10358,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10359,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
10360,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10361,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
10362,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10363,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
10364,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10365,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
10366,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
10367,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
10368,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
10369,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10370,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10371,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
10372,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10373,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10374,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10375,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
10376,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
10377,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10378,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10379,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10380,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10381,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10382,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10383,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
10384,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10385,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10386,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
10387,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10388,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
10389,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10390,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10391,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
10392,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
10393,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10394,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10395,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
10396,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10397,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10398,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10399,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10400,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10401,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
10402,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
10403,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
10404,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10405,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
10406,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
10407,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
10408,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
10409,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
10410,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
10411,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
10412,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
10413,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
10414,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
10415,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
10416,Forest,NULL,Water,NULL,Water,NULL,Grassland,Bareland
10417,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
10418,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
10419,Forest,NULL,Water,NULL,Water,NULL,Water,Bareland
10420,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
10421,Forest,NULL,Water,NULL,Water,NULL,Forest,Cropland
10422,Forest,NULL,Water,NULL,Water,NULL,Forest,Bareland
10423,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
10424,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
10425,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
10426,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
10427,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
10428,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
10429,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
10430,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
10431,Forest,NULL,Water,NULL,Water,Shrubland,Water,Wetland
10432,Forest,NULL,Water,NULL,Water,Grassland,NULL,NULL
10433,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
10434,Forest,NULL,Water,NULL,Water,Grassland,NULL,Wetland
10435,Forest,NULL,Water,NULL,Water,Grassland,NULL,Bareland
10436,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
10437,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
10438,Forest,NULL,Water,NULL,Water,Grassland,Grassland,NULL
10439,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
10440,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
10441,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
10442,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Water
10443,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
10444,Forest,NULL,Water,NULL,Water,Grassland,Wetland,NULL
10445,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
10446,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
10447,Forest,NULL,Water,NULL,Water,Grassland,Water,NULL
10448,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
10449,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
10450,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
10451,Forest,NULL,Water,NULL,Water,Wetland,NULL,NULL
10452,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
10453,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
10454,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
10455,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
10456,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
10457,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
10458,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
10459,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
10460,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
10461,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
10462,Forest,NULL,Water,NULL,Water,Bareland,NULL,Grassland
10463,Forest,NULL,Water,NULL,Water,Bareland,NULL,Water
10464,Forest,NULL,Water,NULL,Water,Bareland,NULL,Forest
10465,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
10466,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
10467,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
10468,Forest,NULL,Water,NULL,Water,Bareland,Water,NULL
10469,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
10470,Forest,NULL,Water,NULL,Water,Bareland,Water,Wetland
10471,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
10472,Forest,NULL,Water,NULL,Water,Bareland,Water,Water
10473,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
10474,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
10475,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
10476,Forest,NULL,Water,NULL,Water,Water,Water,Bareland
10477,Forest,NULL,Water,NULL,Water,Forest,NULL,Grassland
10478,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
10479,Forest,NULL,Water,NULL,Water,Forest,NULL,Water
10480,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
10481,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
10482,Forest,NULL,Water,NULL,Water,Forest,Water,Water
10483,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
10484,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
10485,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
10486,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
10487,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
10488,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
10489,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
10490,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
10491,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
10492,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
10493,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
10494,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
10495,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
10496,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
10497,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
10498,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
10499,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Water
10500,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
10501,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Water
10502,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Forest
10503,Forest,NULL,Water,Non_Water,Water,Bareland,Forest,Water
10504,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
10505,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
10506,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
10507,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
10508,Forest,NULL,Water,Non_Water,Water,Forest,Water,Water
10509,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
10510,Forest,NULL,Water,Water,Water,NULL,NULL,Water
10511,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
10512,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
10513,Forest,NULL,Water,Water,Water,Shrubland,Wetland,Forest
10514,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
10515,Forest,NULL,Water,Water,Water,Shrubland,Forest,Forest
10516,Forest,NULL,Water,Water,Water,Grassland,Grassland,Wetland
10517,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
10518,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
10519,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
10520,Forest,NULL,Water,Water,Water,Grassland,Water,Forest
10521,Forest,NULL,Water,Water,Water,Wetland,Grassland,Wetland
10522,Forest,NULL,Water,Water,Water,Wetland,Grassland,Water
10523,Forest,NULL,Water,Water,Water,Wetland,Grassland,Forest
10524,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
10525,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
10526,Forest,NULL,Water,Water,Water,Bareland,NULL,Water
10527,Forest,NULL,Water,Water,Water,Bareland,Shrubland,Water
10528,Forest,NULL,Water,Water,Water,Bareland,Wetland,Wetland
10529,Forest,NULL,Water,Water,Water,Bareland,Wetland,Forest
10530,Forest,NULL,Water,Water,Water,Bareland,Water,Water
10531,Forest,NULL,Water,Water,Water,Water,NULL,Water
10532,Forest,NULL,Water,Water,Water,Water,Water,Water
10533,Forest,NULL,Water,Water,Water,Water,Forest,Bareland
10534,Forest,NULL,Water,Water,Water,Forest,NULL,Water
10535,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
10536,Forest,NULL,Water,Water,Water,Forest,Shrubland,Water
10537,Forest,NULL,Water,Water,Water,Forest,Wetland,Forest
10538,Forest,NULL,Water,Water,Water,Forest,Water,Forest
10539,Forest,NULL,Water,Water,Water,Forest,Forest,Water
10540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10543,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10544,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10545,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10546,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
10547,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10548,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10549,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10550,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10551,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10552,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10553,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10554,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10555,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10556,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
10557,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
10558,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
10559,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10560,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10561,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10562,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
10563,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10564,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10565,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
10566,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
10567,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10568,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10569,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
10570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
10571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10572,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10573,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10574,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10575,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
10576,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10577,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10578,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10579,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10580,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10581,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10582,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10583,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10584,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10585,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10586,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10587,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
10588,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10589,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
10590,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10591,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10592,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
10593,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
10594,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10595,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10596,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10597,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10598,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10599,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10600,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10601,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10602,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10603,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10604,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10605,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
10606,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
10607,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
10608,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10609,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10610,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10611,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
10612,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10613,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10614,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10615,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10616,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10617,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10618,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10619,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
10620,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10621,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10622,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10623,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10624,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
10625,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
10626,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10627,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10628,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10629,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10630,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10631,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10632,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
10633,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10634,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10635,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10636,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10637,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10638,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10639,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10640,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10641,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10642,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10643,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10644,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10645,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
10646,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10647,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
10648,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10649,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
10650,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
10651,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
10652,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10653,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10654,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10655,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10656,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10657,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10658,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10659,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10660,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10661,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10662,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10663,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10664,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
10665,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10666,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10667,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10668,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10669,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10670,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10671,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10672,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
10673,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
10674,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
10675,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
10676,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10677,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10678,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10679,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10680,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10681,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10682,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
10683,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10684,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
10685,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10686,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10687,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10688,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10689,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10690,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
10691,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
10692,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10693,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10694,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
10695,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Bareland
