Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFR_M_R
16550,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
16551,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
16552,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16553,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16554,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
16555,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16556,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
16557,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
16558,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
16559,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16560,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16561,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16562,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16563,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16564,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16565,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16566,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16567,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16568,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16569,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
16570,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16571,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16572,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16573,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
16574,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16575,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
16576,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16577,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16578,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16579,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16580,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16581,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16582,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16583,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16584,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
16585,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
16586,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16587,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16588,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16589,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16590,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16591,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16592,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
16593,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16594,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16595,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16596,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16597,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16598,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16599,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
16600,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
16601,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
16602,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
16603,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
16604,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
16605,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
16606,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16607,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
16608,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16609,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16610,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16611,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16612,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16613,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16614,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
16615,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
16616,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16617,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16618,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16619,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
16620,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
16621,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
16622,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16623,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16624,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16625,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16626,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16627,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16628,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
16629,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
16630,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
16631,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16632,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
16633,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16634,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
16635,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
16636,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Water
16637,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
16638,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
16639,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
16640,Forest,Bareland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16641,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16642,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16643,Forest,Bareland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
16644,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
16645,Forest,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
16646,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16647,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16648,Forest,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
16649,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
16650,Forest,Bareland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16651,Forest,Bareland,Wetland,NULL,Wetland,Shrubland,Water,Forest
16652,Forest,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
16653,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Water,Forest
16654,Forest,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
16655,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
16656,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
16657,Forest,Bareland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16658,Forest,Bareland,Wetland,NULL,Wetland,Water,Forest,Water
16659,Forest,Bareland,Wetland,NULL,Wetland,Water,Forest,Forest
16660,Forest,Bareland,Wetland,NULL,Wetland,Forest,Water,Bareland
16661,Forest,Bareland,Wetland,NULL,Wetland,Forest,Water,Forest
16662,Forest,Bareland,Wetland,NULL,Wetland,Forest,Forest,Grassland
16663,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16664,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16665,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16666,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16667,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
16668,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Forest
16669,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest,Bareland
16670,Forest,Bareland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16671,Forest,Bareland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16672,Forest,Bareland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16673,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16674,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
16675,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16676,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
16677,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16678,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
16679,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
16680,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
16681,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16682,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16683,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16684,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
16685,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16686,Forest,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
16687,Forest,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Forest
16688,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Shrubland,Bareland
16689,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
16690,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
16691,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
16692,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
16693,Forest,Bareland,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
16694,Forest,Bareland,Wetland,Non_Water,Wetland,Forest,Water,Forest
16695,Forest,Bareland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16696,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
16697,Forest,Bareland,Wetland,Water,Wetland,NULL,Shrubland,Cropland
16698,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
16699,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Wetland
16700,Forest,Bareland,Wetland,Water,Wetland,NULL,Water,Forest
16701,Forest,Bareland,Wetland,Water,Wetland,Shrubland,Water,Grassland
16702,Forest,Bareland,Wetland,Water,Wetland,Shrubland,Water,Forest
16703,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
16704,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Wetland
16705,Forest,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
16706,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
16707,Forest,Bareland,Wetland,Water,Wetland,Grassland,Forest,Grassland
16708,Forest,Bareland,Wetland,Water,Wetland,Bareland,NULL,Grassland
16709,Forest,Bareland,Wetland,Water,Wetland,Bareland,NULL,Wetland
16710,Forest,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
16711,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
16712,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
16713,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
16714,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
16715,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
16716,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
16717,Forest,Bareland,Wetland,Water,Wetland,Water,NULL,Grassland
16718,Forest,Bareland,Wetland,Water,Wetland,Water,Shrubland,Grassland
16719,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
16720,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
16721,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
16722,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
16723,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Forest
16724,Forest,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
16725,Forest,Bareland,Wetland,Water,Wetland,Forest,NULL,Cropland
16726,Forest,Bareland,Wetland,Water,Wetland,Forest,Shrubland,Forest
16727,Forest,Bareland,Wetland,Water,Wetland,Forest,Water,Grassland
16728,Forest,Bareland,Wetland,Water,Wetland,Forest,Water,Wetland
16729,Forest,Bareland,Wetland,Water,Wetland,Forest,Water,Water
16730,Forest,Bareland,Wetland,Water,Wetland,Forest,Water,Forest
16731,Forest,Bareland,Wetland,Water,Wetland,Forest,Forest,Forest
16732,Forest,Bareland,Water,Non_Water,Water,Forest,Water,Forest
16733,Forest,Bareland,Water,Water,Water,Shrubland,Water,Wetland
16734,Forest,Bareland,Water,Water,Water,Forest,Water,Forest
16735,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16736,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
16737,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16738,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16739,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
16740,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16741,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16742,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16743,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
16744,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16745,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16746,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16747,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16748,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16749,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16750,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16751,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16752,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16753,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16754,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16755,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16756,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16757,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16758,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16759,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16760,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16761,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16762,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16763,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16764,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16765,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16766,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
16767,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16768,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16769,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
16770,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16771,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
16772,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16773,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
16774,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16775,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
16776,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
16777,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16778,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
16779,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16780,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
16781,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16782,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
16783,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
16784,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
16785,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16786,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
16787,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16788,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16789,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16790,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
16791,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16792,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16793,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
16794,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16795,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
16796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
16807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
16811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
16812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
16815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
16825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
16826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
16828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
16833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16837,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
16839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
16841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
16845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
16848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
16849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
16851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
16852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
16853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
16856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
