Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMC_M_R
2559,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2560,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2561,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2562,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2563,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2564,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2565,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2566,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2567,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2568,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2569,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2570,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2571,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2572,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2573,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2574,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2575,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2576,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2577,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2578,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2579,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2580,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2581,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2582,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2583,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2584,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2585,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2586,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2587,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2588,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2589,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2590,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2591,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2592,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2593,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2594,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2595,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2596,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2597,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2598,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2599,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2600,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2601,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2602,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2603,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2604,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2605,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2606,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2607,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2608,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2609,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2610,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2611,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2612,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2613,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2614,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2615,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2616,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2617,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
2618,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2619,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2620,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2621,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2622,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2623,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2624,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2625,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2626,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2627,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2628,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2629,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2630,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2631,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2632,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2633,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2634,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2635,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2636,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2637,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2638,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2639,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2640,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2641,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2642,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2643,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2644,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2645,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2646,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2647,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2648,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2649,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2650,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2651,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2652,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2653,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2654,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2655,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2656,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2657,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2658,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2659,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2661,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2662,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2663,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2664,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2665,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2666,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2667,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2668,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2669,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2670,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2671,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2672,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2673,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2674,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2675,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2676,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2677,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2678,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2679,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2680,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2681,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2682,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2683,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2684,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2685,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2686,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2687,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2688,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2689,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2690,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2691,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2692,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2693,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2694,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2695,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2696,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2697,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2698,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2699,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2700,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2701,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2702,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2703,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2704,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2705,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2706,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2707,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2708,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2709,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2710,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2711,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2712,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2713,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2714,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2715,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2716,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2717,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2718,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2719,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2720,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2721,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2722,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2723,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2724,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2725,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2726,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2727,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2728,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2729,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2730,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2731,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2732,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2733,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2734,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2735,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2736,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2737,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2738,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2739,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2740,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2741,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2742,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2743,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2744,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2745,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2746,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2747,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2748,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2749,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2750,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2751,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2752,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2753,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2754,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2755,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2756,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2757,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2758,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2759,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2760,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2761,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2762,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2763,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2764,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2765,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2766,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2767,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
2768,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2769,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2770,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2771,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2772,Forest,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2773,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2774,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2775,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2776,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2777,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2778,Forest,Water,Water,Water,Water,NULL,NULL,Water
2779,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2780,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2781,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2782,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2783,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2784,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2785,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2786,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2787,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2788,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2789,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2790,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2791,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2792,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2793,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2794,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2795,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2796,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2797,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2798,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2799,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2800,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2801,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2802,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2803,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2804,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2805,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2806,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2807,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2808,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2809,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2810,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2811,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2812,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2813,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2814,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2815,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2816,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2817,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2818,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2819,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2820,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2821,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2822,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2823,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2824,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2825,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2826,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2827,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2828,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2829,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2830,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2831,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2832,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2833,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2834,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2835,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2836,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2837,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2838,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2839,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2840,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2841,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2842,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2843,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2844,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2845,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2846,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2847,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2848,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2849,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2850,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2851,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2852,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2853,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2854,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2855,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2856,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2857,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2858,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2859,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2860,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2861,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2862,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2863,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2864,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2865,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2866,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2867,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2868,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2869,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2870,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2871,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2872,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2873,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2874,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2875,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2876,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2877,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2878,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2879,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2880,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2881,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2882,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2883,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2884,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2885,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2886,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2887,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2888,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2889,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2890,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2891,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2892,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2893,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2894,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2895,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2896,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2897,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2898,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2899,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2900,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
