Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKF_M_R
8719,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8720,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8721,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8722,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8723,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
8724,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8725,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
8726,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8727,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
8728,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8729,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
8730,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
8731,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8732,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8733,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8734,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
8735,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8736,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8737,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8738,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8739,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8740,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
8741,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8742,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8743,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
8744,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8745,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8746,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8747,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
8748,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8749,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
8750,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8751,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8752,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
8753,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8754,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8755,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8756,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
8757,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8758,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8759,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8760,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8761,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8762,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8763,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
8764,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
8765,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8766,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
8767,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8768,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8769,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
8770,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
8771,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8772,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8773,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
8774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8775,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8776,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8777,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8778,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
8779,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8780,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
8781,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8782,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8783,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8784,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8785,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8786,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8787,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8788,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
8789,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
8790,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
8791,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8792,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
8793,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8794,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
8795,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8796,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8797,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8798,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8799,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8800,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
8801,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8802,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
8803,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
8804,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8805,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8806,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
8807,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
8808,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
8809,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
8810,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
8811,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
8812,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
8813,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
8814,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
8815,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8816,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
8817,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
8818,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
8819,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
8820,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8821,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8822,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8823,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8824,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8825,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8826,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
8827,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8828,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
8829,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
8830,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
8831,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
8832,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
8833,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8834,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8835,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
8836,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
8837,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
8838,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
8839,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
8840,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,NULL
8841,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
8842,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
8843,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8844,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Cropland
8845,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
8846,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
8847,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
8848,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
8849,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
8850,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
8851,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
8852,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,NULL
8853,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
8854,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
8855,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
8856,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
8857,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
8858,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
8859,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
8860,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
8861,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
8862,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
8863,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
8864,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
8865,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
8866,Forest,NULL,Forest,Water,Non_Wetland,Forest,Bareland,Forest
8867,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
8868,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
8869,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8870,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8871,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8872,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8873,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8874,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8875,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8876,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8877,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8878,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8879,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8880,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8881,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8882,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8883,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8884,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8885,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8886,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8887,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8888,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8889,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8890,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8891,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8892,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8893,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8894,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8895,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8896,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8897,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8898,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8899,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8900,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8901,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8902,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
8903,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8904,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8905,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8906,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8907,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8908,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8909,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8910,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8911,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8912,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8913,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8914,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8915,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8916,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8917,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8918,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8919,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8920,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8921,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8924,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8925,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8926,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8927,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8928,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8929,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8930,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8931,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8932,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8935,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8936,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8937,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8938,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8939,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8940,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8941,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8942,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8943,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8944,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8945,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8946,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8947,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8948,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8949,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8950,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8951,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8952,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8953,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8954,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8955,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8956,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8957,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8958,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8959,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8960,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8961,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8962,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8963,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8964,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8965,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8966,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8967,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8968,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8969,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8970,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8971,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8972,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8973,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8974,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8975,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8976,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8977,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8978,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8979,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8980,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8981,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8982,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8983,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8984,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8985,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8986,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
8987,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8988,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8989,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8990,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8991,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8992,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8993,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8994,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8995,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8996,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8997,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8998,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
8999,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
9000,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9001,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9002,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9003,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9004,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9005,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9006,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9007,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9008,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9009,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9010,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9011,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9012,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9013,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9014,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9015,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9016,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9017,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9018,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9019,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9020,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9021,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9022,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9023,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9024,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9025,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9026,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9027,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9028,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9029,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9030,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9031,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9032,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9033,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9034,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9035,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9036,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9037,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9038,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9039,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9040,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9041,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9042,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9043,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9044,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
