Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWR_M_R
17914,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
17915,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
17916,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
17917,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
17918,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
17919,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
17920,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
17921,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
17922,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
17923,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
17924,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
17925,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
17926,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17927,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
17928,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17929,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
17930,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
17931,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
17932,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17933,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
17934,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17935,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
17936,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17937,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
17938,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
17939,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
17940,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17941,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
17942,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
17943,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
17944,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
17945,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17946,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
17947,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
17948,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
17949,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
17950,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
17951,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17952,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
17953,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
17954,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
17955,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17956,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17957,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17958,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
17959,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17960,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
17961,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
17962,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17963,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
17964,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
17965,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
17966,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
17967,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
17968,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
17969,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
17970,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
17971,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Water
17972,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
17973,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
17974,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
17975,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
17976,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17977,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17978,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
17979,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
17980,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
17981,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
17982,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
17983,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
17984,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
17985,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
17986,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
17987,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
17988,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
17989,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
17990,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
17991,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
17992,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
17993,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
17994,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
17995,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
17996,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
17997,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
17998,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
17999,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
18000,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
18001,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
18002,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
18003,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
18004,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
18005,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
18006,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
18007,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
18008,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
18009,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
18010,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
18011,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
18012,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
18013,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
18014,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
18015,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
18016,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
18017,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
18018,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
18019,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
18020,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
18021,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
18022,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
18023,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
18024,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
18025,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
18026,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Water
18027,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
18028,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
18029,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
18030,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
18031,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
18032,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
18033,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
18034,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
18035,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
18036,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
18037,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
18038,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
18039,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
18040,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
18041,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18042,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
18043,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
18044,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
18045,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
18046,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
18047,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
18048,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
18049,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
18050,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
18051,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
18052,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
18053,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
18054,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
18055,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
18056,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
18057,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
18058,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
18059,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
18060,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
18061,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
18062,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
18063,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
18064,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
18065,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
18066,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
18067,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
18068,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
18069,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
18070,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
18071,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
18072,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
18073,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
18074,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
18075,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
18076,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
18077,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,NULL
18078,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
18079,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
18080,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
18081,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
18082,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,NULL
18083,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
18084,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,NULL
18085,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
18086,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
18087,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
18088,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
18089,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,NULL
18090,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
18091,Forest,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
18092,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
18093,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
18094,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
18095,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
18096,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
18097,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
18098,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
18099,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
18100,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
18101,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
18102,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
18103,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
18104,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Bareland
18105,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
18106,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
18107,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
18108,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
18109,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
18110,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
18111,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
18112,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
18113,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
18114,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
18115,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
18116,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Built-up
18117,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
18118,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
18119,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
18120,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
18121,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
18122,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
18123,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
18124,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
18125,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
18126,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
18127,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
18128,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
18129,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
18130,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
18131,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
18132,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
18133,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
18134,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
18135,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
18136,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
18137,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Built-up
18138,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
18139,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
18140,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
18141,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
18142,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
18143,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
18144,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
18145,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
18146,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
18147,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
18148,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
18149,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Built-up
18150,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
18151,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
18152,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
18153,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
18154,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
18155,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
18156,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
18157,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
18158,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
18159,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
18160,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
18161,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
18162,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
18163,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
18164,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
18165,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
18166,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
18167,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
18168,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
18169,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
18170,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
18171,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
18172,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
18173,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
18174,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
18175,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
18176,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
18177,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
18178,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
18179,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
18180,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
18181,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
18182,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
18183,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
18184,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
18185,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
18186,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
18187,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
18188,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
18189,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
18190,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
18191,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
18192,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
18193,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
18194,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
18195,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
18196,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
18197,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
18198,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
18199,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
18200,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
18201,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
18202,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
18203,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
18204,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
18205,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
18206,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
18207,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Built-up
18208,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18209,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
18210,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
18211,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
18212,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
18213,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
18214,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
18215,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
18216,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
18217,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
18218,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
18219,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
18220,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
18221,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18222,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
18223,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
18224,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
18225,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Bareland
18226,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
18227,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
18228,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
18229,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
18230,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
18231,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
18232,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
18233,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
18234,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
18235,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
18236,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Bareland
18237,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
18238,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
18239,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
18240,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
18241,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
