Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLG_M_R
15351,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
15352,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
15353,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
15354,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
15355,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15356,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15357,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15358,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15359,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
15360,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15361,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
15362,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
15363,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
15364,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15365,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
15366,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
15367,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
15368,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
15369,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
15370,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
15371,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15372,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15373,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15374,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
15375,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
15376,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
15377,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
15378,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
15379,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
15380,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
15381,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
15382,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
15383,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
15384,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
15385,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
15386,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15387,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15388,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
15389,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
15390,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
15391,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
15392,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
15393,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
15394,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
15395,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
15396,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,NULL
15397,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
15398,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,NULL
15399,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
15400,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
15401,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
15402,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
15403,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
15404,Forest,Forest,Water,NULL,Water,NULL,Forest,Grassland
15405,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
15406,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
15407,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,NULL
15408,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
15409,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
15410,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
15411,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,NULL
15412,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
15413,Forest,Forest,Water,NULL,Water,Shrubland,Water,Grassland
15414,Forest,Forest,Water,NULL,Water,Shrubland,Water,Water
15415,Forest,Forest,Water,NULL,Water,Shrubland,Water,Forest
15416,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Grassland
15417,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
15418,Forest,Forest,Water,NULL,Water,Grassland,NULL,Grassland
15419,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
15420,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,NULL
15421,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
15422,Forest,Forest,Water,NULL,Water,Wetland,Grassland,NULL
15423,Forest,Forest,Water,NULL,Water,Wetland,Wetland,NULL
15424,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
15425,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
15426,Forest,Forest,Water,NULL,Water,Wetland,Bareland,NULL
15427,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
15428,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
15429,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
15430,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
15431,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
15432,Forest,Forest,Water,NULL,Water,Bareland,Bareland,NULL
15433,Forest,Forest,Water,NULL,Water,Bareland,Water,Bareland
15434,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
15435,Forest,Forest,Water,NULL,Water,Bareland,Forest,NULL
15436,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
15437,Forest,Forest,Water,NULL,Water,Bareland,Forest,Bareland
15438,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
15439,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
15440,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
15441,Forest,Forest,Water,NULL,Water,Water,Water,Forest
15442,Forest,Forest,Water,NULL,Water,Water,Forest,NULL
15443,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
15444,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
15445,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Water
15446,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
15447,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
15448,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
15449,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
15450,Forest,Forest,Water,NULL,Water,Forest,Forest,NULL
15451,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
15452,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
15453,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
15454,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
15455,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
15456,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
15457,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
15458,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
15459,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
15460,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Bareland
15461,Forest,Forest,Water,Non_Water,Water,Wetland,Bareland,NULL
15462,Forest,Forest,Water,Non_Water,Water,Wetland,Water,NULL
15463,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
15464,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
15465,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
15466,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Wetland
15467,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
15468,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Forest
15469,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
15470,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
15471,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
15472,Forest,Forest,Water,Water,Water,NULL,Water,Forest
15473,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Grassland
15474,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
15475,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
15476,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
15477,Forest,Forest,Water,Water,Water,Wetland,Shrubland,Wetland
15478,Forest,Forest,Water,Water,Water,Wetland,Shrubland,Forest
15479,Forest,Forest,Water,Water,Water,Wetland,Water,NULL
15480,Forest,Forest,Water,Water,Water,Wetland,Water,Water
15481,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
15482,Forest,Forest,Water,Water,Water,Bareland,Wetland,Wetland
15483,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
15484,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
15485,Forest,Forest,Water,Water,Water,Bareland,Water,Water
15486,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
15487,Forest,Forest,Water,Water,Water,Water,Water,Water
15488,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
15489,Forest,Forest,Water,Water,Water,Forest,Shrubland,Water
15490,Forest,Forest,Water,Water,Water,Forest,Shrubland,Forest
15491,Forest,Forest,Water,Water,Water,Forest,Water,Forest
15492,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
15493,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
15494,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
15495,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
15496,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
15497,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
15498,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
15499,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
15500,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
15501,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
15502,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
15503,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
15504,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
15505,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
15506,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
15507,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
15508,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
15509,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
15510,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
15511,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
15512,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
15513,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
15514,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
15515,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
15516,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
15517,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
15518,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
15519,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
15520,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
15521,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
15522,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
15523,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15524,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15525,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15526,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
15527,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15528,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15529,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
15530,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15531,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
15532,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15533,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15534,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
15535,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
15536,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15537,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
15538,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
15539,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
15540,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
15541,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15542,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
15543,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
15544,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
15545,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
15546,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
15547,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
15548,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
15549,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
15550,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
15551,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
15552,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
15553,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
15554,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
15555,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
15556,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
15557,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
15558,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
15559,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
15560,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
15561,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
15562,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15563,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15564,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15565,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15566,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
15567,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
15568,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
15569,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
15570,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
15571,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
15572,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
15573,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
15574,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
15575,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
15576,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
15577,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
15578,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
15579,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
15580,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
15581,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
15582,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
15583,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
15584,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
15585,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
15586,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
15587,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
15588,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
15589,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
15590,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
15591,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
15592,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
15593,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
15594,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
15595,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
15596,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
15597,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
15598,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
15599,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
15600,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
15601,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
15602,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
15603,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15604,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
15605,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
15606,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
15607,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
15608,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
15609,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
15610,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
15611,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
15612,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
15613,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
15614,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
15615,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
15616,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
15617,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
15618,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
15619,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
15620,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
15621,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
15622,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
15623,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
15624,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
15625,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
15626,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
15627,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
15628,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
15629,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15630,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
15631,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15632,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15633,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
15634,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15635,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
15636,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
15637,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
15638,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
15639,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
15640,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
15641,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
15642,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
15643,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
15644,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
15645,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
15646,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
15647,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
15648,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
15649,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
15650,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
15651,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
15652,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
15653,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
15654,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
15655,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
15656,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
15657,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
15658,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
15659,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
15660,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
15661,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
15662,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
15663,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
15664,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
15665,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
15666,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
15667,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
15668,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
15669,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
15670,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
15671,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
15672,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
15673,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
15674,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
15675,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
15676,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
15677,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
15678,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
15679,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
15680,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
15681,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
15682,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Built-up
15683,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
