Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMP_M_R
8849,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
8850,Forest,NULL,Water,Water,Water,NULL,Forest,Wetland
8851,Forest,NULL,Water,Water,Water,NULL,Forest,Water
8852,Forest,NULL,Water,Water,Water,Grassland,NULL,Built-up
8853,Forest,NULL,Water,Water,Water,Wetland,NULL,Water
8854,Forest,NULL,Water,Water,Water,Wetland,NULL,Forest
8855,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
8856,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
8857,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
8858,Forest,NULL,Water,Water,Water,Wetland,Forest,Wetland
8859,Forest,NULL,Water,Water,Water,Wetland,Forest,Water
8860,Forest,NULL,Water,Water,Water,Forest,NULL,Wetland
8861,Forest,NULL,Water,Water,Water,Forest,NULL,Forest
8862,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
8863,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8864,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8865,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8866,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8867,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8868,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8869,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8870,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8871,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
8872,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8873,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8874,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8875,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8876,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8877,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8878,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8879,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8880,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8881,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8882,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8883,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
8884,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8885,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8886,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8887,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
8888,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
8889,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
8890,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8891,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8892,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8893,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
8894,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8895,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8896,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8897,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8898,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8899,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8900,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8901,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8902,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8903,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8904,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8905,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
8906,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8907,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8908,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8909,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
8910,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8911,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8912,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
8913,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8914,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8915,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8916,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8917,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8918,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8919,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8920,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8923,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8924,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8925,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8926,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8927,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8928,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8929,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8930,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
8931,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8932,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
8933,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8934,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8935,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8936,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8937,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8938,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8939,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
8940,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
8941,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8942,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
8943,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8944,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8945,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
8946,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8947,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8948,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8949,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8950,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8951,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8952,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8953,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8954,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
8955,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8956,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
8957,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
8958,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
8959,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8960,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8961,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8962,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8963,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8964,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
8965,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
8966,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
8967,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8968,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8969,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8970,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8971,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8972,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
8973,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8974,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8975,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8976,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8977,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8978,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8979,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8980,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8981,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8982,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
8983,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8984,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8985,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
8986,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8987,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8988,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8989,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8990,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
8991,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
8992,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
8993,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8994,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8995,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8996,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8997,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8998,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8999,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
9000,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9001,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
9002,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9003,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
9004,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
9005,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9006,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9007,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
9008,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
9009,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9010,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9011,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9012,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9013,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9014,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9015,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9016,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9017,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
9018,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9019,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9020,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9021,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9022,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
9023,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
9024,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9025,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9026,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9027,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9028,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9029,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9030,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9031,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
9032,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
9033,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9034,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9035,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
9036,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9037,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9038,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
9039,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9040,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9041,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
9042,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
9043,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
9044,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9045,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9046,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9047,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9048,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
9049,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
9050,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9051,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
9052,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9053,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9054,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
9055,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
9056,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
9057,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9058,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9059,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
9060,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9061,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
9062,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
9063,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
9064,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9065,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9066,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
9067,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
9068,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
9069,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9070,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
9071,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
9072,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
9073,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
9074,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
9075,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9076,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
9077,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
9078,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Wetland
9079,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
9080,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
9081,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
9082,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
9083,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Forest
9084,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9085,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
9086,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
9087,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
9088,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
9089,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
9090,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9091,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9092,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9093,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9094,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9095,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9096,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
9097,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9098,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9099,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9100,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9101,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9102,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9103,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9104,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
9105,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9106,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9107,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9108,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9109,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9110,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9111,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9112,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9113,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9114,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9115,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9116,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
9117,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9118,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9119,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9120,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9121,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9122,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9123,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9124,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9125,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9126,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9127,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9128,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9129,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9130,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
9131,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9132,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9133,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9134,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9135,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9136,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9137,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
9138,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
9139,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9140,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9141,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9142,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9143,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9144,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9145,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9146,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9147,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9148,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9149,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9150,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9151,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9152,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9153,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9154,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9155,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
9156,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9157,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
9158,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9159,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9160,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9161,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9162,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9163,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9164,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9165,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9166,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
9167,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
9168,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9169,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9170,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9171,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9172,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9173,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9174,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9175,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9176,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9177,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9178,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9179,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9180,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9181,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
