Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXC_M_R
1920,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1921,Water,Water,Water,Water,Water,Wetland,Water,NULL
1922,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1923,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1924,Water,Water,Water,Water,Water,Wetland,Water,Water
1925,Water,Water,Water,Water,Water,Wetland,Water,Forest
1926,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1927,Water,Water,Water,Water,Water,Water,Grassland,Water
1928,Water,Water,Water,Water,Water,Water,Grassland,Forest
1929,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1930,Water,Water,Water,Water,Water,Water,Wetland,Bareland
1931,Water,Water,Water,Water,Water,Water,Wetland,Water
1932,Water,Water,Water,Water,Water,Water,Wetland,Forest
1933,Water,Water,Water,Water,Water,Water,Water,Grassland
1934,Water,Water,Water,Water,Water,Water,Water,Wetland
1935,Water,Water,Water,Water,Water,Water,Water,Bareland
1936,Water,Water,Water,Water,Water,Water,Water,Water
1937,Water,Water,Water,Water,Water,Water,Water,Forest
1938,Water,Water,Water,Water,Water,Water,Forest,Water
1939,Water,Water,Water,Water,Water,Water,Forest,Forest
1940,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1941,Water,Water,Water,Water,Water,Forest,Forest,Water
1942,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1943,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1944,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1945,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1946,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1947,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1948,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1949,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1950,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1951,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1952,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1953,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1954,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1955,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1956,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1957,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1958,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1959,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1960,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1961,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1962,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1963,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1964,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1965,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1966,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1967,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1968,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1969,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1970,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1971,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1972,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1973,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1974,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1975,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1976,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1977,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1978,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1979,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1980,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1981,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1982,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1983,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1984,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1985,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1986,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1987,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1988,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1989,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1990,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1991,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1992,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1993,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1994,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1995,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1996,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1997,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1998,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1999,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2000,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2001,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2002,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2003,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2004,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2005,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2006,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2007,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2008,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2009,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2010,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2011,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2012,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2013,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2014,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
2015,Water,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
2016,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2017,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2018,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2019,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2020,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2021,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2022,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2023,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2024,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2025,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2026,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2027,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2028,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
2029,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2030,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2031,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2032,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2033,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2034,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2035,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2036,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2037,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2038,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2039,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2040,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2041,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2042,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2043,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2044,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2045,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2046,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2047,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2048,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2049,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2050,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2051,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2052,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2053,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2054,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2055,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2056,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2057,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2058,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2059,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2060,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2061,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2062,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2063,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2064,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2065,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2066,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2067,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2068,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2069,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2070,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2071,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2072,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2073,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2074,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2075,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2076,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2077,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2078,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2079,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2080,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2081,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2082,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2083,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2084,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2085,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2086,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2087,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2088,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2089,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2090,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2091,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
2092,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2093,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2094,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2095,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2096,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2097,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2098,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2099,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2100,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2101,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2102,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
2103,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2104,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2105,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2106,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2107,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2108,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2109,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2110,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2111,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2112,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2113,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2114,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2115,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2116,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2117,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2118,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2119,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2120,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2121,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2122,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2123,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2124,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2125,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2126,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2127,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2128,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2129,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2130,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2131,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2132,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2133,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2134,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2135,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2136,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2137,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2138,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2139,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2140,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2141,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2142,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2143,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2144,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2145,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
2146,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2147,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2148,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2149,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2150,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2151,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2152,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2153,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2154,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2155,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2156,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
2157,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
2158,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2159,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2160,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
2161,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2162,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
2163,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2164,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2165,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2166,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2167,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2168,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2169,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2170,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2171,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2172,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2173,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2174,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2175,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
2176,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
2177,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
2178,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
2179,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2180,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
2181,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2182,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
2183,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2184,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2185,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2186,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2187,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2188,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
2189,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2190,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
2191,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2192,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
2193,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
2194,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
2195,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2196,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2197,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2198,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2199,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2200,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2201,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2202,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2203,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2204,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
2205,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2206,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2207,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
2208,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2209,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2210,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
2211,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2212,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2213,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2214,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
2215,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
2216,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2217,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2218,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2219,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2220,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2221,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2222,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2223,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2224,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2225,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2226,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2227,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2228,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2229,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2230,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2231,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2232,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2233,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2234,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2235,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2236,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
2237,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
2238,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
2239,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
2240,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2241,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2242,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
