Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMJ_M_R
1903,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1904,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1905,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1906,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1907,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1908,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1909,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1910,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1911,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1912,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1913,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1914,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1915,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1916,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1917,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1918,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1919,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1920,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1921,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1922,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1923,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1924,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1925,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1926,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1927,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1928,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1929,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1930,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1931,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1932,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1933,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1934,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1935,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1936,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1937,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1938,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1939,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1940,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1941,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1942,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1943,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1944,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1945,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1946,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
1947,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1948,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1949,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1950,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1951,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1952,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1953,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1954,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1955,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1956,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1957,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1958,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1959,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1960,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1963,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1964,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1965,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1966,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1967,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
1968,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Bareland
1969,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Water
1970,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1971,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Bareland
1972,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1973,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1974,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1975,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1976,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1977,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1978,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
1979,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1980,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
1981,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1982,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1983,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1984,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1985,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1986,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1987,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1988,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1989,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1990,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1991,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1992,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1993,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1994,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1995,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1996,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1997,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1998,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1999,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2000,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2001,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
2002,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2004,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2005,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2006,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
2007,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2008,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2009,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
2010,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2011,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2012,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2013,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2014,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2015,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2016,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2017,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2018,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2019,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2020,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
2021,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2022,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2023,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
2024,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2025,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2026,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2027,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2028,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Forest
2029,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2030,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2031,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2032,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2033,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
2034,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
2035,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2036,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2037,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
2038,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2039,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2040,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2041,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2042,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2043,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
2044,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2045,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Grassland
2046,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
2047,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2048,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2049,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
2050,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2051,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
2052,Forest,Wetland,Wetland,Water,Wetland,Grassland,Bareland,Water
2053,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2054,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
2055,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
2056,Forest,Wetland,Water,NULL,Water,Grassland,Water,Forest
2057,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
2058,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Water
2059,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
2060,Forest,Wetland,Water,NULL,Water,Bareland,Forest,Forest
2061,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2062,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2063,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
2064,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
2065,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
2066,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Water
2067,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2068,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2069,Forest,Wetland,Water,Water,Water,NULL,Forest,Water
2070,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
2071,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
2072,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
2073,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
2074,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
2075,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
2076,Forest,Wetland,Water,Water,Water,Water,Bareland,Bareland
2077,Forest,Wetland,Water,Water,Water,Water,Bareland,Forest
2078,Forest,Wetland,Water,Water,Water,Water,Water,Water
2079,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2080,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
2081,Forest,Wetland,Water,Water,Water,Forest,Bareland,Grassland
2082,Forest,Wetland,Water,Water,Water,Forest,Bareland,Bareland
2083,Forest,Wetland,Water,Water,Water,Forest,Bareland,Water
2084,Forest,Wetland,Water,Water,Water,Forest,Bareland,Forest
2085,Forest,Wetland,Water,Water,Water,Forest,Water,Water
2086,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2087,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2088,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2089,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
2090,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2091,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2092,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
2093,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
2094,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2095,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2096,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2097,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2098,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2099,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2100,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2101,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2102,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
2103,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2104,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2105,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2106,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2107,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2108,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2109,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2110,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2111,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2112,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2113,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2114,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2115,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2116,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2117,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2118,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2119,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2120,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2121,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2122,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
2123,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2124,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2125,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
2126,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2127,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2128,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2129,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2130,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Water
2131,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2132,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2133,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2134,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2135,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2136,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2137,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2138,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2139,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
2140,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2141,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2142,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
2143,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2144,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2145,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2146,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2147,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2148,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2149,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2150,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
2151,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2152,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2153,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2154,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2155,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2156,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2158,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2159,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2160,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2161,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2162,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2163,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2164,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2165,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2166,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2167,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2168,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2169,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2170,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2171,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
2172,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
2173,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2174,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2175,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2176,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2177,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2178,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2179,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2180,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2181,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2182,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2183,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2184,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2185,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2186,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2187,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2188,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2189,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2190,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2191,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2192,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2193,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
2194,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2195,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2196,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2197,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2198,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
2199,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2200,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2201,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2202,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2203,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2204,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2205,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2206,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2207,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2208,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2209,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2210,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2211,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2212,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2213,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2214,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2215,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2216,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2217,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2218,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2219,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2220,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2221,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2222,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2223,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
2224,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2225,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2226,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2227,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
2228,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2229,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
