Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXQ_M_R
2927,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2928,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2929,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2930,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2931,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2932,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2933,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2934,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2935,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2936,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2937,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2938,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2939,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2940,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2941,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2942,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2943,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2944,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2945,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2946,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2947,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2948,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2949,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2950,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2951,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2952,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2953,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2954,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2955,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2956,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
2957,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
2958,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
2959,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2960,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2961,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2962,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2963,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
2964,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
2965,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2966,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2967,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2968,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2969,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
2970,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
2971,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
2972,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2973,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
2974,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2975,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2976,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2977,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2978,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2979,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2980,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2981,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2982,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2983,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2984,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
2985,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2986,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2987,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2988,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
2989,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
2990,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
2991,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2992,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2993,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2994,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2995,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2996,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2997,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2998,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2999,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3000,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3001,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3002,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3003,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3004,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3005,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3006,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
3007,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3008,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3009,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3010,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3011,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3012,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3013,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3014,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3015,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3016,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3017,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3018,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3019,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
3020,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
3021,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3022,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3023,Water,Water,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3024,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3025,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3026,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3027,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3028,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3029,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3030,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3031,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3032,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
3033,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3034,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3035,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3036,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3037,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3038,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3039,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3040,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3041,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3042,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
3043,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3044,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3045,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3046,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3047,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3048,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3049,Water,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Bareland
3050,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3051,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3052,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3053,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3054,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3055,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3056,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
3057,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3058,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3059,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
3060,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3061,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3062,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3063,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3064,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
3065,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
3066,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3067,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3068,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3069,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3070,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3071,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3072,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3073,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3074,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3075,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3076,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
3077,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
3078,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3079,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3080,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3081,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3082,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3083,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3084,Water,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Bareland
3085,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
3086,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3087,Water,Water,Water,NULL,Water,NULL,Water,Water
3088,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3089,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
3090,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3091,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3092,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
3093,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3094,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
3095,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
3096,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3097,Water,Water,Water,NULL,Water,Bareland,Water,Water
3098,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3099,Water,Water,Water,NULL,Water,Water,Wetland,Water
3100,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3101,Water,Water,Water,NULL,Water,Water,Bareland,Bareland
3102,Water,Water,Water,NULL,Water,Water,Bareland,Water
3103,Water,Water,Water,NULL,Water,Water,Water,Grassland
3104,Water,Water,Water,NULL,Water,Water,Water,Bareland
3105,Water,Water,Water,NULL,Water,Water,Water,Water
3106,Water,Water,Water,NULL,Water,Water,Water,Forest
3107,Water,Water,Water,NULL,Water,Water,Forest,Grassland
3108,Water,Water,Water,NULL,Water,Water,Forest,Water
3109,Water,Water,Water,NULL,Water,Water,Forest,Forest
3110,Water,Water,Water,NULL,Water,Forest,Water,Forest
3111,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3112,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3113,Water,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
3114,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
3115,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3116,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
3117,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
3118,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3119,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3120,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
3121,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3122,Water,Water,Water,Non_Water,Water,Water,Water,Water
3123,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3124,Water,Water,Water,Water,Water,NULL,Water,Wetland
3125,Water,Water,Water,Water,Water,NULL,Water,Water
3126,Water,Water,Water,Water,Water,NULL,Water,Forest
3127,Water,Water,Water,Water,Water,NULL,Forest,Forest
3128,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
3129,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
3130,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3131,Water,Water,Water,Water,Water,Grassland,Water,Forest
3132,Water,Water,Water,Water,Water,Wetland,Water,Grassland
3133,Water,Water,Water,Water,Water,Wetland,Water,Bareland
3134,Water,Water,Water,Water,Water,Wetland,Water,Water
3135,Water,Water,Water,Water,Water,Wetland,Forest,Forest
3136,Water,Water,Water,Water,Water,Bareland,Wetland,Water
3137,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
3138,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
3139,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
3140,Water,Water,Water,Water,Water,Bareland,Bareland,Water
3141,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
3142,Water,Water,Water,Water,Water,Bareland,Water,Grassland
3143,Water,Water,Water,Water,Water,Bareland,Water,Water
3144,Water,Water,Water,Water,Water,Bareland,Water,Forest
3145,Water,Water,Water,Water,Water,Bareland,Forest,Water
3146,Water,Water,Water,Water,Water,Water,NULL,Grassland
3147,Water,Water,Water,Water,Water,Water,NULL,Water
3148,Water,Water,Water,Water,Water,Water,NULL,Forest
3149,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3150,Water,Water,Water,Water,Water,Water,Grassland,Water
3151,Water,Water,Water,Water,Water,Water,Grassland,Forest
3152,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3153,Water,Water,Water,Water,Water,Water,Wetland,Water
3154,Water,Water,Water,Water,Water,Water,Wetland,Forest
3155,Water,Water,Water,Water,Water,Water,Bareland,Water
3156,Water,Water,Water,Water,Water,Water,Water,Grassland
3157,Water,Water,Water,Water,Water,Water,Water,Wetland
3158,Water,Water,Water,Water,Water,Water,Water,Bareland
3159,Water,Water,Water,Water,Water,Water,Water,Water
3160,Water,Water,Water,Water,Water,Water,Water,Forest
3161,Water,Water,Water,Water,Water,Water,Forest,Grassland
3162,Water,Water,Water,Water,Water,Water,Forest,Water
3163,Water,Water,Water,Water,Water,Water,Forest,Forest
3164,Water,Water,Water,Water,Water,Forest,Grassland,Forest
3165,Water,Water,Water,Water,Water,Forest,Wetland,Water
3166,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3167,Water,Water,Water,Water,Water,Forest,Bareland,Forest
3168,Water,Water,Water,Water,Water,Forest,Water,Forest
3169,Water,Water,Water,Water,Water,Forest,Forest,Forest
3170,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3171,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3172,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3173,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3174,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3175,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3176,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3177,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3178,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
3179,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3180,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3181,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3182,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3183,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3184,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3185,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3186,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3187,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3188,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3189,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3190,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3191,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3192,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3193,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3194,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3195,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3196,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3197,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3198,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3199,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3200,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3201,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3202,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3203,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3204,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3205,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3206,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3207,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3208,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3209,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3210,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3211,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3212,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3213,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3214,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3215,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
3216,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3217,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3218,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3219,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3220,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3221,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3222,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3223,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3224,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3225,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3226,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3227,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3228,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3229,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3230,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3231,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
3232,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3233,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3234,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3235,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3236,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3237,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3238,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3239,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3240,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3241,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3242,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3243,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3244,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3245,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3246,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3247,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3248,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3249,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3250,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3251,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3252,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3253,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3254,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3255,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3256,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
3257,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3258,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3259,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
3260,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
3261,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3262,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3263,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3264,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3265,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3266,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3267,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
