Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCC_M_R
5306,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
5307,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5308,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5309,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5310,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5311,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
5312,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5313,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
5314,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5315,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
5316,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
5317,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5318,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
5319,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5320,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5321,Water,Wetland,Water,NULL,Water,Wetland,Water,Bareland
5322,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
5323,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
5324,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5325,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
5326,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
5327,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
5328,Water,Wetland,Water,NULL,Water,Water,Water,Water
5329,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5330,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5331,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5332,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Bareland
5333,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5334,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
5335,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5336,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5337,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5338,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5339,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5340,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
5341,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
5342,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
5343,Water,Wetland,Water,Water,Water,NULL,Wetland,Water
5344,Water,Wetland,Water,Water,Water,NULL,Water,Water
5345,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
5346,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
5347,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
5348,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
5349,Water,Wetland,Water,Water,Water,Wetland,Grassland,Forest
5350,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5351,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5352,Water,Wetland,Water,Water,Water,Wetland,Wetland,Bareland
5353,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
5354,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5355,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
5356,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
5357,Water,Wetland,Water,Water,Water,Wetland,Water,Bareland
5358,Water,Wetland,Water,Water,Water,Wetland,Water,Water
5359,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
5360,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
5361,Water,Wetland,Water,Water,Water,Water,Grassland,Water
5362,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
5363,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
5364,Water,Wetland,Water,Water,Water,Water,Wetland,Bareland
5365,Water,Wetland,Water,Water,Water,Water,Wetland,Water
5366,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
5367,Water,Wetland,Water,Water,Water,Water,Water,Grassland
5368,Water,Wetland,Water,Water,Water,Water,Water,Wetland
5369,Water,Wetland,Water,Water,Water,Water,Water,Bareland
5370,Water,Wetland,Water,Water,Water,Water,Water,Water
5371,Water,Wetland,Water,Water,Water,Water,Water,Forest
5372,Water,Wetland,Water,Water,Water,Forest,Water,Forest
5373,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5374,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5375,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5376,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5377,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5378,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5379,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5380,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5381,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5382,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5383,Water,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5384,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Water
5385,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
5386,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5387,Water,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
5388,Water,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5389,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Grassland
5390,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5391,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5392,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5393,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
5394,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5395,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5396,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5397,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5398,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5399,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5400,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
5401,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5402,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
5403,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5404,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Bareland,Water
5405,Water,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
5406,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5407,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5408,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
5409,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5410,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
5411,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5412,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5413,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
5414,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
5415,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
5416,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
5417,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
5418,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5419,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
5420,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
5421,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
5422,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
5423,Water,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Forest
5424,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
5425,Water,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
5426,Water,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
5427,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5428,Water,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
5429,Water,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5430,Water,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Water
5431,Water,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5432,Water,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
5433,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
5434,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
5435,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,Forest
5436,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
5437,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
5438,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
5439,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5440,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5441,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
5442,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
5443,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Wetland
5444,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
5445,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
5446,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
5447,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
5448,Water,Bareland,Wetland,Water,Wetland,Built-up,Water,Water
5449,Water,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
5450,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
5451,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
5452,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5453,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
5454,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5455,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
5456,Water,Bareland,Water,NULL,Water,Grassland,Bareland,Bareland
5457,Water,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
5458,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
5459,Water,Bareland,Water,NULL,Water,Bareland,Bareland,Forest
5460,Water,Bareland,Water,NULL,Water,Bareland,Water,Bareland
5461,Water,Bareland,Water,Non_Water,Water,Bareland,Water,Water
5462,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
5463,Water,Bareland,Water,Water,Water,Wetland,Water,Water
5464,Water,Bareland,Water,Water,Water,Bareland,Water,Wetland
5465,Water,Bareland,Water,Water,Water,Water,Water,Wetland
5466,Water,Bareland,Water,Water,Water,Water,Water,Bareland
5467,Water,Bareland,Water,Water,Water,Water,Water,Water
5468,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5469,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5470,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5471,Water,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5472,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
5473,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
5474,Water,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Forest
5475,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5476,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5477,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5478,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
5479,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
5480,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
5481,Water,Built-up,Water,Water,Water,Wetland,Water,Water
5482,Water,Built-up,Water,Water,Water,Bareland,Water,Water
5483,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5484,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5485,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5486,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
5487,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5488,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5489,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5490,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
5491,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5492,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
5493,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5494,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
5495,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
5496,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5497,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5498,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5499,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
5500,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
5501,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5502,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5503,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5504,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
5505,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5506,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
5507,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5508,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
5509,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5510,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
5511,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
5512,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
5513,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5514,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5515,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5516,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
5517,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
5518,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
5519,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5520,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
5521,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
5522,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
5523,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5524,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5525,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5526,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
5527,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5528,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5529,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5530,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5531,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5532,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5533,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5534,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
5535,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5536,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
5537,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
5538,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
5539,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
5540,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5541,Water,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5542,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5543,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
5544,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5545,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
5546,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
5547,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5548,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5549,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5550,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
5551,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5552,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5553,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5554,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
5555,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5556,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5557,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5558,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
5559,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5560,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
5561,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
5562,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5563,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5564,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5565,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
5566,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5567,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5568,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
5569,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
5570,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5571,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5572,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5573,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5574,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
5575,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
5576,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5577,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5578,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
5579,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5580,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
5581,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
5582,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Wetland
5583,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
5584,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
5585,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
5586,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
5587,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5588,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
5589,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5590,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
5591,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
5592,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
5593,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
5594,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
5595,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
5596,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5597,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Wetland
5598,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
5599,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
5600,Water,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
5601,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
5602,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
5603,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5604,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5605,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5606,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
5607,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5608,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
5609,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
5610,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5611,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Wetland
5612,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5613,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5614,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5615,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5616,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5617,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5618,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5619,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
5620,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5621,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5622,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5623,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5624,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5625,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5626,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5627,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5628,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5629,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
5630,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5631,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5632,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5633,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
5634,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5635,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5636,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5637,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5638,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5639,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5640,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5641,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
5642,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5643,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5644,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
5645,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
5646,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5647,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
