Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCR_M_R
6740,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6741,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6742,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6743,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6744,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6745,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6746,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6747,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6748,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6749,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6750,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6751,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6752,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6753,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6754,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6755,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6756,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6757,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6758,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6759,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6760,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6761,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6762,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6763,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6764,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6765,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
6766,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6767,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
6768,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6769,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6770,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6771,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6772,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6773,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6774,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6775,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6776,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6777,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6778,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6779,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6780,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6781,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
6782,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6783,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
6784,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6785,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6786,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
6787,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6788,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6789,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6790,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
6791,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6792,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6793,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6794,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6795,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6796,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6797,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Water
6798,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6799,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6800,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
6801,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6802,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6803,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6804,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6805,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6806,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
6807,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6808,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6809,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
6810,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6811,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6812,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
6813,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
6814,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
6815,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6816,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6817,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6818,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6819,Forest,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6820,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6821,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6822,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6823,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6824,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
6825,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6826,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
6827,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
6828,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6829,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6830,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
6831,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6832,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6833,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6834,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6835,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6836,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6837,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6838,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6839,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Water
6840,Forest,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
6841,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6842,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
6843,Forest,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
6844,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
6845,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
6846,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6847,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6848,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6849,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6850,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
6851,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6852,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6853,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6854,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
6855,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6856,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6857,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6858,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
6859,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6860,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6861,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6862,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6863,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6864,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6865,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6866,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6867,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6868,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6869,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6870,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6871,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
6872,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
6873,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
6874,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6875,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6876,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6877,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
6878,Forest,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
6879,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6880,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6881,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6882,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
6883,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6884,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6885,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6886,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
6887,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6888,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
6889,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
6890,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
6891,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
6892,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
6893,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
6894,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
6895,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Grassland
6896,Forest,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
6897,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6898,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
6899,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6900,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6901,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
6902,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
6903,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
6904,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Grassland
6905,Forest,Wetland,Wetland,Water,Wetland,Water,NULL,Water
6906,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
6907,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6908,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
6909,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6910,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
6911,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
6912,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
6913,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6914,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6915,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6916,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6917,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6918,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6919,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6920,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6921,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
6922,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Water
6923,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6924,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6925,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6926,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6927,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
6928,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6929,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6930,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6931,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
6932,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6933,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
6934,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6935,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6936,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6937,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6938,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6939,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6940,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
6941,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
6942,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6943,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6944,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6945,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6946,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
6947,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6948,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
6949,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
6950,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6951,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6952,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
6953,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6954,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6955,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
6956,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6957,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6958,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
6959,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
6960,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6961,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
6962,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6963,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
6964,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
6965,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
6966,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
6967,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
6968,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
6969,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
6970,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
6971,Forest,Wetland,Water,NULL,Water,NULL,Bareland,Forest
6972,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
6973,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6974,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
6975,Forest,Wetland,Water,NULL,Water,Bareland,NULL,Grassland
6976,Forest,Wetland,Water,NULL,Water,Bareland,NULL,Forest
6977,Forest,Wetland,Water,NULL,Water,Water,NULL,Forest
6978,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
6979,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
6980,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
6981,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
6982,Forest,Wetland,Water,Non_Water,Water,Wetland,NULL,Grassland
6983,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
6984,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
6985,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6986,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6987,Forest,Wetland,Water,Non_Water,Water,Bareland,NULL,Grassland
6988,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
6989,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Grassland
6990,Forest,Wetland,Water,Non_Water,Water,Water,NULL,Water
6991,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
6992,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6993,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
6994,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
6995,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
6996,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
6997,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
6998,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
6999,Forest,Wetland,Water,Water,Water,Wetland,NULL,Grassland
7000,Forest,Wetland,Water,Water,Water,Wetland,NULL,Water
7001,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
7002,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
7003,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
7004,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
7005,Forest,Wetland,Water,Water,Water,Water,NULL,Water
7006,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
7007,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
7008,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
7009,Forest,Wetland,Water,Water,Water,Water,Water,Water
7010,Forest,Wetland,Water,Water,Water,Water,Water,Forest
7011,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7012,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
7013,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7014,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7015,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7016,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7017,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7018,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7019,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7020,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7021,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
7022,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7023,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7024,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7025,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7026,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
7027,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7028,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7029,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7030,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7031,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7032,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7033,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7034,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7035,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7036,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7037,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
7038,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7039,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7040,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7041,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7042,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7043,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7044,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7045,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7046,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
7047,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
7048,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
7049,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
7050,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7051,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
7052,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7053,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7054,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
7055,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
7056,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7057,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
7058,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
7059,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
7060,Forest,Wetland,Forest,Water,Non_Wetland,Water,NULL,Grassland
7061,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
7062,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
7063,Forest,Bareland,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
7064,Forest,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7065,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
7066,Forest,Bareland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7067,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7068,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
7069,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7070,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7071,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
7072,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7073,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
7074,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
7075,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
