Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLV_M_R
10493,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10494,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10495,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10496,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
10497,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10498,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10499,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10500,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10501,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
10502,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10503,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
10504,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10505,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10506,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10507,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
10508,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
10509,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10510,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
10511,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
10512,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10513,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
10514,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10515,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10516,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10517,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10518,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10519,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10520,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10521,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10522,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10523,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10524,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10525,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10526,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10527,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10528,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10529,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
10530,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10531,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10532,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
10533,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10534,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
10535,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
10536,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10537,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10538,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10539,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10540,Cropland,Forest,Water,Non_Water,Water,Wetland,NULL,Grassland
10541,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10542,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10543,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10544,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10545,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10546,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10547,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10548,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10549,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10550,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10551,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10552,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10553,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10554,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10555,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10556,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10557,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10558,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
10559,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10560,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10561,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10562,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10563,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10564,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
10565,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10566,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10567,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10568,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10569,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10570,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10571,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10572,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10573,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10574,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10575,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10576,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10577,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10578,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10579,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
10580,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10581,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10582,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10583,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10584,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10585,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10586,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10587,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10588,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10589,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10590,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10591,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
10592,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10593,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
10594,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
10595,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
10596,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
10597,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Water
10598,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
10599,Wetland,NULL,Water,NULL,Water,Wetland,Water,Water
10600,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
10601,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
10602,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10603,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10604,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10605,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10606,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10607,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
10608,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
10609,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
10610,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10611,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10612,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
10613,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
10614,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Water
10615,Wetland,Cropland,Water,NULL,Water,Bareland,Water,Wetland
10616,Wetland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
10617,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
10618,Wetland,Cropland,Water,Water,Water,Bareland,Water,Wetland
10619,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10620,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
10621,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
10622,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10623,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Water
10624,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
10625,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10626,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10627,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10628,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10629,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
10630,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
10631,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
10632,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
10633,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
10634,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10635,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
10636,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
10637,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
10638,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
10639,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10640,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
10641,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
10642,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
10643,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
10644,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Water
10645,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
10646,Wetland,Wetland,Water,NULL,Water,Bareland,Water,Water
10647,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
10648,Wetland,Wetland,Water,Non_Water,Water,Bareland,Wetland,Water
10649,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
10650,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Water
10651,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
10652,Wetland,Wetland,Water,Water,Water,Bareland,Wetland,Water
10653,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
10654,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
10655,Wetland,Wetland,Water,Water,Water,Water,Water,Water
10656,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10657,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10658,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10659,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
10660,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10661,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10662,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10663,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
10664,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
10665,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10666,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
10667,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
10668,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
10669,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
10670,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Water
10671,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
10672,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
10673,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
10674,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
10675,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10676,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
10677,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
10678,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10679,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10680,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
10681,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
10682,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
10683,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
10684,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
10685,Wetland,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10686,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
10687,Wetland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
10688,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Forest
10689,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
10690,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
10691,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
10692,Wetland,Water,Water,Water,Water,Wetland,Water,Water
10693,Wetland,Water,Water,Water,Water,Bareland,Bareland,Forest
10694,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
10695,Wetland,Water,Water,Water,Water,Bareland,Water,Water
10696,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10697,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10698,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10699,Wetland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
10700,Wetland,Forest,Water,NULL,Water,Bareland,Water,Wetland
10701,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10702,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10703,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10704,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10705,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10706,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10707,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10708,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10709,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10710,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10711,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
10712,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10713,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10714,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
10715,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10716,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
10717,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
10718,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10719,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10720,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10721,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
10722,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10723,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10724,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10725,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10726,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10727,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10728,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10729,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
10730,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
10731,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
10732,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
10733,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10734,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10735,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10736,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
10737,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10738,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10739,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10740,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10741,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10742,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10743,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10744,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10745,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
10746,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
10747,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10748,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
10749,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10750,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10751,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
10752,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
10753,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10754,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
10755,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
10756,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
10757,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
10758,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Water
10759,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10760,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
10761,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10762,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10763,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10764,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10765,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10766,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10767,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10768,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10769,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
10770,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10771,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
10772,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10773,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
10774,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10775,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10776,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10777,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10778,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
10779,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10780,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
10781,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
10782,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
10783,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10784,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10785,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
10786,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
10787,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10788,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10789,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10790,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10791,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
10792,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10793,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10794,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10795,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
10796,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10797,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Bareland
10798,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Water
10799,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10800,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10801,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
10802,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10803,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10804,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10805,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10806,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10807,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10808,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10809,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10810,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10811,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
10812,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10813,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10814,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10815,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10816,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
10817,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10818,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10819,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10820,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10821,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
