Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWA_M_R
4214,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4215,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4216,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4217,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4218,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4219,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4220,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4221,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4222,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
4223,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4224,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4225,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
4226,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4227,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4228,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
4229,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4230,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4231,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4232,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
4233,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4234,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4235,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4236,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4237,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4238,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4239,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
4240,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4241,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
4242,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4243,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4244,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4245,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4246,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4247,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4248,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4249,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
4250,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4251,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
4252,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4253,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4254,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4255,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4256,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4257,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4258,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4259,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4260,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4261,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4262,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4263,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4264,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
4265,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
4266,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4267,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
4268,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
4269,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4270,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4271,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4272,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4273,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
4274,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4275,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
4276,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4277,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4278,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4279,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4280,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4281,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
4282,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
4283,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4284,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4285,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4286,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4287,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4288,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4289,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4290,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4291,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
4292,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
4293,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4294,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Wetland
4295,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
4296,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4297,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4298,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4299,Water,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4300,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
4301,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4302,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4303,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4304,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
4305,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4306,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4307,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
4308,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4309,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4310,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4311,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4312,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
4313,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4314,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
4315,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
4316,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4317,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4318,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4319,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4320,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
4321,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
4322,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4323,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4324,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4325,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4326,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
4327,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4328,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4329,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4330,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4331,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4332,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4333,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
4334,Water,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4335,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4336,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
4337,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4338,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
4339,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
4340,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
4341,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
4342,Water,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
4343,Water,Forest,Water,Water,Water,Grassland,Grassland,Water
4344,Water,Forest,Water,Water,Water,Grassland,Water,Forest
4345,Water,Forest,Water,Water,Water,Water,Grassland,Water
4346,Water,Forest,Water,Water,Water,Water,Water,Water
4347,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4348,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4349,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4350,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4351,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4352,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4353,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4354,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4355,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4356,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4357,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4358,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4359,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4360,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4361,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4362,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4363,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4364,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4365,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4366,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4367,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4368,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4369,Water,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4370,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4371,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4372,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4373,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4374,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4375,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4376,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4377,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4378,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4379,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
4380,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4381,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
4382,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4383,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4384,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4385,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4386,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4387,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4388,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4389,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4390,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4391,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4392,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4393,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4394,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4395,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4396,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
4397,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4398,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4399,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
4400,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4401,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4402,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4403,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4404,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4405,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4406,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4407,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4408,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4409,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4410,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4411,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4412,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4413,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4414,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4415,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4416,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4417,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4418,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4419,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
4420,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
4421,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
4422,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4423,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4424,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
4425,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4426,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
4427,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4428,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Wetland
4429,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4430,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
4431,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4432,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4433,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4434,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4435,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4436,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4437,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4438,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
4439,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4440,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4441,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4442,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4443,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4444,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
4445,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4446,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4447,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
4448,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4449,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4450,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4451,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4452,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4453,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4454,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4455,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4456,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4457,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4458,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
4459,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
4460,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
4461,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4462,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4463,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4464,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4465,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
4466,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
4467,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4468,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
4469,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4470,Forest,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Forest
4471,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4472,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4473,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4474,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4475,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4476,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4477,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4478,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4479,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4480,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4481,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4482,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
4483,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
4484,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4485,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
4486,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4487,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4488,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4489,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4490,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4491,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4492,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4493,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4494,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4495,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4496,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4497,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4498,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4499,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4500,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4501,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4502,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4503,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
4504,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4505,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4506,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4507,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4508,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4509,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4510,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4511,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4512,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4513,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
4514,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4515,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4516,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4517,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4518,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4519,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4520,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4521,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4522,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
4523,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4524,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4525,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
4526,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4527,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4528,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4529,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4530,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4531,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
