Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLQ_M_R
6726,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6727,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6728,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6729,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6730,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
6731,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6732,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6733,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
6734,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
6735,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6736,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
6737,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
6738,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
6739,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6740,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6741,Water,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Wetland
6742,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6743,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6744,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6745,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6746,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
6747,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6748,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
6749,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6750,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
6751,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
6752,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
6753,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
6754,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
6755,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
6756,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
6757,Water,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Water
6758,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6759,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
6760,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
6761,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
6762,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6763,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6764,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6765,Water,Water,Grassland,NULL,Non_Wetland,Water,Built-up,Wetland
6766,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6767,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
6768,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
6769,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
6770,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
6771,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
6772,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6773,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
6774,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
6775,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
6776,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6777,Water,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6778,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
6779,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6780,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
6781,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
6782,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6783,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6784,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
6785,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
6786,Water,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6787,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6788,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6789,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6790,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6791,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
6792,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
6793,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland,Water,Water
6794,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6795,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6796,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
6797,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
6798,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
6799,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Water
6800,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6801,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
6802,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6803,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6804,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
6805,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
6806,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6807,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
6808,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
6809,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6810,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
6811,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
6812,Water,Water,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
6813,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Grassland
6814,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Wetland
6815,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Bareland
6816,Water,Water,Grassland,Water,Non_Wetland,Cropland,Water,Water
6817,Water,Water,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
6818,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
6819,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6820,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6821,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
6822,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
6823,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
6824,Water,Water,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
6825,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6826,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
6827,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
6828,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
6829,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6830,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
6831,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
6832,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
6833,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
6834,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
6835,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
6836,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
6837,Water,Water,Grassland,Water,Non_Wetland,Forest,Forest,Forest
6838,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6839,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6840,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6841,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6842,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6843,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6844,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6845,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6846,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6847,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6848,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6849,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
6850,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
6851,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6852,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6853,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6854,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
6855,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6856,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6857,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6858,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6859,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
6860,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6861,Water,Water,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
6862,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
6863,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6864,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
6865,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
6866,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6867,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6868,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6869,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6870,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
6871,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6872,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
6873,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
6874,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6875,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
6876,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
6877,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
6878,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6879,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6880,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6881,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Water
6882,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6883,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6884,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6885,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
6886,Water,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
6887,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6888,Water,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6889,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6890,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6891,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6892,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6893,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
6894,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
6895,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
6896,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
6897,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
6898,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
6899,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Water
6900,Water,Water,Wetland,NULL,Wetland,Cropland,Grassland,Forest
6901,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Grassland
6902,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Water
6903,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6904,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6905,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
6906,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6907,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6908,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6909,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6910,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6911,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6912,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
6913,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6914,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6915,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6916,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
6917,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Built-up
6918,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6919,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6920,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6921,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6922,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6923,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
6924,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
6925,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
6926,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6927,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
6928,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
6929,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
6930,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6931,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
6932,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6933,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
6934,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
6935,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6936,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6937,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
6938,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
6939,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
6940,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6941,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6942,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6943,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
6944,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6945,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
6946,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
6947,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
6948,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
6949,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6950,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6951,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6952,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
6953,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6954,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6955,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6956,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6957,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6958,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
6959,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6960,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6961,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6962,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
6963,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6964,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
6965,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6966,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
6967,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
6968,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6969,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6970,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6971,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
6972,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6973,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6974,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6975,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6976,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6977,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6978,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6979,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6980,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6981,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6982,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6983,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6984,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6985,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6986,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6987,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6988,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6989,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
6990,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6991,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
6992,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6993,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6994,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6995,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
6996,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6997,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6998,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6999,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
7000,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7001,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
7002,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7003,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7004,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
7005,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7006,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7007,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7008,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7009,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7010,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
7011,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
7012,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7013,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7014,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
7015,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
7016,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7017,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
7018,Water,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
7019,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
7020,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
7021,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
7022,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
7023,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
7024,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
7025,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
7026,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Wetland
7027,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
7028,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
7029,Water,Water,Wetland,Water,Wetland,Cropland,Grassland,Bareland
7030,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
7031,Water,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
7032,Water,Water,Wetland,Water,Wetland,Cropland,Water,Bareland
7033,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
7034,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
7035,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
7036,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
7037,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7038,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
7039,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
7040,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
7041,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7042,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7043,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7044,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7045,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
7046,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
7047,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
7048,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
7049,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7050,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
7051,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
7052,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
7053,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
7054,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
7055,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
7056,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
7057,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
7058,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
7059,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
7060,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
