Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQS_M_R
30840,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
30841,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
30842,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
30843,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30844,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30845,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30846,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30847,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
30848,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30849,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
30850,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
30851,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
30852,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
30853,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
30854,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
30855,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
30856,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
30857,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
30858,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
30859,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
30860,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
30861,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
30862,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30863,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
30864,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
30865,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
30866,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
30867,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
30868,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
30869,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
30870,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
30871,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
30872,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
30873,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
30874,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
30875,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
30876,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
30877,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
30878,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
30879,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
30880,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
30881,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
30882,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
30883,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
30884,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
30885,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
30886,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
30887,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
30888,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
30889,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
30890,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
30891,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
30892,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
30893,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
30894,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
30895,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
30896,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
30897,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
30898,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
30899,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
30900,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
30901,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
30902,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
30903,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
30904,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
30905,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
30906,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
30907,Forest,Built-up,Water,NULL,Water,Forest,Water,Forest
30908,Forest,Built-up,Water,Water,Water,Shrubland,Forest,Forest
30909,Forest,Built-up,Water,Water,Water,Wetland,Built-up,Water
30910,Forest,Built-up,Water,Water,Water,Forest,Built-up,Forest
30911,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
30912,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
30913,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
30914,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
30915,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
30916,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
30917,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
30918,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
30919,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
30920,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
30921,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
30922,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
30923,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
30924,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
30925,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
30926,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
30927,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
30928,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
30929,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
30930,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
30931,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30932,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30933,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
30934,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
30935,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30936,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
30937,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
30938,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
30939,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
30940,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
30941,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
30942,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
30943,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
30944,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
30945,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
30946,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
30947,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
30948,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
30949,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
30950,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
30951,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
30952,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
30953,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
30954,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
30955,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
30956,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
30957,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
30958,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
30959,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
30960,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
30961,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
30962,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
30963,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
30964,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
30965,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
30966,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
30967,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
30968,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
30969,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
30970,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
30971,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
30972,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
30973,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
30974,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
30975,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
30976,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
30977,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
30978,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
30979,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
30980,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
30981,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
30982,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
30983,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
30984,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
30985,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
30986,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
30987,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
30988,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
30989,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
30990,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
30991,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
30992,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
30993,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
30994,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
30995,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
30996,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
30997,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
30998,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
30999,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
31000,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
31001,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
31002,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
31003,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
31004,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
31005,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
31006,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
31007,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
31008,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
31009,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
31010,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
31011,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
31012,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
31013,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
31014,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
31015,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
31016,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
31017,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
31018,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
31019,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
31020,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
31021,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
31022,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
31023,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
31024,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
31025,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
31026,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
31027,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
31028,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
31029,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
31030,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
31031,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
31032,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
31033,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
31034,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
31035,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
31036,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
31037,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
31038,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
31039,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
31040,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
31041,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Wetland
31042,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Water
31043,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
31044,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
31045,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
31046,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
31047,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Water
31048,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
31049,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
31050,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
31051,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Built-up
31052,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
31053,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
31054,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
31055,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
31056,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
31057,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
31058,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
31059,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
31060,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
31061,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
31062,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
31063,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
31064,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
31065,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
31066,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
31067,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
31068,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
31069,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
31070,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
31071,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
31072,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
31073,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
31074,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
31075,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
31076,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
31077,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
31078,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
31079,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
31080,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
31081,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
31082,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
31083,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
31084,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
31085,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
31086,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
31087,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
31088,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
31089,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
31090,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
31091,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
31092,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
31093,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
31094,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
31095,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
31096,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
31097,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
31098,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
31099,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
31100,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
31101,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
31102,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
31103,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
31104,Forest,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
31105,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
31106,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
31107,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
31108,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
31109,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
31110,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
31111,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
31112,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
31113,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
31114,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
31115,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
31116,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
31117,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
31118,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
31119,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
31120,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
31121,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
31122,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
31123,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
31124,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
31125,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
31126,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
31127,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
31128,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
31129,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
31130,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
31131,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
31132,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
31133,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
31134,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
31135,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
31136,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
31137,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
31138,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
31139,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
31140,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
31141,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
31142,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
31143,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
31144,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
31145,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
31146,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
31147,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
31148,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
31149,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
