Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZR_M_R
17470,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
17471,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
17472,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
17473,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
17474,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17475,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
17476,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
17477,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
17478,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
17479,Forest,Water,Wetland,Non_Water,Wetland,Cropland,Bareland,Bareland
17480,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
17481,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
17482,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
17483,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
17484,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
17485,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
17486,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
17487,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
17488,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
17489,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
17490,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
17491,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
17492,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
17493,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
17494,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
17495,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
17496,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
17497,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
17498,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
17499,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
17500,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
17501,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
17502,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
17503,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17504,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
17505,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
17506,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
17507,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
17508,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
17509,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
17510,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
17511,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
17512,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
17513,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
17514,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
17515,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
17516,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
17517,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
17518,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
17519,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Cropland
17520,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
17521,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
17522,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
17523,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
17524,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
17525,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
17526,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
17527,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
17528,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
17529,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
17530,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
17531,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
17532,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
17533,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
17534,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
17535,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
17536,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
17537,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
17538,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
17539,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
17540,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
17541,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
17542,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
17543,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
17544,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
17545,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
17546,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
17547,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
17548,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
17549,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
17550,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
17551,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
17552,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
17553,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
17554,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
17555,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Built-up
17556,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17557,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
17558,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17559,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
17560,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17561,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
17562,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
17563,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
17564,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Bareland
17565,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
17566,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
17567,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,NULL
17568,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17569,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
17570,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Bareland
17571,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
17572,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
17573,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
17574,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
17575,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
17576,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
17577,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
17578,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
17579,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
17580,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
17581,Forest,Water,Water,NULL,Water,NULL,NULL,Water
17582,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
17583,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
17584,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
17585,Forest,Water,Water,NULL,Water,NULL,Wetland,Bareland
17586,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
17587,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
17588,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
17589,Forest,Water,Water,NULL,Water,NULL,Water,Bareland
17590,Forest,Water,Water,NULL,Water,NULL,Water,Water
17591,Forest,Water,Water,NULL,Water,NULL,Water,Forest
17592,Forest,Water,Water,NULL,Water,NULL,Forest,Water
17593,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
17594,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
17595,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Water
17596,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
17597,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
17598,Forest,Water,Water,NULL,Water,Wetland,Wetland,Bareland
17599,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
17600,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
17601,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
17602,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
17603,Forest,Water,Water,NULL,Water,Wetland,Water,Water
17604,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
17605,Forest,Water,Water,NULL,Water,Wetland,Forest,Bareland
17606,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
17607,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
17608,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
17609,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
17610,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
17611,Forest,Water,Water,NULL,Water,Bareland,Water,Bareland
17612,Forest,Water,Water,NULL,Water,Bareland,Water,Water
17613,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
17614,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
17615,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
17616,Forest,Water,Water,NULL,Water,Water,Wetland,Water
17617,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
17618,Forest,Water,Water,NULL,Water,Water,Water,Water
17619,Forest,Water,Water,NULL,Water,Water,Water,Forest
17620,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
17621,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
17622,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
17623,Forest,Water,Water,NULL,Water,Forest,Water,Water
17624,Forest,Water,Water,NULL,Water,Forest,Water,Forest
17625,Forest,Water,Water,NULL,Water,Forest,Forest,Water
17626,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
17627,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
17628,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
17629,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
17630,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
17631,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
17632,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
17633,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Bareland
17634,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
17635,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
17636,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
17637,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
17638,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
17639,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
17640,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
17641,Forest,Water,Water,Non_Water,Water,Water,Water,Water
17642,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
17643,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
17644,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
17645,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
17646,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
17647,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
17648,Forest,Water,Water,Water,Water,NULL,NULL,Water
17649,Forest,Water,Water,Water,Water,NULL,NULL,Forest
17650,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
17651,Forest,Water,Water,Water,Water,NULL,Wetland,Water
17652,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
17653,Forest,Water,Water,Water,Water,NULL,Water,Wetland
17654,Forest,Water,Water,Water,Water,NULL,Water,Water
17655,Forest,Water,Water,Water,Water,NULL,Water,Forest
17656,Forest,Water,Water,Water,Water,NULL,Forest,Forest
17657,Forest,Water,Water,Water,Water,Cropland,Water,Water
17658,Forest,Water,Water,Water,Water,Wetland,NULL,Grassland
17659,Forest,Water,Water,Water,Water,Wetland,NULL,Water
17660,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
17661,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
17662,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
17663,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
17664,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
17665,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
17666,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
17667,Forest,Water,Water,Water,Water,Wetland,Water,Water
17668,Forest,Water,Water,Water,Water,Wetland,Water,Forest
17669,Forest,Water,Water,Water,Water,Wetland,Forest,Bareland
17670,Forest,Water,Water,Water,Water,Wetland,Forest,Water
17671,Forest,Water,Water,Water,Water,Bareland,Water,Water
17672,Forest,Water,Water,Water,Water,Water,NULL,Forest
17673,Forest,Water,Water,Water,Water,Water,Wetland,Water
17674,Forest,Water,Water,Water,Water,Water,Water,Wetland
17675,Forest,Water,Water,Water,Water,Water,Water,Water
17676,Forest,Water,Water,Water,Water,Water,Water,Forest
17677,Forest,Water,Water,Water,Water,Water,Forest,Water
17678,Forest,Water,Water,Water,Water,Forest,Wetland,Water
17679,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
17680,Forest,Water,Water,Water,Water,Forest,Water,Wetland
17681,Forest,Water,Water,Water,Water,Forest,Water,Water
17682,Forest,Water,Water,Water,Water,Forest,Water,Forest
17683,Forest,Water,Water,Water,Water,Forest,Forest,Water
17684,Forest,Water,Water,Water,Water,Forest,Forest,Forest
17685,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17686,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
17687,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
17688,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17689,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17690,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
17691,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17692,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
17693,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
17694,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
17695,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
17696,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
17697,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
17698,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
17699,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
17700,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
17701,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17702,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
17703,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
17704,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
17705,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
17706,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
17707,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
17708,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
17709,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
17710,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
17711,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
17712,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
17713,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
17714,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
17715,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
17716,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
17717,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
17718,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
17719,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
17720,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
17721,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
17722,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
17723,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
17724,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
17725,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
17726,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
17727,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
17728,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
17729,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
17730,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17731,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
17732,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
17733,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
17734,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
17735,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
17736,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
17737,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
17738,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
17739,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
17740,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
17741,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
17742,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
17743,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
17744,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
17745,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
17746,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
17747,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
17748,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17749,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17750,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17751,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
17752,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
17753,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
17754,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
17755,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
17756,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
17757,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
17758,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17759,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
17760,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
17761,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
17762,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17763,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
17764,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
17765,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
17766,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
17767,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
17768,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
17769,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17770,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17771,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
17772,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
17773,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
17774,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17775,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
17776,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
17777,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17778,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
17779,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
17780,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
17781,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
17782,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
17783,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
17784,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
17785,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
17786,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
17787,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
17788,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
17789,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
17790,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
17791,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
17792,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
17793,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
17794,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17795,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
17796,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17797,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
17798,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
17799,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
17800,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
17801,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
17802,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
17803,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
17804,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
17805,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
17806,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
17807,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
17808,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
17809,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
17810,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
17811,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
17812,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
17813,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
17814,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
17815,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
17816,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
17817,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
17818,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
