Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVV_M_R
21807,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
21808,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
21809,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
21810,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21811,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
21812,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
21813,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
21814,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
21815,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Cropland
21816,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
21817,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
21818,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
21819,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
21820,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
21821,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
21822,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
21823,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
21824,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
21825,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
21826,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
21827,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
21828,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
21829,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
21830,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
21831,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
21832,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
21833,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
21834,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
21835,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
21836,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
21837,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
21838,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
21839,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
21840,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
21841,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
21842,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
21843,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Water
21844,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21845,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21846,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
21847,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
21848,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
21849,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
21850,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
21851,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
21852,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
21853,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
21854,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
21855,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
21856,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
21857,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
21858,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
21859,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
21860,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
21861,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
21862,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
21863,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
21864,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
21865,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
21866,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21867,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21868,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
21869,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21870,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
21871,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21872,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
21873,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
21874,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
21875,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
21876,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
21877,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
21878,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
21879,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
21880,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
21881,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
21882,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
21883,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
21884,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21885,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
21886,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
21887,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
21888,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
21889,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
21890,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
21891,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
21892,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
21893,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
21894,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21895,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
21896,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
21897,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
21898,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
21899,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
21900,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
21901,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
21902,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
21903,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
21904,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
21905,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
21906,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
21907,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
21908,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
21909,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
21910,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
21911,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
21912,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
21913,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
21914,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
21915,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
21916,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
21917,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
21918,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
21919,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
21920,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
21921,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
21922,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
21923,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
21924,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
21925,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
21926,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
21927,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
21928,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
21929,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
21930,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
21931,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
21932,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
21933,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
21934,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
21935,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
21936,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
21937,Forest,Built-up,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
21938,Forest,Built-up,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
21939,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
21940,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
21941,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
21942,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
21943,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
21944,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
21945,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
21946,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
21947,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
21948,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
21949,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
21950,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
21951,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
21952,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
21953,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
21954,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
21955,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
21956,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
21957,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
21958,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
21959,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
21960,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
21961,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
21962,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
21963,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
21964,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
21965,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
21966,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
21967,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
21968,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
21969,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
21970,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
21971,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
21972,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
21973,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
21974,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
21975,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
21976,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
21977,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
21978,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
21979,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
21980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
21981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
21982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
21983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
21984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
21985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
21986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
21987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
21988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
21989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
21990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
21991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
21992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
21993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
21994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
21995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
21996,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
21997,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
21998,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
21999,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
22000,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
22001,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
22002,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
22003,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
22004,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
22005,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,NULL
22006,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
22007,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
22008,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
22009,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22010,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
22011,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
22012,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
22013,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
22014,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
22015,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
22016,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
22017,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22018,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22019,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22020,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22021,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22022,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
22023,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
22024,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
22025,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22026,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
22027,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
22028,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
22029,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
22030,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
22031,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22032,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
22033,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
22034,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
22035,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
22036,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
22037,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
22038,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
22039,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
22040,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
22041,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
22042,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
22043,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22044,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22045,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22046,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22047,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22048,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22049,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
22050,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
22051,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
22052,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
22053,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
22054,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
22055,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
22056,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
22057,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
22058,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
22059,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
22060,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
22061,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
22062,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22063,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
22064,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
22065,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
22066,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
22067,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
22068,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
22069,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
22070,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22071,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
22072,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
22073,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
22074,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
22075,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
22076,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
22077,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
22078,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
22079,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
22080,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
22081,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
22082,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
22083,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
22084,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
22085,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
22086,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22087,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
22088,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22089,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22090,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22091,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
22092,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22093,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22094,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22095,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22096,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
22097,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
22098,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
22099,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
22100,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
22101,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22102,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
22103,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
22104,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
22105,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
22106,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
22107,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
22108,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
22109,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
22110,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
22111,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
22112,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
