Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRG_M_R
12330,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12331,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12332,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
12333,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12334,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12335,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12336,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12337,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12338,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12339,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12340,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12341,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12342,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12349,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12350,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12351,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12352,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12353,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12354,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12355,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12356,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12357,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12358,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12359,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12360,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12361,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12362,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12363,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12364,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12368,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12369,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
12370,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12371,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12372,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
12373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
12376,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12377,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12378,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12379,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12380,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
12382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
12385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12395,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12396,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12397,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12398,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12399,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12400,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12401,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12402,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12403,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12404,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12405,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12406,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12407,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12408,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12409,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12410,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12411,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12412,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12413,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12414,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12415,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12416,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12417,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12418,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12419,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12420,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12421,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12422,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12423,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12424,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12425,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12426,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12427,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12428,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12429,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12430,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12431,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12432,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12433,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12434,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12435,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12436,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12437,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12438,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12439,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12440,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12441,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12442,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12443,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12444,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
12445,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12446,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12447,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12448,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12449,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12450,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12451,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12452,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12453,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12454,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12455,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12456,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12457,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12458,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12459,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12460,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12461,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
12462,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12463,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12464,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12465,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12466,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12467,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12468,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12469,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12470,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12471,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12472,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12473,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12474,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12475,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12476,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12477,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12478,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12479,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12480,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12481,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12482,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12483,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12484,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12485,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12486,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12487,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12488,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12489,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12490,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12491,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12492,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12493,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12494,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12495,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12496,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12497,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12498,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12499,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12500,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12501,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12502,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12503,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12504,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12505,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12506,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12507,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12508,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12509,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12510,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12511,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12512,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12513,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12514,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12515,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12516,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12517,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
12518,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
12519,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12520,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12521,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12522,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12523,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12524,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12525,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12526,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12527,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12528,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12529,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12530,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12531,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12532,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12533,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12534,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12535,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12536,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12537,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
12538,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12539,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12540,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12541,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12542,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12543,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
12544,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
12545,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
12546,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12547,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
12548,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
12549,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12550,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
12551,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
12552,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12553,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12554,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12555,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12556,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12557,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12558,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12559,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12560,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12561,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12562,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12563,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12564,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12565,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12566,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
12567,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12568,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12569,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12570,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12571,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12572,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12573,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12574,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12575,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12576,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12577,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12578,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12579,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12580,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12581,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12582,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12583,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12584,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12585,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12586,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12587,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12588,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12589,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
12590,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12591,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12592,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12593,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12594,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12595,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12596,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12597,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12598,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12599,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12600,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12601,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12602,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12603,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12604,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12605,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12606,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12607,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12608,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12609,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12610,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12611,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12612,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12613,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12614,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12615,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12616,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12617,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12618,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12619,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12620,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12621,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12622,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12623,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12624,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12625,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12626,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12627,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12628,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12629,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12630,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12631,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12632,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12633,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12634,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12635,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12636,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
12637,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12638,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12639,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12640,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12641,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12642,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12643,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12644,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12645,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12646,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12647,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
