Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDN_M_R
4783,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4784,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
4785,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
4786,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4787,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
4788,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4789,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4790,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
4791,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4792,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4793,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4794,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4795,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4796,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4797,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4798,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
4799,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4800,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4801,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4802,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4803,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
4804,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4805,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4806,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4807,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4808,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4809,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4810,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
4811,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
4812,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
4813,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4814,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4815,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
4816,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
4817,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4818,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4819,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4820,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4821,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
4822,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
4823,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4824,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4825,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4826,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4827,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
4828,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
4829,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
4830,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
4831,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Forest
4832,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4833,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
4834,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Water
4835,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
4836,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
4837,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
4838,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
4839,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
4840,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4841,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
4842,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
4843,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
4844,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
4845,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
4846,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
4847,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4848,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
4849,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
4850,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4851,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
4852,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
4853,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
4854,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
4855,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
4856,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
4857,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4858,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
4859,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4860,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4861,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
4862,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
4863,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
4864,Forest,Forest,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
4865,Forest,Forest,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
4866,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4867,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Water
4868,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Forest
4869,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
4870,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Water
4871,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Forest
4872,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
4873,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Bareland
4874,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Water
4875,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
4876,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Grassland
4877,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4878,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4879,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
4880,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4881,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4882,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4883,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
4884,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4885,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4886,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
4887,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4888,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4889,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
4890,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4891,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4892,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Water
4893,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4894,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4895,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4896,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
4897,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4898,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4899,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4900,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
4901,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4902,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4903,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4904,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4905,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
4906,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4907,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4908,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
4909,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4910,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4911,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
4912,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
4913,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4914,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
4915,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4916,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4917,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4918,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
4919,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4920,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4921,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4922,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
4923,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
4924,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4925,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4926,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
4927,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4928,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
4929,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4930,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4931,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4932,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
4933,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4934,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4935,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4936,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
4937,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
4938,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
4939,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4940,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
4941,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4942,Forest,Forest,Wetland,NULL,Wetland,Built-up,Grassland,Forest
4943,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
4944,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
4945,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4946,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4947,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4948,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
4949,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4950,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
4951,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
4952,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
4953,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4954,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
4955,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
4956,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4957,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
4958,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4959,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
4960,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4961,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
4962,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
4963,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4964,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4965,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
4966,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4967,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
4968,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4969,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4970,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4971,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
4972,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
4973,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4974,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
4975,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4976,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4977,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
4978,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4979,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4980,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4981,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4982,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4983,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4984,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4985,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4986,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
4987,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4988,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
4989,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
4990,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4991,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4992,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
4993,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
4994,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4995,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4996,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4997,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4998,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
4999,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5000,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5001,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5002,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5003,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
5004,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
5005,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5006,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5007,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
5008,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5009,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
5010,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
5011,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5012,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5013,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
5014,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5015,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
5016,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5017,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5018,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5019,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5020,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5021,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5022,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5023,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5024,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
5025,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5026,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5027,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
5028,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5029,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
5030,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5031,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5032,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
5033,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
5034,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5035,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
5036,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Bareland
5037,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
5038,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
5039,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
5040,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
5041,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5042,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5043,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5044,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
5045,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
5046,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5047,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
5048,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
5049,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
5050,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
5051,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
5052,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
5053,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
5054,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
5055,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
5056,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5057,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
5058,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
5059,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5060,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
5061,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
5062,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Grassland
5063,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Water
5064,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
5065,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Bareland
5066,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
5067,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
5068,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
5069,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
5070,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
5071,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
5072,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
5073,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5074,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
5075,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
5076,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,NULL
5077,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5078,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
5079,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5080,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
5081,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
5082,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Grassland
5083,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Water
5084,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
5085,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
5086,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Bareland
5087,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
5088,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
5089,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Grassland
5090,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
5091,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
5092,Forest,Forest,Wetland,Water,Wetland,Bareland,NULL,Water
5093,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5094,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
5095,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Forest
5096,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5097,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Bareland
5098,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
5099,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
5100,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5101,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Water
5102,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
5103,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
5104,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
5105,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
5106,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
5107,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
5108,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
5109,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
5110,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
