Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGG_M_R
19183,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
19184,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
19185,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19186,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19187,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19188,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
19189,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
19190,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
19191,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19192,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19193,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19194,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
19195,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19196,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19197,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
19198,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19199,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19200,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19201,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19202,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
19203,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19204,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
19205,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19206,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
19207,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
19208,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19209,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
19210,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19211,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19212,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
19213,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
19214,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
19215,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
19216,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
19217,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
19218,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19219,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
19220,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
19221,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
19222,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
19223,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19224,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
19225,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
19226,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19227,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19228,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19229,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
19230,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
19231,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
19232,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
19233,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19234,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19235,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
19236,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
19237,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
19238,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
19239,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
19240,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
19241,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
19242,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
19243,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
19244,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
19245,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
19246,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
19247,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
19248,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
19249,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
19250,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
19251,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19252,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
19253,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
19254,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
19255,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
19256,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19257,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
19258,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19259,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19260,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
19261,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
19262,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19263,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
19264,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19265,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
19266,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
19267,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19268,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
19269,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
19270,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
19271,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
19272,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19273,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
19274,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
19275,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19276,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
19277,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
19278,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
19279,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
19280,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
19281,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
19282,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19283,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19284,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
19285,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
19286,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
19287,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
19288,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
19289,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19290,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19291,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
19292,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19293,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19294,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19295,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19296,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19297,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
19298,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
19299,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
19300,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19301,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19302,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19303,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19308,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19309,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19310,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
19311,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
19312,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19313,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19314,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19315,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19316,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19317,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19318,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
19319,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19320,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
19321,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19322,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19323,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19324,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
19325,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
19326,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
19327,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19328,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19329,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
19330,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
19333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
19334,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
19335,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
19336,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
19337,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
19338,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
19339,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19340,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
19341,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19342,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19343,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19344,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19345,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19346,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19347,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Built-up
19348,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19349,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Water
19350,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
19351,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Built-up,Forest
19352,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
19353,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
19354,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
19355,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19356,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
19357,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19358,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19359,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
19360,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
19361,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
19362,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
19363,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
19364,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
19365,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
19366,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
19367,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
19368,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
19369,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
19370,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
19371,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
19372,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
19373,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Water
19374,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
19375,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
19376,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
19377,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
19378,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
19379,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
19380,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
19381,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
19382,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Water
19383,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
19384,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
19385,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19386,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
19387,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
19388,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
19389,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
19390,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
19391,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
19392,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19393,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19394,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19395,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
19396,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
19397,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
19398,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
19399,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19400,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19401,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19402,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19403,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
19404,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
19405,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19406,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19407,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19408,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
19409,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
19410,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
19411,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
19412,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19413,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
19414,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
19415,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
19416,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
19417,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
19418,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
19419,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
19420,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
19421,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
19422,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
19423,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
19424,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
19425,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
19426,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
19427,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
19428,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
19429,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19430,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
19431,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
19432,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
19433,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
19434,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19435,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19436,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19437,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19438,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19439,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
19440,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
19441,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
19442,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19443,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19444,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19445,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19446,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19447,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19448,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
19449,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19450,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19451,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19452,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19453,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19454,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19455,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
19456,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19457,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19458,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19459,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19460,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19461,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19462,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
19463,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
19464,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
19465,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
19466,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
19467,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19468,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19469,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
19470,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
19471,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
19472,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19473,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
19474,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19475,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
19476,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
19477,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
19478,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19479,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19480,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19481,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19482,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19483,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19484,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19485,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19486,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19487,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19488,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19489,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19490,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
19491,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19492,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
19493,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19494,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19495,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19496,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19497,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19498,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
19499,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
19500,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
19501,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
