Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCD_M_R
12037,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Water
12038,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
12039,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Bareland
12040,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
12041,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
12042,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
12043,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
12044,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
12045,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
12046,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
12047,Forest,Water,Water,Non_Water,Water,Bareland,NULL,Forest
12048,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
12049,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
12050,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
12051,Forest,Water,Water,Non_Water,Water,Water,Water,Water
12052,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
12053,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
12054,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
12055,Forest,Water,Water,Non_Water,Water,Forest,NULL,Grassland
12056,Forest,Water,Water,Non_Water,Water,Forest,NULL,Water
12057,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
12058,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
12059,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
12060,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
12061,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
12062,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
12063,Forest,Water,Water,Water,Water,Wetland,NULL,Water
12064,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
12065,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
12066,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
12067,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
12068,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
12069,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
12070,Forest,Water,Water,Water,Water,Wetland,Water,Water
12071,Forest,Water,Water,Water,Water,Wetland,Water,Forest
12072,Forest,Water,Water,Water,Water,Wetland,Forest,Water
12073,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
12074,Forest,Water,Water,Water,Water,Bareland,NULL,Water
12075,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
12076,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
12077,Forest,Water,Water,Water,Water,Bareland,Forest,Water
12078,Forest,Water,Water,Water,Water,Water,NULL,Water
12079,Forest,Water,Water,Water,Water,Water,Wetland,Water
12080,Forest,Water,Water,Water,Water,Water,Water,Water
12081,Forest,Water,Water,Water,Water,Water,Water,Forest
12082,Forest,Water,Water,Water,Water,Water,Forest,Water
12083,Forest,Water,Water,Water,Water,Water,Forest,Forest
12084,Forest,Water,Water,Water,Water,Forest,Wetland,Water
12085,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
12086,Forest,Water,Water,Water,Water,Forest,Water,Water
12087,Forest,Water,Water,Water,Water,Forest,Water,Forest
12088,Forest,Water,Water,Water,Water,Forest,Forest,Water
12089,Forest,Water,Water,Water,Water,Forest,Forest,Forest
12090,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12091,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
12092,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12093,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12094,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12095,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12096,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
12097,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12098,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12099,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
12100,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
12101,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12102,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
12103,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12104,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
12105,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12106,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12107,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12108,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12109,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
12110,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12111,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
12112,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
12113,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12114,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12115,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12116,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12117,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12118,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12119,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12120,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12121,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
12122,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12123,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
12124,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12125,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12126,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
12127,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12128,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
12129,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12130,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12131,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
12132,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12133,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12134,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
12135,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
12136,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
12137,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12138,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
12139,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
12140,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12141,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
12142,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
12143,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12144,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12145,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
12146,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12147,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
12148,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
12149,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
12150,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
12151,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
12152,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12153,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
12154,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12155,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12156,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12157,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
12158,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12159,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
12160,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
12161,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
12162,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12163,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
12164,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
12165,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
12166,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
12167,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
12168,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
12169,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12170,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12171,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12172,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
12173,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12174,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
12175,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12176,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
12177,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12178,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12179,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
12180,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
12181,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
12182,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
12183,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
12184,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
12185,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
12186,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
12187,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
12188,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
12189,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12190,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
12191,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
12192,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12193,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12194,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
12195,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
12196,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
12197,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12198,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
12199,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
12200,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
12201,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
12202,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Water
12203,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,NULL
12204,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
12205,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
12206,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
12207,Forest,Water,Forest,Water,Non_Wetland,Wetland,Bareland,NULL
12208,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
12209,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
12210,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
12211,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
12212,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
12213,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
12214,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
12215,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
12216,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
12217,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
12218,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
12219,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
12220,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
12221,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
12222,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
12223,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
12224,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
12225,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
12226,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
12227,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12228,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12229,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12230,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12231,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
12232,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
12233,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12234,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12235,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12236,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
12237,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
12238,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
12239,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12240,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12241,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
12242,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
12243,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12244,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
12245,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12246,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
12247,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
12248,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Built-up
12249,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
12250,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12251,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
12252,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
12253,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
12254,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
12255,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
12256,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12257,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
12258,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
12259,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
12260,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12261,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12262,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12263,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
12264,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12265,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12266,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12267,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12268,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12269,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12270,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12271,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12272,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12273,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
12274,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12275,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12276,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12277,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12278,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12279,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12280,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12281,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12282,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12283,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
12284,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12285,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12286,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12287,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12288,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12289,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12290,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12291,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12292,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12293,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
12294,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12295,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
12296,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12297,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12298,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12299,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
12300,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
12301,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12302,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
12303,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12304,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12305,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12306,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12307,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
12308,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12309,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
12310,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12311,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12312,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12313,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12314,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
12315,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12316,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
12317,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12318,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12319,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12320,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12321,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
12322,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
12323,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12324,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
12325,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12326,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
12327,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
12328,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12329,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12330,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12331,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
12332,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12333,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
12334,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
12335,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12336,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12337,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
12338,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12339,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
12340,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
12341,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Built-up
12342,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12343,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
12344,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12345,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12346,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
12347,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12348,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
12349,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12350,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
12351,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12352,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
12353,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
12354,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12355,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12356,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12357,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12358,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12359,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12360,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12361,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12362,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12363,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12364,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12365,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12366,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
12367,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12368,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
12369,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
12370,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
12371,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12372,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12373,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12374,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
