Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDP_M_R
14136,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14137,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
14138,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
14139,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
14140,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14141,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14142,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14143,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14144,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14145,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14146,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14147,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14148,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14149,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14150,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14151,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14152,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
14153,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
14154,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14155,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
14156,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
14157,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14158,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14159,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14160,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
14161,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
14162,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14163,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14164,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14165,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
14166,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14167,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
14168,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
14169,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14170,Forest,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
14171,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14172,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14173,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
14174,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
14175,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14176,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14177,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
14178,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14179,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14180,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14181,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14182,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
14183,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
14184,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
14185,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
14186,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
14187,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
14188,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
14189,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14190,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
14191,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
14192,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14193,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
14194,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
14195,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
14196,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
14197,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
14198,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
14199,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14200,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
14201,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
14202,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
14203,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14204,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
14205,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
14206,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
14207,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14208,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14209,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14210,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
14211,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14212,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14213,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14214,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
14215,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
14216,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14217,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
14218,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14219,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
14220,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
14221,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
14222,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14223,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14224,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
14225,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
14226,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14227,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14228,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
14229,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
14230,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14231,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
14232,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
14233,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
14234,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
14235,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
14236,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
14237,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
14238,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14239,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14240,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
14241,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
14242,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14243,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14244,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14245,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14246,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
14247,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14248,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
14249,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14250,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
14251,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
14252,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
14253,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
14254,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14255,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14256,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
14257,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
14258,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14259,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
14260,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
14261,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
14262,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
14263,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
14264,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
14265,Forest,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
14266,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
14267,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
14268,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
14269,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
14270,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
14271,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Wetland
14272,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
14273,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
14274,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
14275,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
14276,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
14277,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
14278,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
14279,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
14280,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Wetland
14281,Forest,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
14282,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
14283,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
14284,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
14285,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14286,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14287,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14288,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14289,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14290,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
14291,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14292,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14293,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
14294,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14295,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
14296,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14297,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
14298,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14299,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
14300,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14301,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14302,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
14303,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14304,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
14305,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
14306,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14307,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14308,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14309,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14310,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14311,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
14312,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14313,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
14314,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14315,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14316,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
14317,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
14318,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14319,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14320,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Built-up
14321,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
14322,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
14323,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
14324,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
14325,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
14326,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
14327,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
14328,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
14329,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
14330,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14331,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14332,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14333,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
14334,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14335,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
14336,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
14337,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14338,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14339,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
14340,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14341,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
14342,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14343,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
14344,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
14346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
14347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
14348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
14350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
14351,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
14352,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
14353,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
14354,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14355,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
14356,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
14357,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
14358,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14359,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14360,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14361,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
14362,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
14363,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
14364,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
14365,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
14366,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
14367,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
14368,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
14369,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
14370,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
14371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
14379,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14380,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
14381,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
14382,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14383,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14384,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14385,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14386,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
14387,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14388,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
14389,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14390,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
14391,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14392,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
14393,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
14394,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
14395,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14396,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14397,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14398,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
14399,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
14400,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14401,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
14402,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
14403,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
14404,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
14405,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
14406,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14407,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
14408,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
14409,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14410,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
14411,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
14412,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
14413,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
14414,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
14415,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14416,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
14417,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
14418,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
14419,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
14420,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
14421,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
14422,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
14423,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
14424,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
14425,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
14426,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Wetland
14427,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
14428,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
14429,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14430,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14431,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
14432,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
14433,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
14434,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
14435,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
14436,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
14437,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
14438,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
14439,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14440,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
14441,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
14442,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14443,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
14444,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14445,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
14446,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
14447,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
14448,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
14449,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14450,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
