Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLM_M_R
4830,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4831,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4832,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4833,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4834,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4835,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4836,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4837,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4838,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4839,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4840,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4841,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4842,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4843,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4844,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4845,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4846,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4847,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4848,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4849,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4850,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4851,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4852,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4853,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4854,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4855,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4856,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4857,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4858,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4859,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4860,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4861,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4862,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4863,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4864,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4865,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4866,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
4867,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4868,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
4869,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4870,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4871,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4872,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4873,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4874,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4875,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4876,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4877,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4878,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4879,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4880,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4881,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
4882,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4883,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4884,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4885,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4886,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4887,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4888,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4889,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4890,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4891,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4892,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
4893,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
4894,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
4895,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
4896,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
4897,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4898,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4899,Bareland,NULL,Wetland,Water,Wetland,Cropland,NULL,Bareland
4900,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
4901,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
4902,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
4903,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
4904,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4905,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4906,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4907,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
4908,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4909,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
4910,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4911,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4912,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4913,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4914,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4915,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4916,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4917,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4918,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4919,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4920,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4921,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4922,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4923,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
4924,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4925,Bareland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
4926,Bareland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
4927,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
4928,Bareland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
4929,Bareland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
4930,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
4931,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
4932,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
4933,Bareland,NULL,Water,Water,Water,Grassland,NULL,Bareland
4934,Bareland,NULL,Water,Water,Water,Grassland,Forest,Forest
4935,Bareland,NULL,Water,Water,Water,Wetland,Forest,Forest
4936,Bareland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
4937,Bareland,NULL,Water,Water,Water,Water,NULL,Bareland
4938,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4939,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4940,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4941,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4942,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4943,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4944,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4945,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4946,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4947,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4948,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4949,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4950,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4951,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4952,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4953,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4954,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4955,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4956,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4957,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4958,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4959,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4960,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4961,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4962,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4963,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4964,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4965,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4966,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4967,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4968,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4969,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4970,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4971,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4972,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4973,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4974,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4975,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4976,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4977,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4978,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4979,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4980,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4981,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4982,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4983,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4984,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4985,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4986,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4987,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4988,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4989,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4990,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4991,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4992,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4993,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4994,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4995,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4996,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4997,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4998,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4999,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5000,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5001,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5002,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5003,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5004,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5005,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5006,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5007,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5008,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5009,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5010,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5011,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5012,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5013,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5014,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5015,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5016,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5017,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5018,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5019,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
5020,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5024,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5025,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5026,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5027,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5028,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5029,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5030,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5031,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5032,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5033,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5034,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5035,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5036,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5037,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5038,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5039,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5041,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5042,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5043,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5044,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5045,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5046,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5047,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5048,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5049,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5050,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5051,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
5052,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5053,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5054,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5055,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5056,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5057,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
5058,Bareland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
5059,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
5060,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5061,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5062,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5063,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5064,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5065,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5066,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5067,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5068,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5069,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5070,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5071,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5072,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5073,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5074,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
5075,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
5076,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Water
5077,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5078,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5079,Bareland,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
5080,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5081,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5082,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5083,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5084,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5085,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5086,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5087,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5088,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5089,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5090,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5091,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
5092,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
5093,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
5094,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5095,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5096,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5097,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5098,Bareland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
5099,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
5100,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
5101,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5102,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5103,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5104,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5105,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
5106,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
5107,Bareland,Wetland,Water,Water,Water,Water,NULL,Water
5108,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5109,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Forest,Water
5110,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland,Forest,Water
5111,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
5112,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5113,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5114,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
5115,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
5116,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5117,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
5118,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
5119,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Forest,Water
5120,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5121,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Grassland
5122,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
5123,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
5124,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Forest
5125,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5126,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5127,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Water
5128,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
5129,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Grassland
5130,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Forest
5131,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5132,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
5133,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Bareland
5134,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
5135,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
5136,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5137,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5138,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5139,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5140,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5141,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5142,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
5143,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
5144,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
5145,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
5146,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
5147,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
5148,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
5149,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5150,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
