Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXT_M_R
16032,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
16033,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16034,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16035,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16036,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16037,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16038,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16039,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16040,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16041,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16042,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16043,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16044,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
16045,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16046,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
16047,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
16048,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
16049,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16050,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
16051,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
16052,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16053,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16054,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16055,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16056,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16057,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
16058,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16059,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16060,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16061,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
16062,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16063,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
16064,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16065,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
16066,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
16067,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16068,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
16069,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
16070,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
16071,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
16072,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
16073,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
16074,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
16075,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
16076,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
16077,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
16078,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
16079,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
16080,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16081,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16082,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16083,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
16084,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16085,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16086,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
16087,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
16088,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
16089,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16090,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
16091,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Water
16092,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
16093,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
16094,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
16095,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
16096,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Water
16097,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
16098,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
16099,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
16100,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
16101,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
16102,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16103,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
16104,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
16105,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
16106,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
16107,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
16108,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
16109,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
16110,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
16111,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
16112,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
16113,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
16114,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
16115,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
16116,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
16117,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
16118,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
16119,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16120,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
16121,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16122,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
16123,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16124,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
16125,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
16126,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
16127,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16128,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
16129,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
16130,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
16131,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
16132,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
16133,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
16134,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Water
16135,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
16136,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
16137,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16138,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
16139,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16140,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
16141,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16142,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
16143,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16144,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
16145,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16146,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
16147,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
16148,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16149,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Water
16150,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16151,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
16152,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
16153,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
16154,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
16155,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16156,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
16157,Forest,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16158,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
16159,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
16160,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
16161,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Forest
16162,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Water
16163,Forest,Forest,Grassland,Water,Non_Wetland,Forest,NULL,Forest
16164,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Forest,Forest
16165,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16166,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16167,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16168,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
16169,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16170,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16171,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16172,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16173,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16174,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
16175,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16176,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16177,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16178,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16179,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
16180,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16181,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
16182,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16183,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
16184,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16185,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
16186,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16187,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16188,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16189,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16190,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16191,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16192,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16193,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
16194,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16195,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16196,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16197,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16198,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16199,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16200,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16201,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16202,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16203,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16204,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16205,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16206,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16207,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16208,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16209,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16210,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16211,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
16212,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16213,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16214,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
16215,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16216,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16217,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16218,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16219,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
16220,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16221,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16222,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
16223,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16224,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16225,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16226,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16227,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16228,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16229,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16230,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16231,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16232,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
16233,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16234,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16235,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16236,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
16237,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16238,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
16239,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
16240,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16241,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16242,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16243,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16244,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16245,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16246,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16247,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16248,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
16249,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
16250,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
16251,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16252,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
16253,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16254,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16255,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16256,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16257,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16258,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
16259,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16260,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16261,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
16262,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16263,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
16264,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
16265,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16266,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16267,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16268,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16269,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16270,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16271,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16272,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16273,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
16274,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16275,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16276,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16277,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16278,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16279,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16280,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16281,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
16282,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16283,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
16284,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16285,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16286,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16287,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
16288,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16289,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16290,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16291,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16292,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16293,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16294,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16295,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16296,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
16297,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16298,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16299,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16300,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16301,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
16302,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
16303,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
16304,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
16305,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16306,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16307,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16308,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16309,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16310,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16311,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16312,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16313,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16314,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16315,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
16316,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
16317,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16318,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16319,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16320,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
16321,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
16322,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
16323,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
16324,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
16325,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
16326,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
16327,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
16328,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
16329,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
16330,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
16331,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16332,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16333,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16334,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
16335,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
16336,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
16337,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
16338,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16339,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16340,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16341,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16342,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16343,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16344,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
16345,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
16346,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
16347,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
16348,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16349,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
