Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMP_M_R
4387,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4388,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
4389,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4390,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
4391,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
4392,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
4393,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4394,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4395,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
4396,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4397,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4398,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4399,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4400,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4401,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4402,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
4403,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4404,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4405,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4406,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4407,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
4408,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4409,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
4410,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
4411,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
4412,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4413,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4414,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4415,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4416,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4417,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4418,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4419,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4420,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4421,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4422,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4423,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4424,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
4425,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4426,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
4427,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
4428,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
4429,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4430,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4431,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4432,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
4433,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4434,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
4435,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4436,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
4437,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
4438,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Built-up
4439,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4440,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4441,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
4442,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
4443,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
4444,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
4445,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
4446,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4447,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
4448,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4449,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4450,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
4451,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4452,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4453,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4454,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4455,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
4456,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
4457,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
4458,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
4459,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4460,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4461,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4462,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4463,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
4464,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4465,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
4466,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
4467,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
4468,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4469,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
4470,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4471,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
4472,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4473,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
4474,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
4475,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
4476,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
4477,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4478,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
4479,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
4480,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Built-up
4481,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4482,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
4483,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
4484,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
4485,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Grassland
4486,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
4487,Water,Water,Wetland,NULL,NULL,NULL,NULL,Grassland
4488,Water,Water,Wetland,NULL,NULL,NULL,NULL,Water
4489,Water,Water,Wetland,NULL,NULL,NULL,NULL,Forest
4490,Water,Water,Wetland,NULL,NULL,NULL,Water,Water
4491,Water,Water,Wetland,NULL,NULL,NULL,Water,Forest
4492,Water,Water,Wetland,NULL,NULL,Bareland,Water,Bareland
4493,Water,Water,Wetland,NULL,NULL,Bareland,Water,Water
4494,Water,Water,Wetland,NULL,NULL,Bareland,Water,Forest
4495,Water,Water,Wetland,NULL,NULL,Water,NULL,Grassland
4496,Water,Water,Wetland,NULL,NULL,Water,NULL,Water
4497,Water,Water,Wetland,NULL,NULL,Water,Grassland,Water
4498,Water,Water,Wetland,NULL,NULL,Water,Built-up,Water
4499,Water,Water,Wetland,NULL,NULL,Water,Water,Grassland
4500,Water,Water,Wetland,NULL,NULL,Water,Water,Water
4501,Water,Water,Wetland,NULL,NULL,Water,Water,Forest
4502,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
4503,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
4504,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4505,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4506,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Cropland
4507,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
4508,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4509,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4510,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
4511,Water,Water,Wetland,NULL,Wetland,NULL,Water,Built-up
4512,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4513,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4514,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
4515,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4516,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4517,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
4518,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4519,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4520,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4521,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4522,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4523,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4524,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4525,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4526,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
4527,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Built-up
4528,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
4529,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4530,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
4531,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4532,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
4533,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Water
4534,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4535,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
4536,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
4537,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4538,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4539,Water,Water,Wetland,NULL,Wetland,Built-up,NULL,Grassland
4540,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
4541,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
4542,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
4543,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
4544,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
4545,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
4546,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
4547,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
4548,Water,Water,Wetland,NULL,Wetland,Water,NULL,Built-up
4549,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4550,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4551,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4552,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4553,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4554,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4555,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4556,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4557,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
4558,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
4559,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
4560,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Bareland
4561,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
4562,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Forest
4563,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4564,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4565,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4566,Water,Water,Wetland,NULL,Wetland,Water,Water,Built-up
4567,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4568,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4569,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4570,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4571,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4572,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
4573,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
4574,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4575,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
4576,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4577,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4578,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Grassland
4579,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
4580,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Forest
4581,Water,Water,Wetland,Non_Water,NULL,NULL,Water,Grassland
4582,Water,Water,Wetland,Non_Water,NULL,NULL,Water,Water
4583,Water,Water,Wetland,Non_Water,NULL,NULL,Water,Forest
4584,Water,Water,Wetland,Non_Water,NULL,Bareland,Built-up,Bareland
4585,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Grassland
4586,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Wetland
4587,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Bareland
4588,Water,Water,Wetland,Non_Water,NULL,Bareland,Water,Water
4589,Water,Water,Wetland,Non_Water,NULL,Water,NULL,Wetland
4590,Water,Water,Wetland,Non_Water,NULL,Water,NULL,Water
4591,Water,Water,Wetland,Non_Water,NULL,Water,NULL,Forest
4592,Water,Water,Wetland,Non_Water,NULL,Water,Grassland,Water
4593,Water,Water,Wetland,Non_Water,NULL,Water,Built-up,Water
4594,Water,Water,Wetland,Non_Water,NULL,Water,Water,Grassland
4595,Water,Water,Wetland,Non_Water,NULL,Water,Water,Water
4596,Water,Water,Wetland,Non_Water,NULL,Water,Water,Forest
4597,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4598,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4599,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4600,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
4601,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
4602,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4603,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4604,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
4605,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
4606,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Water
4607,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4608,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
4609,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4610,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4611,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
4612,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4613,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4614,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4615,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4616,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4617,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4618,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
4619,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4620,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4621,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4622,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4623,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4624,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4625,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4626,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4627,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
4628,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Built-up
4629,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
4630,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
4631,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
4632,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4633,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4634,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
4635,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4636,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
4637,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
4638,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
4639,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4640,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4641,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
4642,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4643,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4644,Water,Water,Wetland,Non_Water,Wetland,Built-up,NULL,Water
4645,Water,Water,Wetland,Non_Water,Wetland,Built-up,Bareland,Water
4646,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
4647,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
4648,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
4649,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
4650,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
4651,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4652,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4653,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
4654,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Built-up
4655,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4656,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
4657,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4658,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
4659,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4660,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4661,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4662,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
4663,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
4664,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
4665,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
4666,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4667,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
4668,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4669,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
4670,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Built-up
4671,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4672,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4673,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4674,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4675,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4676,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4677,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4678,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
4679,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4680,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4681,Water,Water,Wetland,Water,NULL,NULL,NULL,Bareland
4682,Water,Water,Wetland,Water,NULL,NULL,NULL,Built-up
4683,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
4684,Water,Water,Wetland,Water,NULL,NULL,NULL,Forest
4685,Water,Water,Wetland,Water,NULL,NULL,Water,Grassland
4686,Water,Water,Wetland,Water,NULL,NULL,Water,Bareland
4687,Water,Water,Wetland,Water,NULL,NULL,Water,Water
4688,Water,Water,Wetland,Water,NULL,NULL,Water,Forest
4689,Water,Water,Wetland,Water,NULL,Bareland,NULL,Grassland
4690,Water,Water,Wetland,Water,NULL,Bareland,NULL,Bareland
4691,Water,Water,Wetland,Water,NULL,Bareland,NULL,Built-up
4692,Water,Water,Wetland,Water,NULL,Bareland,NULL,Water
4693,Water,Water,Wetland,Water,NULL,Bareland,Water,Grassland
4694,Water,Water,Wetland,Water,NULL,Bareland,Water,Bareland
4695,Water,Water,Wetland,Water,NULL,Bareland,Water,Built-up
4696,Water,Water,Wetland,Water,NULL,Bareland,Water,Water
4697,Water,Water,Wetland,Water,NULL,Bareland,Water,Forest
4698,Water,Water,Wetland,Water,NULL,Water,NULL,Water
4699,Water,Water,Wetland,Water,NULL,Water,NULL,Forest
4700,Water,Water,Wetland,Water,NULL,Water,Bareland,Water
4701,Water,Water,Wetland,Water,NULL,Water,Built-up,Water
4702,Water,Water,Wetland,Water,NULL,Water,Water,Bareland
4703,Water,Water,Wetland,Water,NULL,Water,Water,Water
4704,Water,Water,Wetland,Water,NULL,Water,Water,Forest
4705,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
4706,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
4707,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
4708,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
4709,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
4710,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
4711,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Bareland
4712,Water,Water,Wetland,Water,Wetland,NULL,Bareland,Water
4713,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Water
4714,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4715,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
4716,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
4717,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
4718,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4719,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4720,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
4721,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4722,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
4723,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
4724,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4725,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4726,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4727,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4728,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
4729,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Cropland
4730,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
4731,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Built-up
4732,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
4733,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Cropland
4734,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
