Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEF_M_R
19337,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
19338,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
19339,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
19340,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Forest
19341,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
19342,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
19343,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
19344,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
19345,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
19346,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
19347,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
19348,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
19349,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
19350,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Wetland
19351,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
19352,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
19353,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Water
19354,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
19355,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
19356,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Grassland
19357,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
19358,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
19359,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
19360,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
19361,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19362,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19363,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
19364,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
19365,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
19366,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19367,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
19368,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19369,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
19370,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19371,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19372,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19373,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
19374,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
19375,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
19376,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
19377,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
19378,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
19379,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
19380,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
19381,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
19382,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
19383,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
19384,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
19385,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
19386,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
19387,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
19388,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
19389,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
19390,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
19391,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
19392,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
19393,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19394,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19395,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19396,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
19397,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19398,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19399,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19400,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19401,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19402,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19403,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19404,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19405,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
19406,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19407,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
19408,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
19409,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
19410,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19411,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19412,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
19413,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19414,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19415,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19416,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
19417,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
19418,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19419,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19420,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19421,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19422,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19423,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19424,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
19425,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
19426,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19427,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
19428,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
19429,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19430,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
19431,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
19432,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
19433,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
19434,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
19435,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
19436,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
19437,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
19438,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
19439,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
19440,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
19441,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19442,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19443,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
19444,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
19445,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19446,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19447,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
19448,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
19449,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19450,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
19451,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
19452,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
19453,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
19454,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
19455,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
19456,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
19457,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
19458,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
19459,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
19460,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
19461,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
19462,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
19463,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
19464,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
19465,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19466,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19467,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
19468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19469,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
19470,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
19471,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
19472,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
19473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
19474,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19475,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
19476,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
19477,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
19478,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
19479,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
19480,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
19481,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
19482,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
19483,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
19484,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
19485,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
19486,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
19487,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
19488,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
19489,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
19490,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
19491,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
19492,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
19493,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
19494,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
19495,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
19496,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
19497,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
19498,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
19499,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
19500,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
19501,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
19502,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
19503,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
19504,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
19505,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
19506,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19507,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19508,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
19509,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19510,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
19511,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
19512,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
19513,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
19514,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
19515,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
19516,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
19517,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
19518,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
19519,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19520,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19521,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
19522,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
19523,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
19524,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
19525,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
19526,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
19527,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
19528,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19529,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
19530,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
19531,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
19532,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19533,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
19534,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
19535,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
19536,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
19537,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
19538,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
19539,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
19540,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
19541,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
19542,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
19543,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19544,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19545,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19546,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19547,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
19548,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
19549,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
19550,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
19551,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
19552,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
19553,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
19554,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
19555,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
19556,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
19557,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
19558,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
19559,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
19560,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
19561,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
19562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
19563,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
19566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
19567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19568,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
19569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
19575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
19576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
19578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
19579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
19580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
19581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
19582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
19588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
19591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
19593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
19594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
19595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
19596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
19597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
19599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
19600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
19601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
19606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19607,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
19608,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
19609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
19610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
19611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
19612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
19613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
19616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
19617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
19618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
19619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
19621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
19623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
19624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
19625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
19626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
19629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
19630,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
19631,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
19632,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
19633,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
19634,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
19635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
19636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19637,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19638,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
19639,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
19640,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
19641,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
19642,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
19643,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
19644,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
19645,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
19646,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
19647,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
19648,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
19649,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
19650,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
19651,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
19652,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
19653,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
19654,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
19655,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
