Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDD_M_R
2863,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2864,Water,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2865,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2866,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2867,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2868,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2869,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2870,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2871,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2872,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2873,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2874,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2875,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
2876,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2877,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2878,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2879,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2880,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2881,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2882,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
2883,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
2884,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2885,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2886,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2887,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2888,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2889,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2890,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2891,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2892,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
2893,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2894,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2895,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2896,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2897,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2898,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2899,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2900,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2901,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2902,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2903,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2904,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2905,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2906,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2907,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
2908,Water,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
2909,Water,Forest,Water,NULL,Water,Wetland,Water,Water
2910,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
2911,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
2912,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2913,Water,Forest,Water,Non_Water,Water,Water,Water,Water
2914,Water,Forest,Water,Water,Water,NULL,Water,Water
2915,Water,Forest,Water,Water,Water,NULL,Water,Forest
2916,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
2917,Water,Forest,Water,Water,Water,Wetland,Water,Water
2918,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2919,Water,Forest,Water,Water,Water,Water,Wetland,Forest
2920,Water,Forest,Water,Water,Water,Water,Water,Water
2921,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2922,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2923,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2924,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2925,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2926,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2927,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2928,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2929,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2930,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2931,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2932,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2933,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2934,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2935,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2936,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2937,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2938,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2939,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2940,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2941,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2942,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2943,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2944,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2945,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2946,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2947,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2948,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2949,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2950,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2951,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
2952,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2953,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2954,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2955,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2956,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2957,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2958,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2959,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2960,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2961,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2962,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2963,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2964,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2965,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2966,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2967,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2968,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2969,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2970,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2971,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2972,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2973,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2974,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2975,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2976,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2977,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2978,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2979,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2980,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2981,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2982,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2983,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2984,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2985,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2986,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2987,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2988,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2989,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2990,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2991,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2992,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2993,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2994,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2995,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2996,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2997,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2998,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2999,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3000,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3001,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3002,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3003,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3004,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3005,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3006,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3007,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3008,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3009,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3010,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
3011,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3012,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3013,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3014,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3015,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3016,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3017,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3018,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3019,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3020,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3021,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3022,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
3023,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3024,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3025,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3026,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3027,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3028,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3029,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3030,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3031,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3032,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3033,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3034,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3035,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3036,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3037,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3038,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
3039,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3040,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3041,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3042,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3043,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
3044,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3045,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3046,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3047,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3048,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3049,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3050,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3051,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3052,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3053,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3054,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3055,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3056,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3057,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
3058,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3059,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3060,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3061,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3062,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3063,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3064,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3065,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3066,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3067,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3068,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3069,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3070,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3071,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3072,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3073,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3074,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3075,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3076,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3077,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3078,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3079,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
3080,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3081,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3082,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3083,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3084,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3085,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3086,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3087,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3088,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3089,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3090,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3091,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3092,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3093,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3094,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
3095,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3096,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3097,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
3098,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3099,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3100,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3101,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3102,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3103,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3104,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3105,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3106,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3107,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
3108,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3109,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3110,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3111,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3112,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3113,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3114,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3115,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3116,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3117,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3118,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3119,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3120,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3121,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3122,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3123,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3124,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
3125,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3126,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3127,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3128,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3129,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3130,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3131,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3132,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3133,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3134,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
3135,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3136,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3137,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3138,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3139,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3140,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3141,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3142,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
3143,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3144,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3145,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3146,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3147,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
3148,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3149,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
3150,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
3151,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3152,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3153,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3154,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3155,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3156,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3157,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3158,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3159,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3160,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3161,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
3162,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3163,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3164,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3165,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
3166,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3167,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3168,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3169,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3170,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3171,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3172,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
3173,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
