Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGM_M_R
2791,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2792,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2793,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2794,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2795,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2796,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2797,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2798,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2799,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2800,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2801,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2802,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2803,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2804,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2805,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2806,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2807,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2808,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2809,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2810,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2811,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2812,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2813,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2814,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2815,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2816,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2817,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2818,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2819,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2820,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2821,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2822,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2823,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2824,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2825,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2826,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2827,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2828,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2829,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2830,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2831,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2832,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2833,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2834,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2835,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2836,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2837,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2838,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2839,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2840,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2841,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2842,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2843,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
2844,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
2845,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2846,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2847,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2848,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2849,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
2850,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2851,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Water
2852,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2853,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2854,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2855,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2856,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2857,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2858,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2859,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2860,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2861,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2862,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2863,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2864,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2865,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2866,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2867,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
2868,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2869,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2870,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2871,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
2872,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2873,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2874,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2875,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2876,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2877,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2878,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2879,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2880,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2881,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2882,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2883,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2884,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
2885,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
2886,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
2887,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2888,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
2889,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
2890,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
2891,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
2892,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Forest
2893,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
2894,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
2895,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
2896,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
2897,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
2898,Forest,NULL,Cropland,Water,Non_Wetland,Built-up,Bareland,Grassland
2899,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
2900,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
2901,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2902,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2903,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2904,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
2905,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2906,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
2907,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2908,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
2909,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2910,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2911,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2912,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2913,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2914,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
2915,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2916,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2917,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2918,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2919,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2920,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2921,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2922,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2923,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2924,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2925,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2926,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2927,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2928,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2929,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
2930,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2931,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2932,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
2933,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2934,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2935,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2936,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2937,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2938,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
2939,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2940,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2941,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2942,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
2943,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2944,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2945,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
2946,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
2947,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
2948,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2949,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2950,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2951,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2952,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2953,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2954,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2955,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
2956,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2957,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2958,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2959,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2960,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2961,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2962,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2963,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2964,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2965,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2966,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2967,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2968,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2969,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2970,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2971,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2972,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
2973,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2974,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2975,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2976,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
2977,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2978,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2979,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2980,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2981,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2982,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
2983,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2984,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2985,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2986,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2987,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
2988,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2989,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
2990,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2991,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2992,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2993,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2994,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Cropland
2995,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2996,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2997,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2998,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2999,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3000,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3001,Forest,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
3002,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3003,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
3004,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
3005,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
3006,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3007,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
3008,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3009,Forest,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
3010,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3011,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3012,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3013,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3014,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3015,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
3016,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3017,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3018,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3019,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3020,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Water
3021,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
3022,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3023,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
3024,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3025,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
3026,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3027,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3028,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3029,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3030,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3031,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3032,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3033,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3034,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3035,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3036,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3037,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3038,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3039,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3040,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3041,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3042,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3043,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3044,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3045,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
3046,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
3047,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3048,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3049,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3050,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3051,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3052,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
3053,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3054,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3055,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3056,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3057,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3058,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3059,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3060,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3061,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3062,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3063,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3064,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3065,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3066,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3067,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3068,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
3069,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3070,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3071,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
3072,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
3073,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
3074,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3075,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3076,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3077,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
3078,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
3079,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Forest
3080,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3081,Forest,NULL,Water,NULL,Water,NULL,Wetland,Water
3082,Forest,NULL,Water,NULL,Water,NULL,Water,Water
3083,Forest,NULL,Water,NULL,Water,NULL,Water,Forest
3084,Forest,NULL,Water,NULL,Water,NULL,Forest,Water
3085,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3086,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3087,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3088,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3089,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
3090,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3091,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
3092,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
3093,Forest,NULL,Water,NULL,Water,Wetland,Forest,Water
3094,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
3095,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3096,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
3097,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3098,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
3099,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3100,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
3101,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3102,Forest,NULL,Water,NULL,Water,Water,Water,Water
3103,Forest,NULL,Water,NULL,Water,Water,Water,Forest
3104,Forest,NULL,Water,NULL,Water,Water,Forest,Water
3105,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
3106,Forest,NULL,Water,NULL,Water,Forest,Wetland,Water
3107,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
3108,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
3109,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
3110,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3111,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
3112,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3113,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
