Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNM_M_R
4724,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4725,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4726,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4727,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4728,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4729,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4730,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4731,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4732,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4733,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4734,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4735,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4736,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4737,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4738,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4739,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4740,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4741,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4742,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4743,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4744,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4745,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4746,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4747,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4748,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4749,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4750,Wetland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
4751,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
4752,Wetland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4753,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Bareland
4754,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4755,Wetland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
4756,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
4757,Wetland,Cropland,Water,Water,Water,Water,Grassland,Wetland
4758,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4759,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4760,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4761,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4762,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4763,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4764,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4765,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4766,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4767,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4768,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4769,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4770,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4771,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4772,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4773,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4774,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
4775,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4776,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4777,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Grassland
4778,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
4779,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4780,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4781,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4782,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4783,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4784,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
4785,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
4786,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4787,Wetland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
4788,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4789,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4790,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4791,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4792,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4793,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4794,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4795,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
4796,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4797,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4798,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4799,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4800,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4801,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4802,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
4803,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4804,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4805,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4806,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4807,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4808,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4809,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4810,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4811,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4812,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4813,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
4814,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4815,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4816,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
4817,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4818,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4819,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4820,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
4821,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
4822,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4823,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4824,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4825,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4826,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4827,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4828,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
4829,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4830,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4831,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
4832,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
4833,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
4834,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
4835,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4836,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4837,Wetland,Wetland,Wetland,Water,Wetland,Forest,Grassland,Grassland
4838,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4839,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4840,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4841,Wetland,Wetland,Water,NULL,Water,Bareland,Grassland,Grassland
4842,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4843,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
4844,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4845,Wetland,Wetland,Water,Water,Water,NULL,Grassland,Wetland
4846,Wetland,Wetland,Water,Water,Water,Shrubland,Grassland,Wetland
4847,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
4848,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
4849,Wetland,Wetland,Water,Water,Water,Water,Grassland,Grassland
4850,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
4851,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
4852,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
4853,Wetland,Wetland,Water,Water,Water,Water,Water,Water
4854,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
4855,Wetland,Wetland,Water,Water,Water,Forest,Forest,Grassland
4856,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4857,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4858,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4859,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4860,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4861,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4862,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4863,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4864,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4865,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4866,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4867,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4868,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4869,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4870,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4871,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4872,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4873,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
4874,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Forest,Wetland
4875,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4876,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4877,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4878,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
4879,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4880,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Wetland
4881,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4882,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4883,Wetland,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4884,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4885,Wetland,Water,NULL,Water,Non_Wetland,Forest,Forest,Grassland
4886,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4887,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4888,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4889,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4890,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4891,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4892,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4893,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4894,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4895,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
4896,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4897,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4898,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4899,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4900,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4901,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4902,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4903,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4904,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4905,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4906,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4907,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4908,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4909,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4910,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4911,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4912,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4913,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4914,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4915,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4916,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4917,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4918,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4919,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4920,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
4921,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4922,Wetland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
4923,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4924,Wetland,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4925,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
4926,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
4927,Wetland,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
4928,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4929,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Forest
4930,Wetland,Water,Water,NULL,Water,Grassland,Bareland,Grassland
4931,Wetland,Water,Water,NULL,Water,Water,Grassland,Grassland
4932,Wetland,Water,Water,NULL,Water,Water,Grassland,Wetland
4933,Wetland,Water,Water,NULL,Water,Water,Grassland,Forest
4934,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
4935,Wetland,Water,Water,Water,Water,NULL,Grassland,Grassland
4936,Wetland,Water,Water,Water,Water,Shrubland,Grassland,Wetland
4937,Wetland,Water,Water,Water,Water,Wetland,Grassland,Grassland
4938,Wetland,Water,Water,Water,Water,Water,Grassland,Grassland
4939,Wetland,Water,Water,Water,Water,Water,Grassland,Wetland
4940,Wetland,Water,Water,Water,Water,Water,Water,Wetland
4941,Wetland,Water,Water,Water,Water,Water,Water,Water
4942,Wetland,Water,Water,Water,Water,Water,Water,Forest
4943,Wetland,Water,Water,Water,Water,Forest,Grassland,Grassland
4944,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4945,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4946,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4947,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4948,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4949,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4950,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4951,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4952,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4953,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4954,Wetland,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4955,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4956,Wetland,Water,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
4957,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4958,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4959,Wetland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4960,Wetland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4961,Wetland,Forest,Wetland,Water,Wetland,Forest,Grassland,Grassland
4962,Wetland,Forest,Water,Water,Water,Grassland,Grassland,Wetland
4963,Wetland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4964,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4965,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4966,Wetland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4967,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4968,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4969,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4970,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4971,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4972,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4973,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4974,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4975,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4976,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4977,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4978,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4979,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4980,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4981,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4982,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4983,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4984,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4985,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4986,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4987,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4988,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4989,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4990,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4991,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4992,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4993,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4994,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4995,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4996,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4997,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4998,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4999,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5000,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5001,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5002,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5003,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5005,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5006,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5012,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5015,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5016,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5017,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5018,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5019,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5020,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5021,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5031,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5032,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5033,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5034,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5035,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5036,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5037,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5038,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5039,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5040,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
