Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUM_M_R
2440,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
2441,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2442,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2443,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2444,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2445,Forest,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
2446,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
2447,Forest,Bareland,Wetland,Water,Wetland,Wetland,Forest,Grassland
2448,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
2449,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
2450,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
2451,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2452,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2453,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2454,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2455,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2456,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2457,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2458,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2459,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2460,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2461,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2462,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2463,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2464,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2465,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2466,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2467,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2468,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2469,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2470,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2471,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2472,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2473,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2474,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2475,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2476,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2477,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2478,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2479,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2480,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2481,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2482,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2483,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2484,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2485,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2487,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2488,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2489,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2490,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2491,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2493,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2494,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2495,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2496,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2497,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2498,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2499,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2500,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2501,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2502,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2503,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2504,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2505,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2506,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2507,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2508,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2509,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2510,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2511,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2512,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2513,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2514,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2515,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2516,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2517,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2518,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2519,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2520,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2521,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2522,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2523,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2524,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
2525,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2526,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
2527,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
2528,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2529,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2530,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2531,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2532,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2533,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
2534,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2535,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2536,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
2537,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2538,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2539,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2540,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2541,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
2542,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2543,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2544,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2545,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2546,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2547,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2548,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2549,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2550,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2551,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2552,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
2553,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2554,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2555,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2556,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2557,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
2558,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2559,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
2560,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2561,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2562,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2563,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2564,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2565,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2566,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2567,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2568,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2569,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2570,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2571,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2572,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2573,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2574,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2575,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2576,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2577,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2578,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2579,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2580,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2581,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2582,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2583,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2584,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2585,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2586,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2587,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2588,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2589,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2590,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
2591,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2592,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2593,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2594,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2595,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2596,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2597,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2598,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
2599,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2600,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2601,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2602,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2603,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2604,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2605,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2606,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
2607,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2608,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2609,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
2610,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2611,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2612,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
2613,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2614,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2615,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2616,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
2617,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
2618,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2619,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
2620,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2621,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2622,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2623,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
2624,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2625,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
2626,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2627,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2628,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2629,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
2630,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2631,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2632,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2633,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2634,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2635,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2636,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2637,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
2638,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
2639,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2640,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2641,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2642,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2643,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
2644,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2645,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
2646,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2647,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
2648,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
2649,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
2650,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
2651,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2652,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2653,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2654,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2655,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2656,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
2657,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
2658,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
2659,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
2660,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2661,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2662,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2663,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
2664,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2665,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2666,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2667,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
2668,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2669,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2670,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2671,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2672,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2673,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2674,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2675,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2676,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2677,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2678,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2679,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2680,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2681,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
2682,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2683,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2684,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2685,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2686,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2687,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2688,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
2689,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2690,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2691,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2692,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2693,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
2694,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2695,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
2696,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2697,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2698,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
2699,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
2700,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
2701,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2702,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
2703,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2704,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
2705,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
2706,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2707,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2708,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2709,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2710,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2711,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2712,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
2713,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2714,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2715,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2716,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2717,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2718,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2719,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2720,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2721,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2722,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2723,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2724,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2725,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2726,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2727,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
2728,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2729,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2730,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
2731,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
2732,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
2733,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
2734,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Wetland
2735,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
2736,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
2737,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2738,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2739,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2740,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2741,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2742,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2743,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2744,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2745,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
2746,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2747,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2748,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2749,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2750,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2751,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2752,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2753,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2754,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2755,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
2756,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2757,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2758,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2759,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2760,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2761,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2762,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2763,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2764,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2765,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
2766,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
2767,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2768,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2769,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2770,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2771,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2772,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2773,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2774,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2775,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2776,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2777,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
