Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPN_M_R
10415,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
10416,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
10417,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
10418,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
10419,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
10420,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
10421,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
10422,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
10423,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
10424,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
10425,Water,Water,Wetland,Water,Wetland,Water,Water,Water
10426,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
10427,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
10428,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
10429,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
10430,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
10431,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
10432,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
10433,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
10434,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
10435,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
10436,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
10437,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
10438,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
10439,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
10440,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10441,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10442,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
10443,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
10444,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
10445,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Forest
10446,Water,Water,Bareland,NULL,Non_Wetland,Water,Built-up,Water
10447,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
10448,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
10449,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10450,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
10451,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
10452,Water,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
10453,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
10454,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10455,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Water
10456,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
10457,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10458,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
10459,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
10460,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Water
10461,Water,Water,Bareland,Water,Non_Wetland,Shrubland,Water,Forest
10462,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
10463,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
10464,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Grassland
10465,Water,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
10466,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
10467,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
10468,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
10469,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
10470,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
10471,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
10472,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10473,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
10474,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10475,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
10476,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
10477,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
10478,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
10479,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
10480,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
10481,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
10482,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
10483,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
10484,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Water
10485,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Forest
10486,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
10487,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
10488,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
10489,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
10490,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Bareland
10491,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Water
10492,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
10493,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Built-up
10494,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Water
10495,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
10496,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
10497,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
10498,Water,Water,Water,NULL,Water,NULL,Water,Grassland
10499,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
10500,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
10501,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
10502,Water,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
10503,Water,Water,Water,NULL,Water,Shrubland,Grassland,Water
10504,Water,Water,Water,NULL,Water,Shrubland,Grassland,Forest
10505,Water,Water,Water,NULL,Water,Shrubland,Water,NULL
10506,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
10507,Water,Water,Water,NULL,Water,Shrubland,Water,Bareland
10508,Water,Water,Water,NULL,Water,Shrubland,Water,Water
10509,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
10510,Water,Water,Water,NULL,Water,Grassland,Water,NULL
10511,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
10512,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
10513,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
10514,Water,Water,Water,NULL,Water,Wetland,Water,Water
10515,Water,Water,Water,NULL,Water,Wetland,Water,Forest
10516,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
10517,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
10518,Water,Water,Water,NULL,Water,Bareland,Water,Forest
10519,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
10520,Water,Water,Water,NULL,Water,Water,Shrubland,Wetland
10521,Water,Water,Water,NULL,Water,Water,Shrubland,Water
10522,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
10523,Water,Water,Water,NULL,Water,Water,Grassland,Water
10524,Water,Water,Water,NULL,Water,Water,Water,Grassland
10525,Water,Water,Water,NULL,Water,Water,Water,Wetland
10526,Water,Water,Water,NULL,Water,Water,Water,Water
10527,Water,Water,Water,NULL,Water,Water,Water,Forest
10528,Water,Water,Water,NULL,Water,Forest,Shrubland,Wetland
10529,Water,Water,Water,NULL,Water,Forest,Shrubland,Forest
10530,Water,Water,Water,NULL,Water,Forest,Water,Water
10531,Water,Water,Water,NULL,Water,Forest,Water,Forest
10532,Water,Water,Water,NULL,Water,Forest,Forest,Water
10533,Water,Water,Water,NULL,Water,Forest,Forest,Forest
10534,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
10535,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
10536,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Water
10537,Water,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
10538,Water,Water,Water,Non_Water,Water,Shrubland,Grassland,Water
10539,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
10540,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
10541,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
10542,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Water
10543,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Forest
10544,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
10545,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
10546,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
10547,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Bareland
10548,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
10549,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
10550,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
10551,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
10552,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
10553,Water,Water,Water,Non_Water,Water,Water,Shrubland,Forest
10554,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
10555,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
10556,Water,Water,Water,Non_Water,Water,Water,Water,NULL
10557,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
10558,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
10559,Water,Water,Water,Non_Water,Water,Water,Water,Water
10560,Water,Water,Water,Non_Water,Water,Water,Water,Forest
10561,Water,Water,Water,Non_Water,Water,Water,Forest,Wetland
10562,Water,Water,Water,Non_Water,Water,Water,Forest,Water
10563,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Water
10564,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
10565,Water,Water,Water,Non_Water,Water,Forest,Water,Water
10566,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
10567,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
10568,Water,Water,Water,Water,Water,NULL,Grassland,Water
10569,Water,Water,Water,Water,Water,NULL,Water,Grassland
10570,Water,Water,Water,Water,Water,NULL,Water,Water
10571,Water,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
10572,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
10573,Water,Water,Water,Water,Water,Shrubland,Shrubland,Forest
10574,Water,Water,Water,Water,Water,Shrubland,Grassland,Water
10575,Water,Water,Water,Water,Water,Shrubland,Water,NULL
10576,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
10577,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
10578,Water,Water,Water,Water,Water,Shrubland,Water,Water
10579,Water,Water,Water,Water,Water,Shrubland,Water,Forest
10580,Water,Water,Water,Water,Water,Grassland,Water,Water
10581,Water,Water,Water,Water,Water,Wetland,Shrubland,Water
10582,Water,Water,Water,Water,Water,Wetland,Shrubland,Forest
10583,Water,Water,Water,Water,Water,Wetland,Water,Wetland
10584,Water,Water,Water,Water,Water,Wetland,Water,Water
10585,Water,Water,Water,Water,Water,Wetland,Water,Forest
10586,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
10587,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
10588,Water,Water,Water,Water,Water,Bareland,Grassland,Bareland
10589,Water,Water,Water,Water,Water,Bareland,Water,Grassland
10590,Water,Water,Water,Water,Water,Bareland,Water,Bareland
10591,Water,Water,Water,Water,Water,Bareland,Water,Water
10592,Water,Water,Water,Water,Water,Bareland,Water,Forest
10593,Water,Water,Water,Water,Water,Water,NULL,Wetland
10594,Water,Water,Water,Water,Water,Water,NULL,Water
10595,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
10596,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
10597,Water,Water,Water,Water,Water,Water,Shrubland,Water
10598,Water,Water,Water,Water,Water,Water,Shrubland,Forest
10599,Water,Water,Water,Water,Water,Water,Grassland,Grassland
10600,Water,Water,Water,Water,Water,Water,Grassland,Water
10601,Water,Water,Water,Water,Water,Water,Wetland,Water
10602,Water,Water,Water,Water,Water,Water,Built-up,Water
10603,Water,Water,Water,Water,Water,Water,Built-up,Forest
10604,Water,Water,Water,Water,Water,Water,Water,NULL
10605,Water,Water,Water,Water,Water,Water,Water,Grassland
10606,Water,Water,Water,Water,Water,Water,Water,Cropland
10607,Water,Water,Water,Water,Water,Water,Water,Wetland
10608,Water,Water,Water,Water,Water,Water,Water,Bareland
10609,Water,Water,Water,Water,Water,Water,Water,Water
10610,Water,Water,Water,Water,Water,Water,Water,Forest
10611,Water,Water,Water,Water,Water,Water,Forest,Water
10612,Water,Water,Water,Water,Water,Water,Forest,Forest
10613,Water,Water,Water,Water,Water,Forest,Shrubland,Water
10614,Water,Water,Water,Water,Water,Forest,Shrubland,Forest
10615,Water,Water,Water,Water,Water,Forest,Wetland,Water
10616,Water,Water,Water,Water,Water,Forest,Water,Wetland
10617,Water,Water,Water,Water,Water,Forest,Water,Water
10618,Water,Water,Water,Water,Water,Forest,Water,Forest
10619,Water,Water,Water,Water,Water,Forest,Forest,Water
10620,Water,Water,Water,Water,Water,Forest,Forest,Forest
10621,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10622,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10623,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10624,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10625,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10626,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10627,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10628,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10629,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10630,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10631,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10632,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10633,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10634,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10635,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10636,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10637,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10638,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10639,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10640,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10641,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10642,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10643,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10644,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10645,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10646,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10647,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10648,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
10649,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10650,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10651,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
10652,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
10653,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10654,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10655,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10656,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10657,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10658,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10659,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10660,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
10661,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
10662,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10663,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10664,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10665,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10666,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10667,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10668,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10669,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
10670,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
10671,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10672,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10673,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
10674,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10675,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10676,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10677,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10678,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
10679,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10680,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10681,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10682,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10683,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10684,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10685,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
10686,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10687,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10688,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
10689,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10690,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10691,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10692,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10693,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10694,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10695,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10696,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
10697,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10698,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
10699,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10700,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
10701,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
10702,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10703,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10704,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
10705,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10706,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10707,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10708,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10709,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
10710,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10711,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
10712,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10713,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
10714,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10715,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10716,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
10717,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10718,Water,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
10719,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
10720,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
10721,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
10722,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
10723,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
10724,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10725,Water,Water,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
10726,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
10727,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
10728,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Bareland
10729,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
10730,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
10731,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10732,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10733,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
10734,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
10735,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
10736,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10737,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10738,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10739,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
10740,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
10741,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
10742,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10743,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
10744,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
