Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFV_M_R
10774,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10775,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10776,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10777,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10778,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10779,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10780,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10781,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10782,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10783,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10784,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10785,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10786,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10787,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10788,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10789,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
10790,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
10791,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
10792,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10793,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10794,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10795,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10796,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10797,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10798,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10799,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10800,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10801,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10802,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
10803,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10804,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10805,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10806,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
10807,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10808,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10809,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10810,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10811,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
10812,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10813,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
10814,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
10815,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10816,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10817,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
10818,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
10819,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
10820,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10821,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
10822,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10823,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10824,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
10825,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
10826,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10827,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10828,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10829,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10830,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10831,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
10832,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10833,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10834,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10835,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Built-up,Forest
10836,Forest,Built-up,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
10837,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10838,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10839,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10840,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10841,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10842,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10843,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10844,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10845,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10846,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10847,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10848,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10849,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10850,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10851,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10852,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10853,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
10854,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10855,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
10856,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
10857,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10858,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10859,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10860,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10861,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
10862,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
10863,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
10864,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
10865,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
10866,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
10867,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
10868,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
10869,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
10870,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
10871,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
10872,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
10873,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
10874,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
10875,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
10876,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
10877,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
10878,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
10879,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
10880,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
10881,Forest,Built-up,Wetland,NULL,Wetland,Water,Built-up,Grassland
10882,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10883,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10884,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
10885,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
10886,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
10887,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Forest
10888,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
10889,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Forest
10890,Forest,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
10891,Forest,Built-up,Wetland,Water,Wetland,Grassland,Water,Forest
10892,Forest,Built-up,Wetland,Water,Wetland,Wetland,Grassland,Forest
10893,Forest,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Forest
10894,Forest,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
10895,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
10896,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10897,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10898,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
10899,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10900,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10901,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10902,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
10903,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
10904,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10905,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10906,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10907,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10908,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
10909,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10910,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
10911,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10912,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10913,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
10914,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
10915,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10916,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10917,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10918,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10919,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10920,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
10921,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
10922,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
10923,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
10924,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
10925,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
10926,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10927,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10928,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10929,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10930,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
10931,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
10932,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10933,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10934,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10935,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10936,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10937,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10938,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10939,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10940,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10941,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
10942,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
10943,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
10944,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
10945,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
10946,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
10947,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10948,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
10949,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10950,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10951,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10952,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10953,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
10954,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
10955,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
10956,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
10957,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
10958,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10959,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
10960,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
10961,Forest,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
10962,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
10963,Forest,Built-up,Water,Non_Water,Water,Grassland,Built-up,Grassland
10964,Forest,Built-up,Water,Non_Water,Water,Bareland,Water,Forest
10965,Forest,Built-up,Water,Non_Water,Water,Water,Built-up,Forest
10966,Forest,Built-up,Water,Water,Water,Grassland,Grassland,Forest
10967,Forest,Built-up,Water,Water,Water,Wetland,Grassland,Forest
10968,Forest,Built-up,Water,Water,Water,Bareland,Water,Forest
10969,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10970,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10971,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10972,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10973,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10974,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10975,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
10976,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10977,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10978,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10979,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10980,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10981,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10982,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
10983,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10984,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10985,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10986,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10987,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10988,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10989,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10990,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10991,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10992,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10993,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10994,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10995,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10996,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10997,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10998,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10999,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11000,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11001,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
11002,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11003,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
11004,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
11005,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11006,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11007,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11008,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11009,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
11010,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11011,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11012,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11013,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
11014,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
11015,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
11016,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
11017,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
11018,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
11019,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11020,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
11021,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
11022,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
11023,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
11024,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
11025,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11026,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
11027,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
11028,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
11029,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11030,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11031,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11032,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
11033,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11034,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11035,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11036,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
11037,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11038,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11039,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11040,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11041,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11042,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11043,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
11044,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Grassland,Forest
11045,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
11046,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
11047,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
11048,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Forest,Forest
11049,Forest,Built-up,Forest,Water,Non_Wetland,Forest,Grassland,Forest
11050,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11051,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
11052,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11053,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11054,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11055,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11056,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11057,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
11058,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11059,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11060,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11061,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11062,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
11063,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11064,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11065,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11066,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
11067,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
11068,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
11069,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11070,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
11071,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11072,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
