Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZU_M_R
10603,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10604,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10605,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
10606,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10607,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
10608,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
10609,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
10610,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
10611,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10612,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
10613,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
10614,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
10615,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
10616,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
10617,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
10618,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
10619,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
10620,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
10621,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
10622,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
10623,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
10624,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
10625,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
10626,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
10627,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10628,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
10629,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10630,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
10631,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10632,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
10633,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10634,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
10635,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Water
10636,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10637,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
10638,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
10639,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
10640,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
10641,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
10642,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
10643,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
10644,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
10645,Forest,Wetland,Water,NULL,Water,Water,Water,Water
10646,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
10647,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
10648,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
10649,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
10650,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
10651,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
10652,Forest,Wetland,Water,Water,Water,Water,Water,Water
10653,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
10654,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10655,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10656,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10657,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10658,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10659,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10660,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10661,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10662,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10663,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10664,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10665,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10666,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10667,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10668,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10669,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10670,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10671,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10672,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10673,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10674,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
10675,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10676,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10677,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10678,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10679,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10680,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10681,Forest,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
10682,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
10683,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
10684,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
10685,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10686,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10687,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10688,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
10689,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
10690,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10691,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10692,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10693,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10694,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10695,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
10696,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10697,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10698,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
10699,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10700,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10701,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10702,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10703,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10704,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10705,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10706,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10707,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10708,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10709,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
10710,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10711,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10712,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10713,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10714,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10715,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10716,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10717,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10718,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10719,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10720,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10721,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10722,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10723,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10724,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10725,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10726,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
10727,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
10728,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10729,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10730,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
10731,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10732,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10733,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
10734,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
10735,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10736,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10737,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10738,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
10739,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10740,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10741,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10742,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
10743,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
10744,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
10745,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
10746,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10747,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10748,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10749,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10750,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10751,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
10752,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10753,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10754,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10755,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10756,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10757,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10758,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10759,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10760,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10761,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10762,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
10763,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10764,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
10765,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10766,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10767,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10768,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10769,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10770,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10771,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10772,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10773,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10774,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10775,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10776,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10777,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
10778,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10779,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10780,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
10781,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10782,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10783,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10784,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10785,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10786,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10787,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10788,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10789,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10790,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10791,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10792,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
10793,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10794,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10795,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10796,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10797,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
10798,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10799,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10800,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10801,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10802,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10803,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10804,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10805,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10806,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
10807,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10808,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10809,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10810,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10811,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10812,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10813,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10814,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10815,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10816,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10817,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
10818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10822,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10823,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10824,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10825,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10826,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10827,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10828,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10829,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
10830,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10831,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10832,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10833,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10834,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10835,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
10836,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10837,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
10838,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10839,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10840,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10841,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10842,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10843,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10844,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10845,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10846,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10847,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10848,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
10849,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10850,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10851,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10852,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10853,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10854,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10855,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10856,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10857,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
10858,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10859,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10860,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10861,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10862,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10863,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10864,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10865,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10866,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10867,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10868,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10869,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10870,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10871,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10872,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10873,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10874,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10875,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10876,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10877,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
10878,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10879,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
10880,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10881,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10882,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10883,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10884,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10885,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
10886,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10887,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10888,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
10889,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10890,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
10891,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
10892,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
10893,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
10894,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
10895,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
10896,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10897,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10898,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10899,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10900,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10901,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10902,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10903,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10904,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
10905,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10906,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10907,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10908,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
10909,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10910,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10911,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
10912,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10913,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10915,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
10916,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10917,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10918,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
10919,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
