Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWJ_M_R
2081,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2082,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2083,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2084,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2085,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2086,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2087,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2088,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2089,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2090,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2091,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2092,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2093,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2094,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2095,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2096,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2097,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2098,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2099,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2100,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2101,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2102,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2103,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2104,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2105,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2106,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2107,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2108,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2109,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2110,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2111,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2112,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2113,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2114,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2115,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2116,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2117,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2118,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2119,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2120,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2121,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2122,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2123,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2124,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2125,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2126,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2127,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2128,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2129,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2130,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2131,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2132,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2133,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2134,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2135,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
2136,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2137,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2138,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2139,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2140,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2141,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2142,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2143,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2144,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2145,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2146,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2147,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2148,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
2149,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2150,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2151,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2152,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2153,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2154,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2155,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2156,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2157,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2158,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2159,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2160,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2161,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2162,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2163,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2164,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2165,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2166,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2167,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2168,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2169,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2170,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2171,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2172,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2173,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2174,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2175,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2176,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2177,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2178,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2179,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2180,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2181,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2182,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2183,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2184,Forest,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2185,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2186,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2187,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2188,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2189,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2190,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2191,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2192,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2193,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2194,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2195,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2196,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2197,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2198,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2199,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2200,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2201,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2202,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2203,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2204,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2205,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2206,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2207,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2208,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2209,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2210,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2211,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2212,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2213,Forest,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2214,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2215,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2216,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2217,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2218,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2219,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2220,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2221,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2222,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2223,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2224,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2225,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2226,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2227,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2228,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2229,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2230,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2231,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2232,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2233,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2234,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2235,Forest,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2236,Forest,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2237,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2238,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
2239,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
2240,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2241,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2242,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2243,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2244,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2245,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
2246,Forest,Bareland,Water,Water,Water,NULL,NULL,Cropland
2247,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
2248,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2249,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
2250,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2252,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2253,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2254,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2255,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2256,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2257,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2258,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2259,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2260,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2261,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2262,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2263,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2264,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2265,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2266,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2267,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2268,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2269,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2270,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2271,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2272,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2273,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2274,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2275,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2276,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2277,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2278,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2279,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2280,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2281,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2282,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2283,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2284,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2285,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2286,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2287,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2288,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2289,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2290,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2291,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2292,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2293,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2294,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2295,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2296,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2297,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2298,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2299,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2300,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2301,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2302,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2303,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2304,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2305,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2306,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2307,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2308,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2309,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2310,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2311,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2312,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2313,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2314,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2315,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2316,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2317,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2318,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2319,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2320,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2321,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2322,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2323,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2324,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2325,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2326,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2327,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2328,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2329,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2330,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2331,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2332,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2333,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2334,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2335,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2336,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2337,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2338,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2339,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2340,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2341,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2342,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2343,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2344,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2345,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2346,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2347,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2348,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2349,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2350,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2351,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2352,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2353,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2354,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2355,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2356,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2357,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2358,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2359,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2360,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2361,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2362,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2363,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2364,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2365,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2366,Forest,Water,Water,NULL,Water,NULL,NULL,Cropland
2367,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2368,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2369,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2370,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2371,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2372,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2373,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2374,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2375,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2376,Forest,Water,Water,Water,Water,NULL,NULL,Water
2377,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2378,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2379,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2380,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2381,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2382,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2383,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2384,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2385,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2386,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2387,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2388,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2389,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2390,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2391,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2392,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2393,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2394,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2395,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2396,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2397,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2398,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2399,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2400,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2401,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2402,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2403,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2404,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2405,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2406,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2407,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2408,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2409,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2410,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2411,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2412,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2413,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2414,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2415,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2416,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2417,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2418,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2419,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2420,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2421,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2422,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2423,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2424,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2425,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
