Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYV_M_R
11233,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
11234,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
11235,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
11236,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
11237,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
11238,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
11239,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
11240,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
11241,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
11242,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
11243,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
11244,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
11245,Forest,Wetland,Water,Water,Water,Water,Water,Water
11246,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
11247,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11248,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11249,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11250,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11251,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
11252,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11253,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
11254,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11255,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
11256,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11257,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11258,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11259,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
11260,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
11261,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
11262,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11263,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
11264,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
11265,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
11266,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
11267,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11268,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11269,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
11270,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
11271,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11272,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11273,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11274,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11275,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11276,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11277,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11278,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
11279,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11280,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11281,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
11282,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
11283,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
11284,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11285,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11286,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
11287,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
11288,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
11289,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
11290,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11291,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
11292,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11293,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
11294,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11295,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
11296,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11297,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
11298,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11299,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11300,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
11301,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11302,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11303,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11304,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11305,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11306,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11307,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11308,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11309,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11310,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11311,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11312,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11313,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
11314,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
11315,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
11316,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
11317,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11318,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11319,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11320,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11321,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
11322,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
11323,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
11324,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11325,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11326,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11327,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11328,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11329,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
11330,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
11331,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
11332,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11333,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11334,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11335,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11336,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11337,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11338,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
11339,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11340,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11341,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11342,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11343,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11344,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11345,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11346,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11347,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11348,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11349,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11350,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11351,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
11352,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11353,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11354,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11355,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11356,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
11357,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11358,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
11359,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11360,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11361,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11362,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
11363,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11364,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
11365,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11366,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11367,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
11368,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
11369,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
11370,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11371,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11372,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11373,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
11374,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Water
11375,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11376,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11377,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11378,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11379,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11380,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11381,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
11382,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11383,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11384,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11385,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11386,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11387,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11388,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11389,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11390,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11391,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11392,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11393,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11394,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11395,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11396,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11397,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11398,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11399,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11403,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11404,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11407,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11408,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11409,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11410,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11411,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11412,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11413,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11414,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11415,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11416,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11417,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
11422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
11427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
11429,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11430,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11431,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11432,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11433,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11434,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11435,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11436,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11437,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11438,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11439,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11440,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11441,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11442,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11443,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11444,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11445,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
11446,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
11447,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11448,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11449,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11452,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11454,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11455,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11456,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11457,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11458,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11459,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11460,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11461,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11462,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11463,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11464,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11465,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11466,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11467,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11468,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11469,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11470,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11471,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11472,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11473,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11474,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11475,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11476,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11477,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11478,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11479,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11480,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11481,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11482,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11483,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11484,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11485,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11486,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11487,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11488,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11489,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11490,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11491,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11492,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
11493,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11494,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11495,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11496,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11497,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11498,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11499,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11500,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11501,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11502,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11503,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11504,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11505,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11506,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11507,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11508,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11509,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
11510,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11511,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11512,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11513,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11514,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11515,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11516,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11517,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11518,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11519,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11520,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11521,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11522,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11523,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11524,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11525,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11526,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11527,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11528,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11529,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11530,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11531,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11532,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
11533,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
11534,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11535,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11536,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11537,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11538,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11539,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11540,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
11541,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
11542,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11543,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11544,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
