Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUF_M_R
8979,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8980,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Built-up
8981,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8982,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8983,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
8984,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8985,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8986,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8987,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
8988,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8989,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
8990,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8991,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8992,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8993,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8994,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
8995,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
8996,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8997,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
8998,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
8999,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
9000,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
9001,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9002,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
9003,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9004,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9005,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
9006,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
9007,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
9008,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9009,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
9010,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9011,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
9012,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
9013,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
9014,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
9015,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
9016,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9017,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
9018,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
9019,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
9020,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
9021,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
9022,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
9023,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
9024,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
9025,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
9026,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
9027,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
9028,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
9029,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
9030,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
9031,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
9032,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
9033,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
9034,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
9035,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9036,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9037,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9038,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
9039,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9040,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9041,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9042,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
9043,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
9044,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9045,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9046,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9047,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9048,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
9049,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9050,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
9051,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9052,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9053,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
9054,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9055,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
9056,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
9057,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9058,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
9059,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
9060,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9061,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9062,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9063,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9064,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9065,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9066,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9067,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9068,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9069,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
9070,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9071,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9072,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9073,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9074,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9075,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
9076,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9077,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9078,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
9079,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9080,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9081,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
9082,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
9083,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
9084,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
9085,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
9086,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
9087,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
9088,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9089,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9090,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9091,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9092,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9093,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9094,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9095,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9096,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9097,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9098,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9099,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9100,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9101,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9102,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9103,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9104,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9105,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
9106,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9107,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9108,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9109,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9110,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9111,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
9112,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9113,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
9114,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9115,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9116,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9117,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9118,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
9119,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9120,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
9121,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9122,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9123,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9124,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9125,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9126,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9127,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9128,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9129,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9130,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9131,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9132,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9133,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9134,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9135,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9136,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
9137,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9138,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9139,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9140,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9141,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9142,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
9143,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
9144,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
9145,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9146,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9147,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9148,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9149,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9150,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9151,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9152,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9153,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9154,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9155,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9156,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9157,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9158,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9159,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9160,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9161,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9162,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9163,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9164,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9165,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
9166,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9167,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9168,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9169,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
9170,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9171,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
9172,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9173,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9174,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
9175,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9176,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9177,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9178,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
9179,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
9180,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
9181,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
9182,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
9183,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
9184,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
9185,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
9186,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9187,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
9188,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9189,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9190,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
9191,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
9192,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9193,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9194,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9195,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9196,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
9197,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
9198,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
9199,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
9200,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
9201,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
9202,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
9203,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
9204,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
9205,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
9206,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
9207,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
9208,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9209,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
9210,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
9211,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9212,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
9213,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9214,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9215,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9216,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9217,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9218,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
9219,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
9220,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9221,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9222,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
9223,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
9224,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
9225,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
9226,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
9227,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
9228,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
9229,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9230,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
9231,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Shrubland,NULL
9232,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
9233,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
9234,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
9235,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9237,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9238,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
9241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9243,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9244,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9252,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9254,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
9255,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9256,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9257,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9258,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
9259,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9260,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
9261,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9262,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9263,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9264,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9265,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9266,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9267,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9268,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9269,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9270,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9271,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9272,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9273,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9274,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9275,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9276,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9277,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9278,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9279,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9280,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9281,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9282,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9283,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9284,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9285,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9286,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9287,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
9288,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9289,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9290,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9291,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9292,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9293,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9294,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9296,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9304,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9305,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9307,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9308,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9309,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
9310,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9311,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
