Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLP_M_R
5781,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
5782,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5783,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5784,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5785,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5786,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Water
5787,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5788,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5789,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5790,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5791,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5792,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
5793,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5794,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
5795,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5796,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5797,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
5798,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
5799,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
5800,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
5801,Forest,Forest,Grassland,Water,Non_Wetland,Water,Grassland,Forest
5802,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
5803,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5804,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5805,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5806,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5807,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5808,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5809,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5810,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5811,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5812,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5814,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5815,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5816,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5817,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5818,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Water
5819,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5820,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5821,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5822,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5823,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5824,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5825,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5826,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5827,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
5828,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5829,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
5830,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5831,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5832,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5833,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
5834,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5835,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5836,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5837,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5838,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
5839,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5840,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5841,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5842,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5843,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5844,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
5845,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5846,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5847,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5848,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
5849,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5850,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5851,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5852,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5853,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5854,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
5855,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5856,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5857,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5858,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5859,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Water
5860,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5861,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5862,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5863,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5864,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
5865,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
5866,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
5867,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
5868,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
5869,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5870,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
5871,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5872,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
5873,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
5874,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5875,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
5876,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
5877,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5878,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5879,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5880,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
5881,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5882,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
5883,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5884,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5885,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
5886,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5887,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5888,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5889,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5890,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
5891,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5892,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5893,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
5894,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5895,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
5896,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5897,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5898,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
5899,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5900,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
5901,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5902,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5903,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5904,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
5905,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5906,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5907,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
5908,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5909,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5910,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
5911,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
5912,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5913,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5914,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
5915,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
5916,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
5917,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
5918,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
5919,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5920,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
5921,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
5922,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
5923,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
5924,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
5925,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
5926,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
5927,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5928,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5929,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
5930,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
5931,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
5932,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
5933,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
5934,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
5935,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
5936,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
5937,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5938,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5939,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5940,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
5941,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
5942,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5943,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5944,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5945,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5946,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5947,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Water
5948,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5949,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5950,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
5951,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5952,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
5953,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5954,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
5955,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5956,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
5957,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5958,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5959,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
5960,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5961,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
5962,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
5963,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
5964,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
5965,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5966,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
5967,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
5968,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
5969,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
5970,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
5971,Forest,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5972,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
5973,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
5974,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
5975,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
5976,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Water
5977,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
5978,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
5979,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
5980,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
5981,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
5982,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
5983,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
5984,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5985,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
5986,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
5987,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
5988,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5989,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5990,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5991,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
5992,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5993,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5994,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
5995,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5996,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5997,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
5998,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5999,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6000,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6001,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6002,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6003,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6004,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6005,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6006,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6007,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
6008,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6009,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
6010,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
6011,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
6012,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6013,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6014,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
6015,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
6016,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6017,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
6018,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6019,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6020,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
6021,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
6022,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
6023,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6024,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6025,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
6026,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6027,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
6028,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6029,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
6030,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6031,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6032,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
6033,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
6034,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6035,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
6036,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
6037,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
6038,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
6039,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
6040,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Forest,Forest
6041,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
6042,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
6043,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Water
6044,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
6045,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6046,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
6047,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6048,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
6049,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6050,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6051,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6052,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6053,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
6054,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
6055,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
6056,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6057,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
6058,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
6059,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
6060,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6061,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6062,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6063,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
6064,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6065,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6066,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
6067,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6068,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
6069,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6070,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
6071,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
6072,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
6073,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
6074,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
6075,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
6076,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
6077,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
6078,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
6079,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6080,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6081,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
6082,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
6083,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Water,Forest
6084,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
6085,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
6086,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Forest,Water
6087,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
6088,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
6089,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
6090,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
6091,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
6092,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
6093,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
6094,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
6095,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
6096,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
6097,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
6098,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
6099,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
6100,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
6101,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Forest
6102,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
6103,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
6104,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Wetland
6105,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
6106,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
6107,Forest,Forest,Water,NULL,Water,Bareland,Forest,Water
6108,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
