Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFE_M_R
22125,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22126,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
22127,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
22128,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22129,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
22130,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
22131,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
22132,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22133,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
22134,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Water
22135,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
22136,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
22137,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
22138,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
22139,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
22140,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
22141,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
22142,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
22143,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Cropland
22144,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
22145,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
22146,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
22147,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
22148,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
22149,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
22150,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
22151,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Water
22152,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Water
22153,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
22154,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
22155,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Water
22156,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
22157,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
22158,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Water
22159,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Forest,Forest
22160,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
22161,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
22162,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
22163,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Water
22164,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
22165,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Water
22166,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
22167,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
22168,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
22169,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
22170,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
22171,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
22172,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
22173,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
22174,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
22175,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
22176,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
22177,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
22178,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
22179,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Cropland
22180,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
22181,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
22182,Forest,Forest,Wetland,NULL,Wetland,NULL,Built-up,Cropland
22183,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
22184,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
22185,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
22186,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
22187,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
22188,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
22189,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Cropland
22190,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
22191,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
22192,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
22193,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
22194,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
22195,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
22196,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
22197,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
22198,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
22199,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Cropland
22200,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
22201,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
22202,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
22203,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
22204,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
22205,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
22206,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
22207,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
22208,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
22209,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Grassland
22210,Forest,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
22211,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
22212,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
22213,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
22214,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Cropland
22215,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
22216,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
22217,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
22218,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
22219,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
22220,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
22221,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
22222,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
22223,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
22224,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
22225,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
22226,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
22227,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
22228,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
22229,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
22230,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
22231,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
22232,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
22233,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
22234,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
22235,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
22236,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
22237,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
22238,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
22239,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
22240,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
22241,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
22242,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
22243,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
22244,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
22245,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
22246,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
22247,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
22248,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Cropland
22249,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
22250,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
22251,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
22252,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
22253,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
22254,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
22255,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
22256,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
22257,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
22258,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
22259,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
22260,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
22261,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
22262,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
22263,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Cropland
22264,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
22265,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
22266,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
22267,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
22268,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
22269,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
22270,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
22271,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
22272,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
22273,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
22274,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
22275,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
22276,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
22277,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
22278,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
22279,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
22280,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
22281,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Cropland
22282,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
22283,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
22284,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
22285,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
22286,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
22287,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
22288,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
22289,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
22290,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
22291,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
22292,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
22293,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
22294,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
22295,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
22296,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
22297,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
22298,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
22299,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
22300,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
22301,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
22302,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
22303,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
22304,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
22305,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
22306,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
22307,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
22308,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
22309,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Water,Forest
22310,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
22311,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
22312,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
22313,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
22314,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
22315,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
22316,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
22317,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
22318,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
22319,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
22320,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
22321,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
22322,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
22323,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
22324,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
22325,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
22326,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
22327,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
22328,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
22329,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
22330,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
22331,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Water
22332,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
22333,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
22334,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
22335,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
22336,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
22337,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
22338,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,NULL
22339,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
22340,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Cropland
22341,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
22342,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
22343,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
22344,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
22345,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
22346,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
22347,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
22348,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
22349,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
22350,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,NULL
22351,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
22352,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Cropland
22353,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
22354,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
22355,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
22356,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
22357,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
22358,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
22359,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
22360,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
22361,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
22362,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
22363,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
22364,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
22365,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
22366,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
22367,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
22368,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
22369,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
22370,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
22371,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
22372,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
22373,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
22374,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
22375,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
22376,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Cropland
22377,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
22378,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
22379,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
22380,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Water
22381,Forest,Forest,Wetland,Water,Wetland,Shrubland,NULL,Forest
22382,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Forest
22383,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
22384,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
22385,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
22386,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
22387,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Cropland
22388,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
22389,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
22390,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
22391,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
22392,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
22393,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
22394,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
22395,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
22396,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
22397,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
22398,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
22399,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
22400,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
22401,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
22402,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
22403,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
22404,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
22405,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
22406,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
22407,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
22408,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
22409,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
22410,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
22411,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
22412,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
22413,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
22414,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
22415,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
22416,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
22417,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
22418,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
22419,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
22420,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
22421,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
22422,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22423,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
22424,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
22425,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
22426,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
22427,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
22428,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
22429,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
22430,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
22431,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
22432,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
22433,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
22434,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
22435,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
22436,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
22437,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
22438,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
22439,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
22440,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
22441,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
22442,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
22443,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
22444,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
22445,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
22446,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
22447,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22448,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
22449,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
22450,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
22451,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
22452,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
22453,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
22454,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
22455,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
22456,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
22457,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
22458,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
