Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBN_M_R
4488,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
4489,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4490,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4491,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4492,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4493,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4494,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4495,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4496,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
4497,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
4498,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4499,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4500,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4501,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4502,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4503,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4504,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4505,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4506,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4507,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4508,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4509,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4510,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4511,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4512,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4513,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4514,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4515,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4516,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4517,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4518,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4519,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4520,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4521,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4522,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4523,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4524,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4525,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4526,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4527,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4528,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
4529,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4530,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4531,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4532,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4533,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4534,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4535,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4536,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4537,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4538,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4539,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4540,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4541,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4542,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4543,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4544,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4545,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4546,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4547,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4549,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4550,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4551,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4552,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4553,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4554,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4555,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4556,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4557,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4558,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4559,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4560,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4561,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4562,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4563,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4564,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4565,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4566,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4568,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4569,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4570,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4571,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4572,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4573,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4574,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4575,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4576,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4577,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4578,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
4579,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4580,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4581,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4582,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4583,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4584,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4585,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4586,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4587,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4588,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
4589,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4590,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
4591,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4592,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4593,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4594,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4595,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4596,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4597,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4598,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4599,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
4600,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4601,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4602,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4603,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
4604,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4605,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4606,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4607,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4608,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4609,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4610,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4611,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4612,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
4613,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
4614,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4615,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
4616,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4617,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4618,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4619,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4620,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
4621,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
4622,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4623,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
4624,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
4625,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
4626,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4627,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4628,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
4629,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4630,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4631,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4632,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4633,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4634,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
4635,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4636,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4637,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4638,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4639,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4640,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4641,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4642,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4643,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4644,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4645,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4646,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4647,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4648,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4649,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
4650,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4651,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4652,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
4653,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4654,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4655,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
4656,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4657,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
4658,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4659,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
4660,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
4661,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
4662,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
4663,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
4664,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4665,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4666,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
4667,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4668,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4669,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4670,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4671,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4672,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4673,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4674,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4675,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4676,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
4677,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
4678,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
4679,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4680,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4681,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4682,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4683,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4684,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
4685,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
4686,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
4687,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4688,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4689,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
4690,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4691,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
4692,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
4693,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
4694,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
4695,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
4696,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
4697,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4698,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
4699,Forest,NULL,Water,NULL,Water,Water,Water,Forest
4700,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
4701,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
4702,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4703,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4704,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4705,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4706,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4707,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Water
4708,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4709,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4710,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
4711,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4712,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
4713,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
4714,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
4715,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4716,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
4717,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
4718,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
4719,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
4720,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4721,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4722,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4723,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4724,Forest,NULL,Water,Water,Water,Water,Water,Wetland
4725,Forest,NULL,Water,Water,Water,Water,Water,Water
4726,Forest,NULL,Water,Water,Water,Water,Water,Forest
4727,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4728,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4729,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4730,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4731,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4732,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4733,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4734,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4735,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4736,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4737,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4738,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4739,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4740,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4741,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4742,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4743,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4744,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4745,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4746,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4748,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4749,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4750,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4751,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4752,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4753,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4754,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4755,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4756,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4757,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4758,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4759,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4760,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4761,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4762,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4763,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4764,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4765,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4766,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4767,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4768,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4769,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
4770,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4771,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4772,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4773,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4774,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4775,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
4776,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4777,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
4778,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4779,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4780,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
4781,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4782,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4783,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4784,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4785,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
4786,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4787,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4788,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4789,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4790,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4791,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4792,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4793,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4794,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4795,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4796,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4797,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4798,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4799,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4800,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4801,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4802,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4803,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4804,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4805,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4806,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4807,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4808,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4809,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4810,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
4811,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4812,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4813,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4814,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4815,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4816,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4817,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4818,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
4819,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
4820,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4821,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4822,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
4823,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4824,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4825,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
4826,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4827,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4828,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4829,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4830,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4831,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
4832,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4833,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
