Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGA_M_R
2117,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2118,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2119,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2120,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
2121,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2122,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
2123,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Grassland
2124,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
2125,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2126,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2127,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2128,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2129,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
2130,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2131,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Grassland
2132,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
2133,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
2134,Forest,Forest,Water,NULL,Water,Water,Grassland,Grassland
2135,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
2136,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
2137,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2138,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2139,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2140,Forest,Forest,Water,NULL,Water,Forest,Grassland,Grassland
2141,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
2142,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2143,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2144,Forest,Forest,Water,NULL,Water,Forest,Forest,Grassland
2145,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2146,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2147,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
2148,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2149,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2150,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2151,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2152,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2153,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2154,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2155,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2156,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2157,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2158,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2159,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2160,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2161,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2162,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2163,Forest,Forest,Water,Water,Water,Water,Water,Forest
2164,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2165,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2166,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2167,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2168,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2169,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2170,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2171,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2172,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2173,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2174,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2175,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2176,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2177,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2178,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2179,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2180,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2181,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2182,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2183,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2184,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2185,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2186,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2187,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2188,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2189,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2190,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2191,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2192,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2193,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2194,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2195,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2196,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2197,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2198,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2199,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2200,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2201,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2202,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2203,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2204,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2205,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2206,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2207,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2208,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2209,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2210,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2211,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2212,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2213,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2214,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2215,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2216,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
2217,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
2218,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2219,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2220,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2221,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2222,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2223,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2224,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2225,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2226,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2227,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2228,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2229,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2230,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2231,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2232,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2233,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2234,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2235,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2236,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2237,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
2238,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2239,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2240,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2241,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2242,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2243,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2244,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2245,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2246,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2247,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2248,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2249,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2250,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2251,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2252,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2253,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2254,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2255,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2256,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2257,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2258,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2259,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2260,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2261,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
2262,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2263,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2264,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2265,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2266,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2267,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2268,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2269,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2270,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2271,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2272,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2273,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2274,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2275,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
2276,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2277,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2278,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2279,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2280,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2281,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2282,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2283,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
