Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPQ_M_R
4164,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4165,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4166,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4167,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4168,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4169,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4170,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4171,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4172,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4173,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4174,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4175,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4176,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4177,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4178,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4179,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4180,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4181,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4182,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4183,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4184,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4185,Bareland,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
4186,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4187,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4188,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4189,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
4190,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4191,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4192,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4193,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4194,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4195,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4196,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4197,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4198,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4199,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4200,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
4201,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4202,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4203,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4204,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4205,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4206,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4207,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4208,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4209,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4210,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4211,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4212,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4213,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4214,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4215,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4216,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4217,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Bareland
4218,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,Forest
4219,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4220,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4221,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4222,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4223,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4224,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4225,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4226,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4227,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4228,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
4229,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4230,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4231,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4232,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4233,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4234,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4235,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4236,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4237,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4238,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4239,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4240,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4241,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4242,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4243,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4244,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4245,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
4246,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4247,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4248,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4249,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4250,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4251,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4252,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4253,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4254,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
4255,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
4256,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4257,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4258,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4259,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
4260,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4261,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4262,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4263,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
4264,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
4265,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
4266,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4267,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4268,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4269,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4270,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4271,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4272,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4273,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4274,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4275,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4276,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
4277,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4278,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4279,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4280,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4281,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4282,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
4283,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
4284,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
4285,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
4286,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4287,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
4288,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4289,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4290,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4291,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4292,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4293,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4294,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4295,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4296,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4297,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4298,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4299,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4300,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4301,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4302,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4303,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4304,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4305,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4306,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4307,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4308,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4309,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4310,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4311,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
4312,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4313,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4314,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4315,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4316,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4317,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4318,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4319,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4320,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4321,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4322,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4323,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4324,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4325,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4326,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4327,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
4328,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
4329,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4330,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4331,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4332,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4333,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
4334,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4335,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4336,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4337,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
4338,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4339,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4340,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4341,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4342,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4343,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4344,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4345,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4346,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4347,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
4348,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
4349,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4350,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4351,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
4352,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4353,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
4354,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4355,Water,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
4356,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
4357,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
4358,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
4359,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
4360,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
4361,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4362,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4363,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4364,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4365,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4366,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4367,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4368,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4369,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4370,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4371,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
4372,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4373,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
4374,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4375,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
4376,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
4377,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4378,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4379,Water,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
4380,Water,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
4381,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4382,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
4383,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
4384,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
4385,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
4386,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
4387,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
4388,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
4389,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
4390,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
4391,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Bareland
4392,Water,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
4393,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4394,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4395,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4396,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4397,Water,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4398,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4399,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4400,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4401,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4402,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4403,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4404,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4405,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4406,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4407,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4408,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4409,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
4410,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4411,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4412,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4413,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4414,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4415,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4416,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4417,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4418,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4419,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
4420,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4421,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4422,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
4423,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4424,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4425,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4426,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
4427,Water,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
4428,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4429,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4430,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4431,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
4432,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4433,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
4434,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
4435,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4436,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4437,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4438,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4439,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
4440,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4441,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4442,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
4443,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4444,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4445,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
4446,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4447,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4448,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4449,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4450,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4451,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4452,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4453,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4454,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
4455,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4456,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
4457,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
4458,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4459,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4460,Water,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
4461,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4462,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
4463,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
4464,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4465,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4466,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
4467,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4468,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4469,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4470,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4471,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4472,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
4473,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4474,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4475,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4476,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
4477,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
4478,Water,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
4479,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
