Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMR_M_R
11486,Bareland,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
11487,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
11488,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
11489,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Water
11490,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11491,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11492,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11493,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11494,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
11495,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11496,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
11497,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
11498,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11499,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
11500,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11501,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11502,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11503,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11504,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
11505,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
11506,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
11507,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11508,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11509,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11510,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11511,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11512,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Water
11513,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11514,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11515,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
11516,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
11517,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
11518,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11519,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
11520,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11521,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11522,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
11523,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
11524,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
11525,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
11526,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
11527,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11528,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11529,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Cropland
11530,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11531,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
11532,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
11533,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11534,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11535,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11536,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11537,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
11538,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
11539,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
11540,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
11541,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11542,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11543,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11544,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11545,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
11546,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11547,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11548,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
11549,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
11550,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
11551,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
11552,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11553,Bareland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
11554,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
11555,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
11556,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
11557,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
11558,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
11559,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11560,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
11561,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
11562,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11563,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
11564,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Water
11565,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11566,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11567,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11568,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11569,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11570,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11571,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
11572,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11573,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
11574,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
11575,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
11576,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
11577,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11578,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
11579,Bareland,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
11580,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
11581,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
11582,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
11583,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
11584,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
11585,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
11586,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
11587,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
11588,Bareland,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
11589,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
11590,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
11591,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
11592,Bareland,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
11593,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11594,Bareland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
11595,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11596,Bareland,Water,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
11597,Bareland,Water,Wetland,NULL,Wetland,Cropland,Water,Water
11598,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
11599,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11600,Bareland,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
11601,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11602,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
11603,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
11604,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
11605,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11606,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
11607,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
11608,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11609,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11610,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11611,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
11612,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
11613,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
11614,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Water
11615,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
11616,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Water
11617,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
11618,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
11619,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
11620,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
11621,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
11622,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Forest
11623,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Water
11624,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11625,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
11626,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11627,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11628,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
11629,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
11630,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
11631,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
11632,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
11633,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
11634,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
11635,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11636,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11637,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11638,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11639,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11640,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
11641,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
11642,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
11643,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11644,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11645,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11646,Bareland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11647,Bareland,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
11648,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
11649,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Water
11650,Bareland,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
11651,Bareland,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
11652,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
11653,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
11654,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
11655,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
11656,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
11657,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
11658,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
11659,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
11660,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Cropland
11661,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
11662,Bareland,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
11663,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
11664,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Cropland
11665,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
11666,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
11667,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
11668,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
11669,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11670,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
11671,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
11672,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
11673,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
11674,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
11675,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
11676,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
11677,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
11678,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Water
11679,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
11680,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
11681,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
11682,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
11683,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
11684,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
11685,Bareland,Water,Wetland,Water,Wetland,Water,Water,Cropland
11686,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
11687,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
11688,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
11689,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
11690,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Water
11691,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Forest
11692,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
11693,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
11694,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
11695,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
11696,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
11697,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
11698,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
11699,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
11700,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
11701,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
11702,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
11703,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
11704,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
11705,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
11706,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
11707,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
11708,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
11709,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
11710,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
11711,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11712,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11713,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11714,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
11715,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11716,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
11717,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11718,Bareland,Water,Bareland,Water,Non_Wetland,Cropland,Grassland,Water
11719,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11720,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
11721,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Bareland
11722,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
11723,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
11724,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
11725,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
11726,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Water
11727,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
11728,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11729,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11730,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
11731,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11732,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Water
11733,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
11734,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
11735,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
11736,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11737,Bareland,Water,Water,NULL,Water,Cropland,Grassland,Grassland
11738,Bareland,Water,Water,NULL,Water,Cropland,Grassland,Forest
11739,Bareland,Water,Water,NULL,Water,Wetland,Grassland,Water
11740,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
11741,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Water
11742,Bareland,Water,Water,NULL,Water,Bareland,Grassland,Forest
11743,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Water
11744,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
11745,Bareland,Water,Water,NULL,Water,Bareland,Forest,Water
11746,Bareland,Water,Water,NULL,Water,Water,Grassland,Water
11747,Bareland,Water,Water,NULL,Water,Water,Water,Water
11748,Bareland,Water,Water,NULL,Water,Water,Forest,Water
11749,Bareland,Water,Water,Non_Water,Water,Wetland,Grassland,Water
11750,Bareland,Water,Water,Non_Water,Water,Bareland,NULL,Bareland
11751,Bareland,Water,Water,Non_Water,Water,Bareland,NULL,Water
11752,Bareland,Water,Water,Non_Water,Water,Bareland,Grassland,Water
11753,Bareland,Water,Water,Non_Water,Water,Bareland,Wetland,Water
11754,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Grassland
11755,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
11756,Bareland,Water,Water,Non_Water,Water,Water,Grassland,Water
11757,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
11758,Bareland,Water,Water,Non_Water,Water,Water,Water,Forest
11759,Bareland,Water,Water,Water,Water,Grassland,Water,Water
11760,Bareland,Water,Water,Water,Water,Wetland,Water,Wetland
11761,Bareland,Water,Water,Water,Water,Wetland,Water,Water
11762,Bareland,Water,Water,Water,Water,Wetland,Water,Forest
11763,Bareland,Water,Water,Water,Water,Bareland,Grassland,Grassland
11764,Bareland,Water,Water,Water,Water,Bareland,Grassland,Water
11765,Bareland,Water,Water,Water,Water,Bareland,Grassland,Forest
11766,Bareland,Water,Water,Water,Water,Bareland,Wetland,Grassland
11767,Bareland,Water,Water,Water,Water,Bareland,Wetland,Wetland
11768,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
11769,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
11770,Bareland,Water,Water,Water,Water,Bareland,Water,Cropland
11771,Bareland,Water,Water,Water,Water,Bareland,Water,Wetland
11772,Bareland,Water,Water,Water,Water,Bareland,Water,Water
11773,Bareland,Water,Water,Water,Water,Bareland,Forest,Water
11774,Bareland,Water,Water,Water,Water,Water,Grassland,Water
11775,Bareland,Water,Water,Water,Water,Water,Wetland,Wetland
11776,Bareland,Water,Water,Water,Water,Water,Wetland,Water
11777,Bareland,Water,Water,Water,Water,Water,Water,Grassland
11778,Bareland,Water,Water,Water,Water,Water,Water,Cropland
11779,Bareland,Water,Water,Water,Water,Water,Water,Wetland
11780,Bareland,Water,Water,Water,Water,Water,Water,Water
11781,Bareland,Water,Water,Water,Water,Water,Water,Forest
11782,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11783,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
11784,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
11785,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
11786,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
11787,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11788,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11789,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11790,Bareland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
