Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNN_M_R
11794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11797,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11798,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11799,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
11804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11809,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11810,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
11811,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
11818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
11824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11829,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11830,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11831,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11832,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11833,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11834,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11835,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
11840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
11844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11845,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11846,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11847,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
11848,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11857,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11858,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11859,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11860,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11861,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11862,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
11863,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11864,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11865,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11866,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11867,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11868,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11869,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11870,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11871,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11872,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11873,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11874,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11875,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11876,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11877,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11878,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
11879,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11880,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11881,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11882,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11883,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11884,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11885,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11886,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11887,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11888,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11889,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11890,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11891,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11892,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11893,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11894,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
11895,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11896,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11897,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11898,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11899,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11900,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11901,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11902,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
11903,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11904,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
11905,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11906,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11907,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11908,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11909,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
11910,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11911,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11912,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11913,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11914,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11915,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11916,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11917,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11918,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11919,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11920,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11921,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11922,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11923,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11924,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11925,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11926,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11927,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11928,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11929,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11930,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11931,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11932,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11933,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11934,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11935,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11936,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11937,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11938,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11939,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11940,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11941,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11942,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11943,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11944,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11945,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11946,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11947,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11948,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11949,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11950,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11951,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11952,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11953,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11954,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11955,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11956,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11957,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11958,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
11959,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11960,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11961,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11962,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11963,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11964,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11965,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11966,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11967,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11968,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11969,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11970,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11971,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11972,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11973,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11974,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11975,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11976,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11977,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11978,Forest,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11979,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
11980,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11981,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
11982,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Forest
11983,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11984,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11985,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11986,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11987,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11988,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11989,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11990,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11991,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11992,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11993,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
11994,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11995,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11996,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
11997,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11998,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11999,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12000,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
12001,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12002,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12003,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12004,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
12005,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12006,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12007,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12008,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12009,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12010,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12011,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12012,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12013,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12014,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
12015,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12016,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12017,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12018,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12019,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12020,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12021,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12022,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12023,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12024,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12025,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12026,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12027,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12028,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12029,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12030,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12031,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12032,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12033,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12034,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12035,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
12036,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12037,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12038,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12039,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12040,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
12041,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12042,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12043,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12044,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12045,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12046,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12047,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12048,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12049,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12050,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12051,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12052,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12053,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12054,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12055,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12056,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12057,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12058,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12059,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12060,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12061,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12062,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12063,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12064,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
12065,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
12066,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12067,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
12068,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12069,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12070,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12071,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12072,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12073,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12074,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12075,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12076,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12077,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12078,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12079,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12080,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12081,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12082,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12083,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12084,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
12085,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
12086,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12087,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
12088,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12089,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
12090,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12091,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
12092,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12093,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
12094,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12095,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12096,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12097,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12098,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12099,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12100,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
12101,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12102,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12103,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12104,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12105,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
12106,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
