Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRC_M_R
15560,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
15561,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
15562,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
15563,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
15564,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
15565,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
15566,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
15567,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
15568,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
15569,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
15570,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
15571,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
15572,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
15573,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
15574,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
15575,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
15576,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
15577,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
15578,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
15579,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
15580,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
15581,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
15582,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
15583,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
15584,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
15585,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
15586,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
15587,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
15588,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
15589,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
15590,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
15591,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
15592,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
15593,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Built-up
15594,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
15595,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
15596,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
15597,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
15598,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
15599,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
15600,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
15601,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
15602,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
15603,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
15604,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
15605,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
15606,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
15607,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15608,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15609,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15610,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15611,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15612,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15613,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15614,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
15615,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15616,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
15617,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15618,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15619,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
15620,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15621,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
15622,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15623,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
15624,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
15625,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
15626,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
15627,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
15628,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
15629,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
15630,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15631,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
15632,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15633,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
15634,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
15635,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
15636,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15637,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15638,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15639,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
15640,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15641,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15642,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15643,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
15644,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15645,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
15646,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
15647,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
15648,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
15649,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15650,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
15651,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
15652,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
15653,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
15654,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
15655,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
15656,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
15657,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
15658,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
15659,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
15660,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
15661,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
15662,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
15663,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
15664,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15665,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
15666,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
15667,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
15668,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15669,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15670,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15671,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15672,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15673,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
15674,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15675,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
15676,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
15677,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15678,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15679,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
15680,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
15681,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
15682,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
15683,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
15684,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
15685,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
15686,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
15687,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
15688,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
15689,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Cropland
15690,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
15691,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
15692,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
15693,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Built-up
15694,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
15695,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
15696,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
15697,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
15698,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
15699,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
15700,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
15701,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15702,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
15703,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
15704,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
15705,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
15706,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
15707,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
15708,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
15709,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15710,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
15711,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
15712,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
15713,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
15714,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
15715,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
15716,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
15717,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
15718,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
15719,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
15720,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Wetland
15721,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Built-up
15722,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
15723,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
15724,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
15725,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
15726,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
15727,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
15728,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Built-up
15729,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15730,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
15731,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
15732,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15733,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15734,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
15735,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15736,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
15737,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
15738,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
15739,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
15740,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15741,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15742,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15743,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15744,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
15745,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15746,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
15747,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15748,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15749,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
15750,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15751,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15752,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15753,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15754,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
15755,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
15756,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
15757,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
15758,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
15759,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
15760,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
15761,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
15762,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
15763,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
15764,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
15765,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
15766,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
15767,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
15768,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15769,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
15770,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
15771,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
15772,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
15773,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
15774,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
15775,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
15776,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
15777,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
15778,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Grassland
15779,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Wetland
15780,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
15781,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
15782,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Cropland
15783,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15784,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
15785,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
15786,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Water
15787,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
15788,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Wetland
15789,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
15790,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
15791,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
15792,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
15793,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
15794,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
15795,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
15796,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
15797,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
15798,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
15799,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
15800,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
15801,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15802,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
15803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
15804,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
15805,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
15806,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
15807,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
15808,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15809,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
15810,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15811,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
15812,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
15813,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
15814,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
15815,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
15816,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
15817,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
15818,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15819,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
15820,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
15821,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
15822,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
15823,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
15824,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
15825,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
15826,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
15827,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
15828,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
15829,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
15830,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
15831,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
15832,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
15833,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
15834,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
15835,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
15836,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
15837,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
15838,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
15839,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
15840,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15841,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
15842,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15843,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
15844,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15845,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15846,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15847,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
15848,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
15849,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15850,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15851,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
15852,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15853,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
15854,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15855,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15856,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15857,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15858,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15859,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15860,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15861,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15862,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15863,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
15864,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15865,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
15866,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
15867,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15868,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15869,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15870,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
15871,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
15872,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
15873,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
15874,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15875,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15876,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15877,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
