Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHQ_M_R
10509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10510,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10511,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10512,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10513,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10514,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10515,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
10516,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10517,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10518,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10519,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10520,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
10521,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10522,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10523,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10524,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10525,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
10526,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10527,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
10528,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10529,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10530,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
10531,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
10532,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10533,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10534,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10535,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
10536,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10537,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10538,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10539,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
10540,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
10541,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
10542,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
10543,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
10544,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
10545,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10546,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10547,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
10548,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10549,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10550,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
10551,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10552,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10553,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10554,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10555,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10556,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10557,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10558,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10559,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10560,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
10561,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10562,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
10563,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10564,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10565,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10566,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10567,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10568,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
10569,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10570,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10571,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10572,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
10573,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10574,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10575,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10576,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10577,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10578,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10579,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
10580,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10581,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10582,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
10583,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
10584,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10585,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
10586,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10587,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
10588,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10589,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10590,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10591,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10592,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10593,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10594,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
10595,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
10596,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
10597,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10598,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10599,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
10600,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
10601,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10602,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10603,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
10604,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
10605,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
10606,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10607,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10608,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
10612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
10613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10615,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
10616,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10617,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10618,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
10619,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
10620,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
10621,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10622,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10623,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
10624,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Bareland
10625,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
10626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Water
10628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10629,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
10630,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
10631,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
10632,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
10633,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
10634,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
10635,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
10636,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
10637,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
10638,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
10639,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
10640,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Forest
10641,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
10642,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
10643,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10644,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
10645,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10646,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
10647,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10648,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10649,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10650,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
10651,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10652,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
10653,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10654,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
10655,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10656,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10657,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
10658,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10659,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
10660,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10661,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10662,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10663,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10664,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10665,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10666,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10667,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10668,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10669,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10670,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10671,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10672,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10673,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10674,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10675,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
10676,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10677,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
10678,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10679,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10680,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10681,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10682,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10683,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10684,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10685,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10686,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10687,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10688,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10689,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10690,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10691,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10692,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10693,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10694,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10695,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
10696,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10697,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
10698,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
10699,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
10700,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
10701,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10702,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10703,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10704,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10705,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10706,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
10707,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
10708,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
10709,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
10710,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
10711,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
10712,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10713,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10714,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10715,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10716,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10717,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10718,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10719,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10720,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10721,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10722,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10723,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10724,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10725,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10726,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10727,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
10728,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10729,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
10730,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10731,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10732,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10733,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10734,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10735,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10736,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
10737,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10738,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10739,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10740,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10741,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
10742,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10743,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
10744,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
10745,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
10746,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10747,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10748,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10749,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
10750,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Forest
10751,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10752,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10753,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10754,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10755,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10756,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10757,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10758,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
10759,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
10760,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10761,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10762,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10763,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10764,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10765,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10766,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10767,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10768,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10769,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
10770,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10771,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10772,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
10773,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10774,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10775,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10776,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10777,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10778,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10779,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10780,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10781,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
10782,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10783,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10784,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10785,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10786,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
10787,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10788,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
10789,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
10790,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10791,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10792,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10793,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10794,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10795,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10796,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10797,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10798,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10799,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10800,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10801,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10802,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
10803,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10804,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
10805,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10806,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
10807,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10808,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10809,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10810,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10811,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10812,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10813,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10814,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
10815,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
10816,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10817,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
10818,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
10819,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
