Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBM_M_R
3420,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3421,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3422,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3423,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3424,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3425,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3426,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3427,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3428,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3429,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3430,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3431,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3432,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3433,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3434,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3435,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3436,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3437,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3438,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3439,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3440,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3441,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3442,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3443,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
3444,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3445,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3446,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
3447,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3448,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3449,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3450,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
3451,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3452,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3453,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3454,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3455,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3456,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3457,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3458,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
3459,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
3460,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
3461,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
3462,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3463,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3464,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3465,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
3466,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
3467,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
3468,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
3469,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Forest
3470,Water,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3471,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3472,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
3473,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3474,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3475,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3476,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3477,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3478,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3479,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
3480,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3481,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3482,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
3483,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
3484,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3485,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3486,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
3487,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3488,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3489,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3490,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
3491,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3492,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3493,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3494,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
3495,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3496,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3497,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3498,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3499,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3500,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3501,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3502,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3503,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3504,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3505,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3506,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3507,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3508,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3509,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3510,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3511,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3512,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3513,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
3514,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3515,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3516,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3517,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3518,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3519,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3520,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
3521,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3522,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3523,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
3524,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3525,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3526,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3527,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
3528,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3529,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Bareland
3530,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
3531,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
3532,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Water
3533,Water,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
3534,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3535,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3536,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3537,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3538,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
3539,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3540,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3541,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
3542,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Bareland
3543,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
3544,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
3545,Water,Water,Forest,Non_Water,Non_Wetland,Water,Built-up,Water
3546,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3547,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
3548,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3549,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3550,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
3551,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Bareland
3552,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3553,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3554,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3555,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3556,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
3557,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3558,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
3559,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3560,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
3561,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3562,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3563,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3564,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3565,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3566,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3567,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
3568,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3569,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3570,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3571,Water,Water,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
3572,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3573,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
3574,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3575,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3576,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
3577,Water,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
3578,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
3579,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3580,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3581,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
3582,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
3583,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3584,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
3585,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
3586,Water,Water,Forest,Water,Non_Wetland,Built-up,Bareland,Water
3587,Water,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
3588,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
3589,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3590,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
3591,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3592,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3593,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
3594,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3595,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3596,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3597,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3598,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3599,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3600,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3601,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3602,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3603,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3604,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3605,Water,Water,Forest,Water,Non_Wetland,Forest,Bareland,Forest
3606,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
3607,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3608,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3609,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
3610,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3611,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3612,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3613,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3614,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3615,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3616,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3617,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3618,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3619,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3620,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3621,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3622,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3623,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
3624,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3625,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3626,Water,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3627,Water,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
3628,Water,Forest,Water,Water,Water,Grassland,Water,Water
3629,Water,Forest,Water,Water,Water,Bareland,Water,Water
3630,Water,Forest,Water,Water,Water,Water,Water,Water
3631,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3632,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3633,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3634,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3635,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3636,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3637,Water,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3638,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3639,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3640,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3641,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
3642,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3643,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3644,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3645,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3646,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3647,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3648,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3649,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3650,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
3651,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3652,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3653,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3654,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3655,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3656,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3657,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3658,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3659,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3660,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3661,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3662,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3663,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3664,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3665,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3666,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3667,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3668,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3669,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3670,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3671,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
3672,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
3673,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
3674,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3675,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3676,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3677,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3678,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3679,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Grassland,Grassland
3680,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Water
3681,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3682,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3683,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3684,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3685,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3686,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3687,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3688,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3689,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3690,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3691,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3692,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3693,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3694,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3695,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3696,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3697,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3698,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3699,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3700,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3701,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3702,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3703,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
3704,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3705,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3706,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
3707,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3708,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3709,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Water
3710,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3711,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
3712,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
3713,Permanent_ice_and_snow,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3714,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
