Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDE_M_R
2012,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2013,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2014,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2015,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2016,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2017,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2018,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2019,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2020,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2021,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2022,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2023,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2024,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2025,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2026,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2027,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2028,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2029,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2030,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2031,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2032,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2033,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2034,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2035,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2036,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2037,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2038,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2039,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2040,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2041,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2042,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2044,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2045,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2046,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2047,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2048,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2049,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2050,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2051,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2052,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2053,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2054,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2055,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2056,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2057,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2058,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2059,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2060,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2061,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2062,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2063,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2064,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2065,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2066,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2067,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2068,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2069,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2070,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2071,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2072,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2073,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2074,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2075,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2076,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2077,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2078,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2079,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2080,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2081,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2082,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2083,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2084,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2085,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2086,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2087,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2088,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2089,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2090,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2091,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2092,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2093,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2094,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2095,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2096,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2097,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2098,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2099,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2100,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2101,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2102,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2103,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2104,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2105,Forest,Water,Water,Water,Water,NULL,NULL,Water
2106,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2107,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2108,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2109,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2110,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2111,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2112,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2113,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2114,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2115,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2116,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2117,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2118,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2119,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2120,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2121,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2122,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2123,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2124,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2125,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2126,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2127,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2128,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2129,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2130,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2131,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2132,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2133,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2134,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2135,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2136,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2137,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2138,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2139,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2140,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2141,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2142,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2143,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2144,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2145,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2146,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2147,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2148,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2149,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2150,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2151,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2152,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2153,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2154,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2155,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2156,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2157,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2158,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2159,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2160,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2161,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2162,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2163,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2164,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2165,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2166,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2167,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2168,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2169,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2170,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2171,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2172,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2173,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2174,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2175,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2176,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2177,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2178,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2179,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2180,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2181,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2182,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2183,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2184,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2185,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2186,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2187,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2188,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2189,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2190,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2191,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2192,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2193,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2194,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2195,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2196,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2197,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2198,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2199,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2200,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2201,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2202,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2203,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2204,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2205,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2206,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2207,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2208,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2209,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2210,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2211,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2212,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2213,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2214,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2215,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2216,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2217,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2218,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2219,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2220,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2221,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2222,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2223,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2224,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2225,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2226,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2227,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2228,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2229,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2230,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2231,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2232,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2233,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2234,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2235,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2236,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2237,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2238,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2239,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2240,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2241,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2242,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2243,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2244,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
