Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUN_M_R
3397,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3398,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3399,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3400,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3401,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3402,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3403,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3404,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3405,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
3406,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3407,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3408,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3409,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3410,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3411,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3412,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3413,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3414,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3415,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3416,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
3417,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3418,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3419,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3420,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3421,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3422,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3423,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3424,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3425,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3426,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3427,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3428,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3429,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3430,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3431,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
3432,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3433,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3434,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3435,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3436,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3437,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
3438,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3439,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3440,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3441,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3442,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3443,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3444,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3445,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3446,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3447,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3448,Forest,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3449,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3450,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3451,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3452,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
3453,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3454,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3455,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3456,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3457,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3458,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3459,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3460,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3461,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3462,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
3463,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
3464,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
3465,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3466,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3467,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3468,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3469,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3470,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3471,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3472,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3473,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3474,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3475,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3476,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3477,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3478,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3479,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3480,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3481,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3482,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3483,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3484,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3485,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3486,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3487,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3488,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3489,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3490,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3491,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3492,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3493,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3494,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3495,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3496,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3497,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3498,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3499,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3500,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3501,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3502,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3503,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3504,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3505,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3506,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3507,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3508,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3509,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3510,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3511,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3512,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3513,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3514,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3515,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3516,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3517,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3518,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3519,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3520,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3521,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3522,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3523,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3524,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3525,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3526,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3527,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3528,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3529,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3530,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3531,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3532,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3533,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3534,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3535,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3536,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3537,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3538,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3539,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3540,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3541,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3542,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3543,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3544,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3545,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3546,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3547,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3548,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3553,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3554,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3555,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3556,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3557,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3558,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3559,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3560,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3561,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3562,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3563,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
3564,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3565,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3566,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3567,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3568,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3569,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3570,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3571,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3572,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3573,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3574,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3575,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3576,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3577,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3578,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3579,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3580,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3581,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3582,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3583,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3584,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3585,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3586,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
3587,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3588,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3589,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3590,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3591,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3592,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3593,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3594,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3595,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3596,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3597,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3598,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3599,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3600,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3601,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3602,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Water
3603,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3604,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3605,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3606,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3607,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3608,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3609,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3610,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3611,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3612,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3613,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3614,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3615,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3616,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3617,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3618,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3619,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3620,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3621,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3622,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3623,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3624,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3625,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3626,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3627,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3628,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3629,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3630,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3631,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3632,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3633,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3634,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3635,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3636,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3637,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3638,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3639,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3640,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3641,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3642,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3643,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3644,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3645,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3646,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3647,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3648,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3649,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
3650,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3651,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3652,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3653,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
3654,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
3655,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
3656,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3657,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
3658,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3659,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3660,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3661,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3662,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
3663,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
3664,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3665,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3666,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3667,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3668,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3669,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
3670,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3671,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3672,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
3673,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3674,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
3675,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
3676,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
3677,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
3678,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
3679,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3680,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
3681,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
3682,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3683,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3684,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3685,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3686,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
3687,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3688,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3689,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3690,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3691,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3692,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3693,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3694,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3695,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
3696,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3697,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3698,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
3699,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3700,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
3701,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3702,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3703,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3704,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3705,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3706,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3707,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3708,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3709,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
3710,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3711,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3712,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3713,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3714,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3715,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3716,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3717,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
