Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXR_M_R
5985,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5986,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5987,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
5988,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
5989,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
5990,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5991,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5992,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
5993,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
5994,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
5995,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5996,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
5997,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5998,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
5999,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
6000,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
6001,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
6002,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
6003,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
6004,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6005,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
6006,Water,Water,Built-up,Water,Non_Wetland,Wetland,Built-up,Forest
6007,Water,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
6008,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
6009,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
6010,Water,Water,Built-up,Water,Non_Wetland,Bareland,Forest,Grassland
6011,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
6012,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Water
6013,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
6014,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
6015,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
6016,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
6017,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
6018,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
6019,Water,Water,Water,NULL,Water,NULL,Wetland,Water
6020,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
6021,Water,Water,Water,NULL,Water,NULL,Water,Grassland
6022,Water,Water,Water,NULL,Water,NULL,Water,Water
6023,Water,Water,Water,NULL,Water,NULL,Water,Forest
6024,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
6025,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
6026,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
6027,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
6028,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
6029,Water,Water,Water,NULL,Water,Grassland,Water,Water
6030,Water,Water,Water,NULL,Water,Grassland,Water,Forest
6031,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
6032,Water,Water,Water,NULL,Water,Wetland,Grassland,Bareland
6033,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
6034,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6035,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6036,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
6037,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
6038,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
6039,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
6040,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
6041,Water,Water,Water,NULL,Water,Wetland,Water,Water
6042,Water,Water,Water,NULL,Water,Wetland,Water,Forest
6043,Water,Water,Water,NULL,Water,Wetland,Forest,Bareland
6044,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
6045,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
6046,Water,Water,Water,NULL,Water,Bareland,Water,Water
6047,Water,Water,Water,NULL,Water,Bareland,Water,Forest
6048,Water,Water,Water,NULL,Water,Water,NULL,Water
6049,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
6050,Water,Water,Water,NULL,Water,Water,Grassland,Water
6051,Water,Water,Water,NULL,Water,Water,Grassland,Forest
6052,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
6053,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
6054,Water,Water,Water,NULL,Water,Water,Wetland,Water
6055,Water,Water,Water,NULL,Water,Water,Wetland,Forest
6056,Water,Water,Water,NULL,Water,Water,Bareland,Water
6057,Water,Water,Water,NULL,Water,Water,Built-up,Grassland
6058,Water,Water,Water,NULL,Water,Water,Built-up,Water
6059,Water,Water,Water,NULL,Water,Water,Water,Grassland
6060,Water,Water,Water,NULL,Water,Water,Water,Wetland
6061,Water,Water,Water,NULL,Water,Water,Water,Bareland
6062,Water,Water,Water,NULL,Water,Water,Water,Water
6063,Water,Water,Water,NULL,Water,Water,Water,Forest
6064,Water,Water,Water,NULL,Water,Water,Forest,Grassland
6065,Water,Water,Water,NULL,Water,Water,Forest,Water
6066,Water,Water,Water,NULL,Water,Water,Forest,Forest
6067,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
6068,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
6069,Water,Water,Water,NULL,Water,Forest,Water,Wetland
6070,Water,Water,Water,NULL,Water,Forest,Water,Forest
6071,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
6072,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6073,Water,Water,Water,Non_Water,Water,NULL,Water,Water
6074,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
6075,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
6076,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
6077,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6078,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6079,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6080,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
6081,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
6082,Water,Water,Water,Non_Water,Water,Bareland,Built-up,Water
6083,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
6084,Water,Water,Water,Non_Water,Water,Bareland,Water,Wetland
6085,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
6086,Water,Water,Water,Non_Water,Water,Water,NULL,Water
6087,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
6088,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
6089,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
6090,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
6091,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
6092,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
6093,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
6094,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
6095,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
6096,Water,Water,Water,Non_Water,Water,Water,Water,Water
6097,Water,Water,Water,Non_Water,Water,Water,Water,Forest
6098,Water,Water,Water,Non_Water,Water,Water,Forest,Water
6099,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
6100,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
6101,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
6102,Water,Water,Water,Water,Water,NULL,Grassland,Forest
6103,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
6104,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
6105,Water,Water,Water,Water,Water,NULL,Wetland,Water
6106,Water,Water,Water,Water,Water,NULL,Wetland,Forest
6107,Water,Water,Water,Water,Water,NULL,Water,Grassland
6108,Water,Water,Water,Water,Water,NULL,Water,Wetland
6109,Water,Water,Water,Water,Water,NULL,Water,Water
6110,Water,Water,Water,Water,Water,NULL,Water,Forest
6111,Water,Water,Water,Water,Water,NULL,Forest,Forest
6112,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
6113,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
6114,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
6115,Water,Water,Water,Water,Water,Grassland,Water,Grassland
6116,Water,Water,Water,Water,Water,Grassland,Water,Wetland
6117,Water,Water,Water,Water,Water,Grassland,Water,Water
6118,Water,Water,Water,Water,Water,Grassland,Water,Forest
6119,Water,Water,Water,Water,Water,Cropland,Water,Wetland
6120,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
6121,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
6122,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
6123,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
6124,Water,Water,Water,Water,Water,Wetland,Wetland,Water
6125,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
6126,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
6127,Water,Water,Water,Water,Water,Wetland,Water,Grassland
6128,Water,Water,Water,Water,Water,Wetland,Water,Wetland
6129,Water,Water,Water,Water,Water,Wetland,Water,Water
6130,Water,Water,Water,Water,Water,Wetland,Water,Forest
6131,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
6132,Water,Water,Water,Water,Water,Bareland,Wetland,Water
6133,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
6134,Water,Water,Water,Water,Water,Bareland,Bareland,Water
6135,Water,Water,Water,Water,Water,Bareland,Built-up,Water
6136,Water,Water,Water,Water,Water,Bareland,Water,Grassland
6137,Water,Water,Water,Water,Water,Bareland,Water,Wetland
6138,Water,Water,Water,Water,Water,Bareland,Water,Bareland
6139,Water,Water,Water,Water,Water,Bareland,Water,Built-up
6140,Water,Water,Water,Water,Water,Bareland,Water,Water
6141,Water,Water,Water,Water,Water,Bareland,Water,Forest
6142,Water,Water,Water,Water,Water,Built-up,Built-up,Water
6143,Water,Water,Water,Water,Water,Water,NULL,Grassland
6144,Water,Water,Water,Water,Water,Water,NULL,Water
6145,Water,Water,Water,Water,Water,Water,Grassland,Grassland
6146,Water,Water,Water,Water,Water,Water,Grassland,Water
6147,Water,Water,Water,Water,Water,Water,Grassland,Forest
6148,Water,Water,Water,Water,Water,Water,Wetland,Grassland
6149,Water,Water,Water,Water,Water,Water,Wetland,Wetland
6150,Water,Water,Water,Water,Water,Water,Wetland,Water
6151,Water,Water,Water,Water,Water,Water,Wetland,Forest
6152,Water,Water,Water,Water,Water,Water,Bareland,Grassland
6153,Water,Water,Water,Water,Water,Water,Bareland,Water
6154,Water,Water,Water,Water,Water,Water,Bareland,Forest
6155,Water,Water,Water,Water,Water,Water,Built-up,Grassland
6156,Water,Water,Water,Water,Water,Water,Built-up,Water
6157,Water,Water,Water,Water,Water,Water,Water,Grassland
6158,Water,Water,Water,Water,Water,Water,Water,Wetland
6159,Water,Water,Water,Water,Water,Water,Water,Bareland
6160,Water,Water,Water,Water,Water,Water,Water,Water
6161,Water,Water,Water,Water,Water,Water,Water,Forest
6162,Water,Water,Water,Water,Water,Water,Forest,Water
6163,Water,Water,Water,Water,Water,Water,Forest,Forest
6164,Water,Water,Water,Water,Water,Forest,Grassland,Forest
6165,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
6166,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
6167,Water,Water,Water,Water,Water,Forest,Wetland,Water
6168,Water,Water,Water,Water,Water,Forest,Wetland,Forest
6169,Water,Water,Water,Water,Water,Forest,Water,Wetland
6170,Water,Water,Water,Water,Water,Forest,Water,Water
6171,Water,Water,Water,Water,Water,Forest,Water,Forest
6172,Water,Water,Water,Water,Water,Forest,Forest,Forest
6173,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
6174,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6175,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6176,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6177,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6178,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6179,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6180,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6181,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6182,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6183,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6184,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6185,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
6186,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6187,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6188,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6189,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6190,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6191,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6192,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6193,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6194,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6195,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6196,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6197,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6198,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
6199,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6200,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6201,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
6202,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
6203,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6204,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6205,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6206,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6207,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
6208,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6209,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6210,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6211,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6212,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
6213,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6214,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6215,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6216,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6217,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
6218,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6219,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6220,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6221,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6222,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6223,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
6224,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6225,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
6226,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6227,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6228,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6229,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
6230,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6231,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
6232,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6233,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6234,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6235,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
6236,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
6237,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
6238,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
6239,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6240,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
6241,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6242,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6243,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6244,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
6245,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6246,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
6247,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
6248,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
6249,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
6250,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6251,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6252,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
6253,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6254,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
6255,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6256,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6257,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6258,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
6259,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6260,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6261,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6262,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6263,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6264,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6265,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6266,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
6267,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6268,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6269,Water,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6270,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6271,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
6272,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
6273,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Water
6274,Water,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
6275,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
6276,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6277,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6278,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6279,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6280,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
6281,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
6282,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
6283,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
6284,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
6285,Water,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
6286,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
6287,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
6288,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
6289,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
6290,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6291,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6292,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6293,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6294,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6295,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6296,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6297,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6298,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6299,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6300,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6301,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
6302,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
6303,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6304,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6305,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
6306,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
6307,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
6308,Water,Forest,Wetland,Water,Wetland,NULL,Water,Forest
6309,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6310,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
6311,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
6312,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
6313,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6314,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6315,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
6316,Water,Forest,Wetland,Water,Wetland,Wetland,Bareland,Forest
6317,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
6318,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
6319,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
6320,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
6321,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
6322,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
6323,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
6324,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
6325,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
6326,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
6327,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
6328,Water,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
6329,Water,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
6330,Water,Forest,Wetland,Water,Wetland,Forest,Water,Forest
6331,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
