Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMF_M_R
7791,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
7792,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7793,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
7794,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
7795,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
7796,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
7797,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
7798,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7799,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
7800,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
7801,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7802,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7803,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7804,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
7805,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7806,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
7807,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7808,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
7809,Water,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7810,Water,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
7811,Water,Forest,Water,NULL,Water,Wetland,Water,Wetland
7812,Water,Forest,Water,NULL,Water,Bareland,Water,Wetland
7813,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
7814,Water,Forest,Water,Water,Water,Wetland,Water,Water
7815,Water,Forest,Water,Water,Water,Bareland,Water,Water
7816,Water,Forest,Water,Water,Water,Water,Water,Water
7817,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7818,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7819,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
7820,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7821,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7822,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7823,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7824,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7825,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7826,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7827,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7828,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7829,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
7830,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7831,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7832,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
7833,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
7834,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7835,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7836,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7837,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7838,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7839,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7840,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7841,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7842,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7843,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7844,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7845,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7846,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
7847,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7848,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7849,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
7850,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7851,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7852,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7853,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7854,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7855,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7856,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7857,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7858,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7859,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7860,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7861,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7862,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7863,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7864,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7865,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7866,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7867,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7868,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7869,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7870,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7871,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7872,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7873,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7874,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7875,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7876,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7877,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7878,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7879,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7880,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7881,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7882,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7883,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7884,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7885,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7886,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7887,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
7888,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7889,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7890,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7891,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7892,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7893,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7894,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7895,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7896,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7897,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
7898,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7899,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7900,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7901,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7902,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
7903,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7904,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7905,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7906,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7907,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7908,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7909,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7910,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7911,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
7912,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7913,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7914,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7915,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7916,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7917,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7918,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7919,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7920,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7921,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7922,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
7923,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7924,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7925,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
7926,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
7927,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7928,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7929,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7930,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7931,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7932,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7933,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7934,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7935,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7936,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7937,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7938,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7939,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7940,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
7941,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
7942,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
7943,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7944,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
7945,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7946,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7947,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
7948,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7949,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
7950,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7951,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7952,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7953,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7954,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7955,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
7956,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7957,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7958,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7959,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7960,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7961,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7962,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7963,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7964,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7965,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7966,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7967,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7968,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7969,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
7970,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
7971,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7972,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7973,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
7974,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7975,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7976,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
7977,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7978,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7979,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7980,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7981,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7982,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7983,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7984,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7985,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7986,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7987,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7988,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7989,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7990,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
7991,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7992,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7993,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7994,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7995,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7996,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7997,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7998,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7999,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8000,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8001,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8002,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8003,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8004,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8005,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8006,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8007,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8008,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8009,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8010,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8011,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8012,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8013,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8014,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8015,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8016,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8017,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8018,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8019,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8020,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
8021,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8022,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8023,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8024,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8025,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
8026,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8027,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8028,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8029,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8030,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8031,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8032,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8033,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8034,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8035,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8036,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
8037,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Wetland
8038,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8039,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8040,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8041,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8042,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8043,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8044,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8045,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8046,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8047,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
8048,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8049,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8050,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8051,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8052,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8053,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8054,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
8055,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8056,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
8057,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
8058,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8059,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8060,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
8061,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8062,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8063,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
8064,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8065,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8066,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
