Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCF_M_R
12000,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12001,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
12002,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
12003,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12004,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12005,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
12006,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
12007,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12008,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
12009,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12010,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12011,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12012,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12013,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12014,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
12015,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12016,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12017,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12018,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12019,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12020,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12021,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12022,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12023,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
12024,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12025,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
12026,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12027,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
12028,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12029,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12030,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
12031,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12032,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
12033,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12034,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
12035,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12036,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12037,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12038,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
12039,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12040,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12041,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
12042,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
12043,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
12044,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12045,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
12046,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
12047,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
12048,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
12049,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12050,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12051,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
12052,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
12053,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12054,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
12055,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12056,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12057,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
12058,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12059,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
12060,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
12061,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12062,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
12063,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12064,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
12065,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12066,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12067,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12068,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
12069,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12070,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
12071,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
12072,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12073,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12074,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
12075,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
12076,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
12077,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
12078,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
12079,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12080,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
12081,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
12082,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12083,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
12084,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12085,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
12086,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
12087,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12088,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12089,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12090,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12091,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12092,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12093,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12094,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12095,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12096,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
12097,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12098,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12099,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12100,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12101,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12102,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12103,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12104,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12105,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
12106,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12107,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
12108,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
12109,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
12110,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12111,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12112,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
12113,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12114,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
12115,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
12116,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12117,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12118,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12119,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
12120,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
12121,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
12122,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12123,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
12124,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
12125,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
12126,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
12127,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
12128,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12129,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
12130,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
12131,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
12132,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
12133,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12134,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
12135,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
12136,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
12137,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
12138,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
12139,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12140,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
12141,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
12142,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12143,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
12144,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
12145,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
12146,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
12147,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12148,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12149,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
12150,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
12151,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
12152,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
12153,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
12154,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
12155,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
12156,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
12157,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
12158,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
12159,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
12160,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
12161,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
12162,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12163,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
12164,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12165,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12166,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12167,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12168,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
12169,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
12170,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
12171,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12172,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
12173,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
12174,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
12175,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
12176,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
12177,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12178,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
12179,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12180,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
12181,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
12182,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
12183,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
12184,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12185,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12186,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12187,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12188,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12189,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
12190,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
12191,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12192,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12193,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
12194,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
12195,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12196,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
12197,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12198,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12199,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12200,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
12201,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
12202,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12203,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
12204,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
12205,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12206,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
12207,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
12208,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
12209,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
12210,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
12211,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12212,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Water
12213,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
12214,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
12215,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
12216,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Water
12217,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
12218,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,NULL
12219,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
12220,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Water
12221,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
12222,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12223,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12224,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12225,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
12226,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12227,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12228,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12229,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12230,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12231,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12232,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
12233,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
12234,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
12235,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12236,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12237,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12238,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12239,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
12240,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12241,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
12242,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
12243,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12244,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
12245,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12246,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12247,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12248,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
12249,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
12250,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
12251,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
12252,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
12253,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
12254,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
12255,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
12256,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
12257,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
12258,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12259,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12260,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12261,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
12262,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
12263,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12264,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12265,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12266,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12267,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12268,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12269,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12270,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12271,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12272,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12273,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12274,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12275,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12276,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
12277,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
12278,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
12279,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12280,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12281,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12282,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12283,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12284,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
12285,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
12286,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
12287,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12288,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12289,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
12290,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12291,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12292,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12293,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
12294,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
12295,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
12296,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12297,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12298,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12300,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12301,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12302,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12303,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12304,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12305,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12306,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12307,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12308,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
12309,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12310,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12311,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12312,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12313,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12314,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12315,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12316,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
