Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBG_M_R
11665,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11666,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11667,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11668,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11669,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11670,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11671,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11672,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11673,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
11674,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11675,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
11676,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11677,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11678,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11679,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11680,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11681,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11682,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11683,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11684,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11685,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11686,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11687,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11688,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11689,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11690,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11691,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11692,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11693,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11694,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11695,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11696,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11697,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11698,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11699,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11700,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11701,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
11702,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11703,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11704,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11705,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11706,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11707,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11708,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11709,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
11710,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11711,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11712,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11713,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11714,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
11715,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11716,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
11717,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
11718,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
11719,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11720,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11721,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11722,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
11723,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
11724,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11725,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11726,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11727,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11728,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11729,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11730,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11731,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11732,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11733,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11734,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11735,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11736,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11737,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11738,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11739,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11740,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11741,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11742,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11743,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
11744,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11745,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11746,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11747,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11748,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11749,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11750,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
11751,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11752,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11753,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
11754,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11755,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
11756,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11757,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11758,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11759,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11760,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
11761,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11762,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11763,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11764,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11765,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11766,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11767,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11768,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11769,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
11770,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
11771,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
11772,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
11773,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11774,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
11775,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
11776,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
11777,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11778,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11779,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11780,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
11781,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11782,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11783,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
11784,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11785,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
11786,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
11787,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
11788,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
11789,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11790,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
11791,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11792,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
11793,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11794,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11795,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
11796,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11797,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
11798,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11799,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
11800,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11801,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11802,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
11803,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11804,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
11805,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
11806,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11807,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
11808,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
11809,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
11810,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11811,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11812,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11813,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11814,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11815,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11816,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11817,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11818,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11819,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11820,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11821,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11822,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11823,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11824,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
11825,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11826,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11827,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11828,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11829,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11830,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11831,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11832,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11833,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
11834,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11835,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11836,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11837,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11838,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11839,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11840,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
11841,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11842,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
11843,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11844,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11845,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11846,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11847,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
11848,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11849,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11850,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11851,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
11852,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11853,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11854,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11855,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11856,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11857,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Water
11858,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11859,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
11860,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
11861,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
11862,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
11863,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11864,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11865,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Bareland
11866,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11867,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11868,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11869,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
11870,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
11871,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11872,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
11873,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11874,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11875,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11876,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11877,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
11878,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11879,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11880,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11881,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11882,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11883,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
11884,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
11885,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Water
11886,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11887,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11888,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11889,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11890,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
11891,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11892,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
11893,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11894,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
11895,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11896,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
11897,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11898,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11899,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
11900,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
11901,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11902,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11903,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11904,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11905,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11906,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Water
11907,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11908,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11909,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11910,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11911,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11912,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11913,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
11914,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11915,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11916,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11917,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11918,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
11919,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
11920,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
11921,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11922,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11923,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11924,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11925,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11926,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
11927,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
11928,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11929,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11930,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11931,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11932,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
11933,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11934,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
11935,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11936,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11937,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11938,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
11939,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11940,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
11941,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11942,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11943,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11944,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11945,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11946,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11947,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11948,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11949,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11950,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11951,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11952,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11953,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
11954,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
11955,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
11956,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11957,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Water
11958,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11959,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
11960,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
11961,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
11962,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
11963,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11964,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
11965,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
11966,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
11967,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
11968,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
11969,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
11970,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
11971,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Water
11972,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
11973,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Forest,Forest
11974,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
11975,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
11976,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,Forest
11977,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Forest
11978,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,NULL
11979,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
