Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMD_M_R
2402,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2403,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2404,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2405,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2406,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2407,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2408,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2409,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2410,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2411,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2412,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2413,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2414,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2415,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2416,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2417,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2418,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2419,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2420,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2421,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2422,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2423,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2424,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2425,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2426,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2427,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2428,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2429,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2430,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2431,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2432,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2433,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2434,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2435,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2436,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2437,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2438,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2439,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2440,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2441,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2442,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2443,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2444,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2445,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2446,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2447,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2448,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2449,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2450,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2452,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2453,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2454,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2455,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2456,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2457,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2458,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2459,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2460,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2461,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2462,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2463,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2464,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2465,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2466,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2467,Forest,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2468,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2469,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2470,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2471,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2472,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2473,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2474,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2475,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2476,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2477,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2478,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2479,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2480,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2481,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2482,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2483,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2484,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2485,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2486,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2487,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2488,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2489,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2490,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2491,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2492,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2493,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2494,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2495,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2496,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2497,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2498,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2499,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2500,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2501,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2502,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2503,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2504,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2505,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2506,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2507,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2508,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2509,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2510,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2511,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2512,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2513,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2514,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2515,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2516,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2517,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2518,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2519,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2520,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2521,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2522,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2523,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2524,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2525,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2526,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2527,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2528,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2529,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2530,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2531,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2532,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2533,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2534,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2535,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2536,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2537,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2538,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2539,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2540,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2541,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2542,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2543,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2544,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2545,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2546,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2547,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2548,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2549,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2550,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
2551,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2552,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
2553,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2554,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2555,Forest,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2556,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2557,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2558,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2559,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2560,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2561,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
2562,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
2563,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
2564,Forest,Water,Water,Water,Water,NULL,NULL,Water
2565,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2566,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2567,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2568,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2569,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2570,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2571,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2572,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2573,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2574,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2575,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2576,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2577,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2578,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2579,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2580,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2581,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2582,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2583,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2584,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2585,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2586,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2587,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2588,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2589,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2590,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2591,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2592,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2593,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2594,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2595,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2596,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2597,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2598,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2599,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2604,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2605,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2606,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2607,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2608,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2609,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2610,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2611,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2612,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2613,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2614,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2615,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2616,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2617,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2618,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2619,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2620,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2621,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2622,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2623,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2624,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2625,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2626,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2627,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2628,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2629,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2630,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2631,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2632,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2633,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2634,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2635,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2636,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2637,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2638,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2639,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2640,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
2641,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2642,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2643,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2644,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2645,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2646,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2647,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2648,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2649,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2650,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2651,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2652,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2653,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2654,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2655,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2656,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2657,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2658,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2659,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2660,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2661,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2662,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2663,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2664,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2665,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2666,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2667,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2668,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2669,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2670,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2671,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2672,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2673,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2674,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2675,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2676,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2677,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2678,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2679,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2680,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2681,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2682,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2683,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2684,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2685,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2686,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2687,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2688,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2689,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2690,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2691,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2692,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2693,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2694,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2695,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2696,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2697,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
2698,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2699,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2700,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2701,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2702,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2703,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2704,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2705,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2706,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2707,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2708,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2709,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2710,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2711,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2712,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2713,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2714,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2715,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2716,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2717,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2718,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
