Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMC_M_R
20069,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
20070,Forest,Forest,Water,Non_Water,Water,NULL,Water,Cropland
20071,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
20072,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
20073,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Grassland
20074,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
20075,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
20076,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,NULL
20077,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Grassland
20078,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Cropland
20079,Forest,Forest,Water,Non_Water,Water,Shrubland,NULL,Forest
20080,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,NULL
20081,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
20082,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
20083,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Water
20084,Forest,Forest,Water,Non_Water,Water,Shrubland,Shrubland,Forest
20085,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Grassland
20086,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Cropland
20087,Forest,Forest,Water,Non_Water,Water,Shrubland,Grassland,Forest
20088,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,NULL
20089,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Grassland
20090,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Cropland
20091,Forest,Forest,Water,Non_Water,Water,Shrubland,Wetland,Forest
20092,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,NULL
20093,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Water
20094,Forest,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
20095,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Grassland
20096,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Water
20097,Forest,Forest,Water,Non_Water,Water,Shrubland,Forest,Forest
20098,Forest,Forest,Water,Non_Water,Water,Cropland,Water,Forest
20099,Forest,Forest,Water,Non_Water,Water,Cropland,Forest,Cropland
20100,Forest,Forest,Water,Non_Water,Water,Cropland,Forest,Water
20101,Forest,Forest,Water,Non_Water,Water,Cropland,Forest,Forest
20102,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Grassland
20103,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,NULL
20104,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Grassland
20105,Forest,Forest,Water,Non_Water,Water,Wetland,Shrubland,Forest
20106,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
20107,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
20108,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,NULL
20109,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
20110,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Grassland
20111,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Grassland
20112,Forest,Forest,Water,Non_Water,Water,Bareland,Shrubland,Forest
20113,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
20114,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Wetland
20115,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
20116,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Bareland
20117,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Grassland
20118,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Water
20119,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
20120,Forest,Forest,Water,Non_Water,Water,Water,NULL,NULL
20121,Forest,Forest,Water,Non_Water,Water,Water,NULL,Grassland
20122,Forest,Forest,Water,Non_Water,Water,Water,NULL,Cropland
20123,Forest,Forest,Water,Non_Water,Water,Water,NULL,Water
20124,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
20125,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,NULL
20126,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Grassland
20127,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Cropland
20128,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Water
20129,Forest,Forest,Water,Non_Water,Water,Water,Shrubland,Forest
20130,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
20131,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Cropland
20132,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
20133,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
20134,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
20135,Forest,Forest,Water,Non_Water,Water,Water,Water,Cropland
20136,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
20137,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
20138,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
20139,Forest,Forest,Water,Non_Water,Water,Water,Forest,NULL
20140,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
20141,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
20142,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Water
20143,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
20144,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Grassland
20145,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Water
20146,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Forest
20147,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
20148,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
20149,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
20150,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
20151,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
20152,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
20153,Forest,Forest,Water,Water,Water,NULL,NULL,Water
20154,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
20155,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
20156,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
20157,Forest,Forest,Water,Water,Water,NULL,Water,Water
20158,Forest,Forest,Water,Water,Water,NULL,Water,Forest
20159,Forest,Forest,Water,Water,Water,NULL,Forest,Cropland
20160,Forest,Forest,Water,Water,Water,NULL,Forest,Water
20161,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
20162,Forest,Forest,Water,Water,Water,Shrubland,NULL,Forest
20163,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
20164,Forest,Forest,Water,Water,Water,Shrubland,Wetland,Wetland
20165,Forest,Forest,Water,Water,Water,Shrubland,Water,Water
20166,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
20167,Forest,Forest,Water,Water,Water,Shrubland,Forest,Wetland
20168,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
20169,Forest,Forest,Water,Water,Water,Cropland,Water,Forest
20170,Forest,Forest,Water,Water,Water,Cropland,Forest,Forest
20171,Forest,Forest,Water,Water,Water,Wetland,NULL,Forest
20172,Forest,Forest,Water,Water,Water,Wetland,Shrubland,Forest
20173,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
20174,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
20175,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
20176,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
20177,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
20178,Forest,Forest,Water,Water,Water,Bareland,Shrubland,Cropland
20179,Forest,Forest,Water,Water,Water,Bareland,Shrubland,Wetland
20180,Forest,Forest,Water,Water,Water,Bareland,Water,Bareland
20181,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
20182,Forest,Forest,Water,Water,Water,Water,NULL,Forest
20183,Forest,Forest,Water,Water,Water,Water,Shrubland,NULL
20184,Forest,Forest,Water,Water,Water,Water,Shrubland,Grassland
20185,Forest,Forest,Water,Water,Water,Water,Shrubland,Cropland
20186,Forest,Forest,Water,Water,Water,Water,Shrubland,Wetland
20187,Forest,Forest,Water,Water,Water,Water,Shrubland,Water
20188,Forest,Forest,Water,Water,Water,Water,Shrubland,Forest
20189,Forest,Forest,Water,Water,Water,Water,Water,Wetland
20190,Forest,Forest,Water,Water,Water,Water,Water,Water
20191,Forest,Forest,Water,Water,Water,Water,Water,Forest
20192,Forest,Forest,Water,Water,Water,Water,Forest,Grassland
20193,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
20194,Forest,Forest,Water,Water,Water,Water,Forest,Water
20195,Forest,Forest,Water,Water,Water,Water,Forest,Forest
20196,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
20197,Forest,Forest,Water,Water,Water,Forest,Shrubland,Water
20198,Forest,Forest,Water,Water,Water,Forest,Shrubland,Forest
20199,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
20200,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
20201,Forest,Forest,Water,Water,Water,Forest,Water,Water
20202,Forest,Forest,Water,Water,Water,Forest,Water,Forest
20203,Forest,Forest,Water,Water,Water,Forest,Forest,Wetland
20204,Forest,Forest,Water,Water,Water,Forest,Forest,Water
20205,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
20206,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
20207,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
20208,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
20209,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
20210,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
20211,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
20212,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
20213,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
20214,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
20215,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
20216,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
20217,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
20218,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
20219,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
20220,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
20221,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
20222,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
20223,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
20224,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,NULL
20225,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
20226,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
20227,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
20228,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
20229,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
20230,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
20231,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
20232,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
20233,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
20234,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
20235,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
20236,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
20237,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20238,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20239,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
20240,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
20241,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
20242,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20243,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
20244,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20245,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
20246,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20247,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
20248,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
20249,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
20250,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
20251,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
20252,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
20253,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
20254,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
20255,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
20256,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
20257,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
20258,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
20259,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
20260,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
20261,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
20262,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
20263,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
20264,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
20265,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
20266,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
20267,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
20268,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
20269,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
20270,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
20271,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
20272,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
20273,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
20274,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
20275,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20276,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20277,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
20278,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
20279,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
20280,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
20281,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
20282,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
20283,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
20284,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
20285,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
20286,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
20287,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
20288,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
20289,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
20290,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
20291,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
20292,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
20293,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
20294,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
20295,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
20296,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
20297,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
20298,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
20299,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
20300,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
20301,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Water,Forest
20302,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
20303,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
20304,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
20305,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
20306,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
20307,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
20308,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
20309,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
20310,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
20311,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
20312,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
20313,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
20314,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
20315,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
20316,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
20317,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
20318,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
20319,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
20320,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
20321,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
20322,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
20323,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
20324,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
20325,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
20326,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
20327,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
20328,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
20329,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
20330,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
20331,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
20332,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20333,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
20334,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
20335,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
20336,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
20337,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
20338,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
20339,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
20340,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
20341,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
20342,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
20343,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
20344,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
20345,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
20346,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
20347,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,NULL
20348,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
20349,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
20350,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
20351,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
20352,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
20353,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
20354,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
20355,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,NULL
20356,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
20357,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
20358,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
20359,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
20360,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
20361,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
20362,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Water
20363,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
20364,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
20365,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
20366,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Cropland
20367,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
20368,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
20369,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,NULL
20370,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
20371,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
20372,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
20373,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
20374,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
20375,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
20376,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
20377,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
20378,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
20379,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
20380,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
20381,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
20382,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
20383,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
20384,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
20385,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
20386,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
20387,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
20388,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
20389,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
20390,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
20391,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
20392,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
20393,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
20394,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
20395,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
20396,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
