Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXK_M_R
3618,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3619,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3620,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
3621,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
3622,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3623,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3624,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3625,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3627,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3628,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3629,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3630,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3631,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3632,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3633,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3634,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3635,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3636,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3637,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3638,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
3639,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
3640,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
3641,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
3642,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3643,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3644,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3645,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3646,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3647,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3648,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3649,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3650,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3651,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3652,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3653,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3654,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3655,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
3656,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3657,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
3658,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
3659,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
3660,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Forest
3661,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3662,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3663,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3664,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3665,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3666,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3667,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3668,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3669,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3670,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3671,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3672,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3673,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3674,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3675,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3676,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3677,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3678,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3679,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3680,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3681,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3682,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3683,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3684,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3685,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3686,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3687,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3688,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3689,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
3690,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3691,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3692,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3693,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
3694,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
3695,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
3696,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Bareland
3697,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
3698,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
3699,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
3700,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
3701,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
3702,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3703,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3704,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3705,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3706,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3707,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3708,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3709,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3710,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3711,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3712,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3713,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3714,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,NULL
3715,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
3716,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
3717,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Water
3718,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
3719,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3720,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3721,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3722,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3723,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3724,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3725,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3726,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3727,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3728,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3729,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3730,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3731,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
3732,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3733,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3734,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3735,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3736,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3737,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3738,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3739,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3740,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3741,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
3742,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3743,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3744,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3745,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3746,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3747,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3748,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3749,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3750,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3753,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3754,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3755,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3756,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3757,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3758,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3759,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
3760,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3761,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3762,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3763,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3764,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3765,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3766,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3767,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3768,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3769,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3772,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3773,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3774,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3775,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3776,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3777,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3778,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3779,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3780,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3781,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3782,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3783,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3784,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3785,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3786,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3787,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3788,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3789,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3790,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3791,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3792,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3793,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3794,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3795,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3796,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3797,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3798,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3799,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3800,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3801,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3802,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
3803,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3804,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3805,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3806,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3807,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3808,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3809,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3810,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3811,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3812,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3813,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
3814,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3815,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3816,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3817,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3818,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3819,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3820,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3821,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3822,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3823,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3824,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3825,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3826,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3827,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3828,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
3829,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3830,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3831,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3832,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3833,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3834,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3835,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3836,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3837,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3838,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3839,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3840,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3841,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3842,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3843,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3844,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
3845,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3846,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
3847,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
3848,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
3849,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
3850,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
3851,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
3852,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
3853,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
3854,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
3855,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
3856,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3857,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3858,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3859,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
3860,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
3861,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
3862,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
3863,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
3864,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
3865,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
3866,Forest,NULL,Water,Water,Water,NULL,NULL,Water
3867,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
3868,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3869,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3870,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3871,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3872,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3873,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3874,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3875,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3876,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3877,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3878,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3879,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3880,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
3881,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3882,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3883,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3884,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
3885,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3886,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3887,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3888,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
3889,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3890,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3891,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3892,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3893,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3894,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3895,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3896,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3897,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3898,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3899,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3900,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3901,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
3902,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3903,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3904,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3905,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3906,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3907,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3908,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3909,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3910,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3911,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3912,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3913,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3914,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3915,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3916,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3917,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3918,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3919,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3920,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3921,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3922,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3923,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3924,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3925,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3926,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3927,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3928,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3929,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3930,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3931,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3932,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3933,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3934,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3935,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3936,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3937,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3938,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3939,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
3940,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
